카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2021년06월_남_총인구수,"187,617","15,913","6,493","21,441","14,009","11,798","13,995","15,447","10,896","12,792","11,987","6,823","7,060","18,220","11,247","9,496"
2021년06월_남_연령구간인구수,"187,617","15,913","6,493","21,441","14,009","11,798","13,995","15,447","10,896","12,792","11,987","6,823","7,060","18,220","11,247","9,496"
2021년06월_남_0~9세,"12,209",972,172,"1,376","1,280",597,842,"1,179",399,889,"1,053",388,529,"1,081",768,684
2021년06월_남_10~19세,"14,006",998,261,"1,605","1,012",824,"1,004","1,122",469,918,890,388,501,"1,995","1,151",868
2021년06월_남_20~29세,"31,556","2,843","1,257","4,824","2,054","1,929","2,207","2,570","2,238","1,697","1,564","1,133","1,051","2,995","1,626","1,568"
2021년06월_남_30~39세,"31,114","2,965","1,173","3,048","2,398","2,108","2,465","2,169","2,450","2,120","1,909","1,258","1,316","2,630","1,529","1,576"
2021년06월_남_40~49세,"29,193","2,245",854,"3,193","2,346","1,769","2,195","2,494","1,521","1,964","1,956","1,044","1,137","3,080","1,846","1,549"
2021년06월_남_50~59세,"27,812","2,269","1,024","2,969","2,049","1,820","2,081","2,446","1,380","1,957","1,704",945,"1,045","2,946","1,874","1,303"
2021년06월_남_60~69세,"23,089","2,015",965,"2,501","1,595","1,473","1,829","1,897","1,347","1,765","1,606",911,848,"1,931","1,389","1,017"
2021년06월_남_70~79세,"13,219","1,101",533,"1,363",881,922,980,"1,098",815,"1,076",965,544,459,"1,071",761,650
2021년06월_남_80~89세,"4,932",452,231,504,354,334,352,425,265,375,317,196,158,434,275,260
2021년06월_남_90~99세,446,47,19,53,37,20,36,45,11,29,20,16,15,51,26,21
2021년06월_남_100세 이상,41,6,4,5,3,2,4,2,1,2,3,0,1,6,2,0
2021년06월_여_총인구수,"200,230","15,925","6,110","22,969","15,094","12,880","14,742","16,257","12,008","13,854","12,722","7,457","7,520","20,106","12,158","10,428"
2021년06월_여_연령구간인구수,"200,230","15,925","6,110","22,969","15,094","12,880","14,742","16,257","12,008","13,854","12,722","7,457","7,520","20,106","12,158","10,428"
2021년06월_여_0~9세,"11,664",924,150,"1,359","1,203",586,761,"1,148",375,865,"1,034",331,488,"1,047",723,670
2021년06월_여_10~19세,"13,285",932,250,"1,539",988,788,862,"1,042",421,708,749,355,491,"2,101","1,257",802
2021년06월_여_20~29세,"33,879","2,576","1,180","4,774","2,279","2,232","2,359","2,347","2,941","1,872","1,758","1,365","1,132","3,368","1,763","1,933"
2021년06월_여_30~39세,"30,455","2,491",832,"3,071","2,591","1,972","2,312","2,231","2,237","2,189","2,116","1,195","1,277","2,703","1,553","1,685"
2021년06월_여_40~49세,"28,868","2,042",659,"3,286","2,284","1,768","2,113","2,324","1,449","2,001","1,848",979,"1,142","3,353","2,046","1,574"
2021년06월_여_50~59세,"29,976","2,393",998,"3,342","2,212","2,015","2,277","2,683","1,595","2,146","1,867","1,117","1,153","2,936","1,842","1,400"
2021년06월_여_60~69세,"26,942","2,300","1,040","2,897","1,831","1,797","2,092","2,187","1,683","2,148","1,811","1,115",972,"2,323","1,566","1,180"
2021년06월_여_70~79세,"16,434","1,402",639,"1,696","1,061","1,145","1,289","1,411",960,"1,301","1,101",682,556,"1,461",913,817
2021년06월_여_80~89세,"7,305",730,293,827,530,497,588,746,288,529,371,258,252,674,412,310
2021년06월_여_90~99세,"1,308",117,62,157,105,75,84,132,57,89,65,53,54,126,77,55
2021년06월_여_100세 이상,114,18,7,21,10,5,5,6,2,6,2,7,3,14,6,2
