,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년07월_남_0~9세,"100,148","21,113","9,326","11,787","8,460","5,504","5,733","21,862","3,253","2,930","2,754","2,139","10,733",383,"1,047",522,399,868,795,736,987,"5,079","2,369",753,"1,509",220
2020년07월_남_10~19세,"120,394","24,792","11,305","13,487","11,114","6,554","7,225","23,791","4,727","3,590","4,116","3,100","11,883",542,"1,240",667,499,"1,095","1,182","1,130","1,328","6,124","2,350","1,015","2,093",237
2020년07월_남_20~29세,"161,207","32,543","15,560","16,983","15,300","8,325","9,094","31,407","5,751","6,030","4,809","3,446","19,682",932,"1,849","1,062",659,"1,451","1,733","1,482","2,091","6,881","2,309","1,214","2,652",505
2020년07월_남_30~39세,"158,326","32,047","14,864","17,183","13,777","8,160","8,104","35,499","4,688","5,167","4,140","3,136","17,958",787,"1,859","1,031",571,"1,301","1,544","1,302","1,838","8,555","2,816","1,104","2,387",555
2020년07월_남_40~49세,"201,812","38,975","18,490","20,485","19,423","10,295","11,733","37,087","7,282","7,057","6,248","4,741","21,288","1,305","2,792","1,404","1,047","2,255","2,513","2,219","2,890","11,153","3,887","1,932","3,464",822
2020년07월_남_50~59세,"238,415","45,619","21,709","23,910","24,154","12,479","13,599","35,481","9,278","9,754","8,922","6,244","22,437","2,452","4,806","2,517","1,626","3,293","3,936","3,355","4,713","10,573","4,260","3,158","4,680","1,079"
2020년07월_남_60~69세,"196,872","37,540","17,744","19,796","19,652","10,515","12,069","19,281","8,584","9,066","8,749","6,293","16,493","2,744","5,763","2,687","1,674","3,471","4,728","3,189","4,701","6,843","4,520","3,469","3,914",927
2020년07월_남_70~79세,"106,804","16,983","8,060","8,923","10,764","5,836","7,459","6,982","5,356","5,509","5,472","4,030","8,404","1,861","3,928","1,766","1,176","2,383","2,978","1,819","2,673","3,274","3,087","2,129","2,465",470
2020년07월_남_80~89세,"43,567","4,879","2,112","2,767","4,027","2,636","3,267","2,447","2,359","2,243","2,615","1,688","3,103",889,"1,990",856,555,"1,170","1,328",865,"1,116","1,418","1,655","1,112","1,152",197
2020년07월_남_90~99세,"3,709",379,136,243,327,234,315,208,204,191,242,152,225,65,173,63,59,93,121,70,106,143,112,114,91,22
2020년07월_남_100세 이상,207,29,17,12,21,10,16,7,13,13,10,15,12,1,8,5,6,7,1,4,6,7,4,5,2,5
2020년07월_여_총인구수,"1,312,540","249,331","112,210","137,121","126,655","70,079","80,151","203,046","52,367","49,965","49,961","36,433","130,319","11,476","26,596","12,581","8,467","19,279","21,653","15,431","20,977","55,127","28,283","15,772","24,380","4,211"
2020년07월_여_연령구간인구수,"1,312,540","249,331","112,210","137,121","126,655","70,079","80,151","203,046","52,367","49,965","49,961","36,433","130,319","11,476","26,596","12,581","8,467","19,279","21,653","15,431","20,977","55,127","28,283","15,772","24,380","4,211"
2020년07월_여_0~9세,"94,069","19,605","8,669","10,936","8,070","5,164","5,165","20,480","3,065","2,875","2,551","1,960","10,252",331,944,481,361,889,763,720,961,"4,776","2,296",703,"1,452",205
2020년07월_여_10~19세,"108,296","22,412","10,124","12,288","10,114","5,613","6,578","21,725","4,311","3,101","3,687","2,641","10,976",449,"1,119",585,461,"1,024","1,129",982,"1,018","5,474","2,035",878,"1,745",239
2020년07월_여_20~29세,"124,220","24,327","10,951","13,376","11,741","6,463","7,486","25,521","4,046","4,171","3,490","2,673","16,144",614,"1,362",693,489,"1,054","1,169","1,080","1,483","5,372","1,793",863,"1,845",341
2020년07월_여_30~39세,"138,707","28,768","12,767","16,001","12,111","7,293","7,553","31,207","4,062","4,286","3,506","2,762","15,559",602,"1,490",716,484,"1,226","1,361","1,065","1,508","7,062","2,788",929,"1,991",378
2020년07월_여_40~49세,"184,558","38,659","17,351","21,308","17,734","9,199","10,797","36,304","6,795","5,799","5,483","4,105","20,304",911,"1,957","1,025",722,"1,757","1,977","1,730","1,926","9,455","3,201","1,356","2,859",503
2020년07월_여_50~59세,"223,084","45,241","20,155","25,086","22,727","11,469","13,044","33,967","8,938","8,538","8,116","5,870","22,201","1,903","4,087","2,255","1,372","2,967","3,570","2,622","3,912","8,881","3,878","2,717","4,002",807
2020년07월_여_60~69세,"200,768","38,902","18,054","20,848","20,342","10,926","12,862","18,485","9,349","9,079","9,141","6,791","17,325","2,496","5,785","2,707","1,688","3,803","4,703","2,936","4,331","6,376","4,653","3,214","4,056",818
2020년07월_여_70~79세,"134,321","19,448","8,907","10,541","13,619","7,670","9,256","8,936","6,628","6,914","7,290","5,298","10,748","2,203","5,158","2,293","1,536","3,605","3,599","2,300","3,136","4,338","3,862","2,647","3,276",561
2020년07월_여_80~89세,"89,390","10,192","4,479","5,713","8,774","5,342","6,264","5,468","4,368","4,599","5,655","3,666","5,952","1,699","4,046","1,571","1,155","2,536","2,905","1,760","2,327","2,900","3,224","2,072","2,618",297
2020년07월_여_90~99세,"14,374","1,701",716,985,"1,353",896,"1,099",911,759,574,994,626,801,254,612,239,179,398,459,233,355,460,523,371,521,56
2020년07월_여_100세 이상,753,76,37,39,70,44,47,42,46,29,48,41,57,14,36,16,20,20,18,3,20,33,30,22,15,6
