카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021년09월_남_90~99세,556,41,65,36,21,34,41,36,34,25,42,40,23,28,18,8,64
2021년09월_남_100세 이상,44,2,2,4,2,4,0,7,1,7,0,1,0,1,1,0,12
2021년09월_여_총인구수,"247,229","19,310","20,447","14,337","11,418","14,966","16,483","14,414","17,279","14,103","12,639","24,266","14,070","10,229","7,705","5,785","29,778"
2021년09월_여_연령구간인구수,"247,229","19,310","20,447","14,337","11,418","14,966","16,483","14,414","17,279","14,103","12,639","24,266","14,070","10,229","7,705","5,785","29,778"
2021년09월_여_0~9세,"13,660","1,181","1,084",513,433,690,852,513,"1,247","1,503",446,"1,219",763,490,333,347,"2,046"
2021년09월_여_10~19세,"18,281","1,121","1,220",827,701,"1,182","1,431",841,"1,279","1,101",718,"1,683",948,704,570,368,"3,587"
2021년09월_여_20~29세,"34,456","2,619","2,703","2,135","1,782","2,223","2,266","2,749","2,446","1,337","1,793","3,448","1,904","1,403","1,031",735,"3,882"
2021년09월_여_30~39세,"34,064","3,030","2,713","1,815","1,341","1,949","2,007","2,131","2,806","2,547","1,592","3,313","1,994","1,272",958,877,"3,719"
2021년09월_여_40~49세,"37,558","2,720","2,971","1,751","1,516","2,339","2,453","1,989","2,816","2,569","1,667","3,732","2,082","1,522","1,107",760,"5,564"
2021년09월_여_50~59세,"39,894","3,045","3,506","2,569","2,097","2,544","2,835","2,124","2,495","1,888","2,053","4,059","2,331","1,778","1,286",976,"4,308"
2021년09월_여_60~69세,"35,881","2,904","3,138","2,415","1,916","2,080","2,441","2,012","2,173","1,641","2,037","3,610","2,177","1,661","1,300",894,"3,482"
2021년09월_여_70~79세,"21,722","1,762","1,972","1,524","1,120","1,320","1,414","1,346","1,338",980,"1,490","2,141","1,262",892,755,507,"1,899"
2021년09월_여_80~89세,"9,963",787,997,677,430,555,676,615,598,455,738,923,532,442,310,274,954
2021년09월_여_90~99세,"1,507",138,132,101,78,76,104,77,81,68,101,129,77,61,53,47,184
2021년09월_여_100세 이상,243,3,11,10,4,8,4,17,0,14,4,9,0,4,2,0,153
