카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2021년09월_여_연령구간인구수,"110,252","5,157","2,533","2,270","4,849","5,293","6,434","2,502","3,670","2,519","3,039","1,289","1,871","1,485","4,584","8,489","5,415","10,887","5,720","8,227","2,363","5,878","4,232","11,546"
2021년09월_여_0~9세,"8,103",190,92,75,337,717,422,198,92,88,185,26,55,67,280,773,417,849,366,570,178,530,319,"1,277"
2021년09월_여_10~19세,"11,666",348,146,156,499,610,704,226,197,144,306,52,93,112,484,"1,161",713,"1,163",497,880,228,786,390,"1,771"
2021년09월_여_20~29세,"12,154",463,212,160,538,597,736,249,292,212,316,77,140,112,476,791,515,"1,186","1,088","1,160",259,696,569,"1,310"
2021년09월_여_30~39세,"11,618",375,193,134,465,938,595,323,237,160,261,69,91,98,429,942,552,"1,150",710,927,247,752,474,"1,496"
2021년09월_여_40~49세,"17,572",577,266,221,735,941,"1,050",370,388,255,424,122,144,162,679,"1,575",947,"1,786",944,"1,354",385,"1,130",649,"2,468"
2021년09월_여_50~59세,"17,782",814,390,333,837,649,"1,149",386,576,363,481,185,249,203,801,"1,255",829,"1,814",931,"1,592",370,952,843,"1,780"
2021년09월_여_60~69세,"15,685","1,139",591,470,745,482,905,358,764,562,543,328,392,272,769,"1,013",785,"1,546",650,"1,017",348,588,547,871
2021년09월_여_70~79세,"9,899",824,436,446,415,223,549,236,711,506,359,286,420,290,427,608,403,853,321,434,204,291,280,377
2021년09월_여_80~89세,"4,962",367,164,241,239,114,291,142,341,201,147,122,258,149,215,329,209,458,181,253,117,128,138,158
2021년09월_여_90~99세,777,58,42,32,38,22,33,12,68,27,17,21,27,20,24,39,40,79,29,38,27,25,23,36
2021년09월_여_100세 이상,34,2,1,2,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
