카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2021년12월_남_20~29세,"22,837",225,245,813,427,543,917,"2,640","2,387","2,138","1,357","1,227",858,"1,145",387,"1,486","2,210","2,808","1,024"
2021년12월_남_30~39세,"17,822",184,253,807,344,508,803,"2,073","1,884","1,594","1,193","1,337",538,840,343,956,"1,440","1,985",740
2021년12월_남_40~49세,"22,778",242,396,780,366,689,969,"2,233","1,957","1,632","1,127","1,837",685,995,373,"1,286","2,417","3,272","1,522"
2021년12월_남_50~59세,"24,204",307,320,926,425,792,"1,011","2,554","2,019","1,944","1,123","1,366",779,"1,116",641,"1,737","2,622","3,259","1,263"
2021년12월_남_60~69세,"16,843",341,331,705,404,605,491,"1,495","1,292","1,645",832,"1,122",734,"1,223",525,"1,465","1,192","1,682",759
2021년12월_남_70~79세,"8,644",276,214,551,252,331,213,631,709,906,533,584,395,557,235,637,539,744,337
2021년12월_남_80~89세,"3,151",134,71,209,113,108,110,295,202,303,253,167,151,170,74,196,182,319,94
2021년12월_남_90~99세,275,9,3,15,9,10,9,27,21,28,22,11,15,17,7,15,18,28,11
2021년12월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2021년12월_여_총인구수,"148,510","1,838","2,360","5,573","2,329","3,929","5,374","15,817","12,387","12,215","8,145","10,296","5,104","8,006","2,798","10,506","14,601","18,684","8,548"
2021년12월_여_연령구간인구수,"148,510","1,838","2,360","5,573","2,329","3,929","5,374","15,817","12,387","12,215","8,145","10,296","5,104","8,006","2,798","10,506","14,601","18,684","8,548"
2021년12월_여_0~9세,"9,752",42,171,287,75,240,370,"1,075",780,526,396,"1,067",223,463,182,563,"1,201","1,348",743
2021년12월_여_10~19세,"14,120",68,147,276,87,278,597,"1,383","1,195",790,482,999,451,690,185,915,"2,042","2,322","1,213"
2021년12월_여_20~29세,"21,739",157,216,828,384,483,805,"2,871","2,337","2,287","1,683","1,053",688,979,320,"1,340","1,843","2,563",902
2021년12월_여_30~39세,"17,178",135,276,723,267,443,646,"2,084","1,586","1,354","1,149","1,449",503,794,320,999,"1,543","2,013",894
2021년12월_여_40~49세,"24,200",158,323,731,268,533,930,"2,564","1,925","1,525","1,022","1,910",681,"1,164",331,"1,592","2,968","3,813","1,762"
2021년12월_여_50~59세,"25,279",268,327,828,402,726,913,"2,860","1,993","1,983","1,209","1,498",901,"1,450",555,"2,097","2,669","3,246","1,354"
2021년12월_여_60~69세,"18,990",397,460,877,406,628,524,"1,530","1,450","1,847","1,058","1,336",897,"1,439",449,"1,624","1,313","1,762",993
2021년12월_여_70~79세,"10,823",408,293,653,275,374,369,869,746,"1,187",703,668,467,643,239,822,623,"1,021",463
2021년12월_여_80~89세,"5,459",180,125,319,137,190,185,514,314,617,374,262,239,320,173,481,332,514,183
2021년12월_여_90~99세,933,24,22,49,27,32,35,64,59,94,67,52,51,60,42,72,63,80,40
2021년12월_여_100세 이상,37,1,0,2,1,2,0,3,2,5,2,2,3,4,2,1,4,2,1
