카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년10월_계_80~89세,"9,809","1,148",318,145,292,390,323,315,398,503,325,233,892,373,466,490,210,302,485,"1,022",901,278
2020년10월_계_90~99세,"1,633",201,50,22,71,69,43,49,54,84,82,25,131,61,73,91,37,58,75,146,145,66
2020년10월_계_100세 이상,108,23,5,0,6,7,3,2,4,5,6,0,8,8,4,0,0,3,2,15,7,0
2020년10월_남_총인구수,"105,664","7,927","1,743",862,"2,133","2,274","1,835","2,338","3,299","7,551","2,394","1,712","12,741","3,930","5,179","6,437","2,376","4,838","8,305","9,053","14,211","4,526"
2020년10월_남_연령구간인구수,"105,664","7,927","1,743",862,"2,133","2,274","1,835","2,338","3,299","7,551","2,394","1,712","12,741","3,930","5,179","6,437","2,376","4,838","8,305","9,053","14,211","4,526"
2020년10월_남_0~9세,"6,988",314,68,24,113,55,64,101,191,721,84,49,945,186,232,303,126,442,746,470,"1,359",395
2020년10월_남_10~19세,"10,080",523,108,16,159,103,96,116,266,792,146,94,"1,571",345,402,660,218,542,798,857,"1,873",395
2020년10월_남_20~29세,"13,725",831,187,56,223,263,163,252,265,906,306,176,"1,926",484,677,884,338,612,"1,388","1,139","1,866",783
2020년10월_남_30~39세,"11,381",637,111,58,161,191,137,220,312,"1,064",243,164,"1,328",426,499,689,293,639,"1,097",883,"1,678",551
2020년10월_남_40~49세,"16,471","1,088",224,76,281,285,190,319,518,"1,273",330,233,"2,111",535,786,957,345,798,"1,413","1,386","2,568",755
2020년10월_남_50~59세,"18,432","1,512",355,179,393,443,393,445,572,"1,209",426,330,"2,256",741,977,"1,202",450,757,"1,211","1,621","2,255",705
2020년10월_남_60~69세,"15,974","1,609",371,247,450,484,444,494,640,906,437,311,"1,464",680,866,"1,056",361,671,"1,015","1,371","1,583",514
2020년10월_남_70~79세,"8,724",962,213,142,239,293,246,262,374,477,287,247,757,375,531,505,161,249,455,912,720,317
2020년10월_남_80~89세,"3,532",401,95,60,97,132,94,121,145,185,113,106,361,146,189,172,75,115,169,378,279,99
2020년10월_남_90~99세,330,46,10,4,15,20,8,7,13,17,21,2,22,10,20,9,9,13,13,32,27,12
2020년10월_남_100세 이상,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020년10월_여_총인구수,"107,406","8,212","1,679",740,"2,018","2,034","1,735","2,166","3,310","7,881","2,656","1,661","13,332","3,944","5,330","6,654","2,466","5,152","8,422","9,116","14,556","4,342"
2020년10월_여_연령구간인구수,"107,406","8,212","1,679",740,"2,018","2,034","1,735","2,166","3,310","7,881","2,656","1,661","13,332","3,944","5,330","6,654","2,466","5,152","8,422","9,116","14,556","4,342"
2020년10월_여_0~9세,"6,580",280,56,7,86,45,54,91,197,669,89,46,881,184,200,297,164,468,738,498,"1,171",359
2020년10월_여_10~19세,"9,088",442,92,21,130,89,68,95,234,757,155,73,"1,495",311,365,566,190,497,765,724,"1,661",358
2020년10월_여_20~29세,"11,353",592,114,42,141,140,99,160,229,850,288,135,"1,641",422,626,789,242,520,"1,198",880,"1,588",657
2020년10월_여_30~39세,"10,298",505,88,22,166,109,87,175,273,"1,015",202,122,"1,278",326,401,568,250,666,"1,105",760,"1,677",503
2020년10월_여_40~49세,"15,864",884,161,43,206,148,133,250,446,"1,385",305,169,"2,455",526,676,940,385,867,"1,302","1,212","2,670",701
2020년10월_여_50~59세,"18,340","1,457",344,147,330,342,304,405,586,"1,232",385,283,"2,230",717,"1,035","1,279",487,881,"1,315","1,576","2,337",668
2020년10월_여_60~69세,"17,381","1,823",338,216,432,469,408,471,675,993,564,369,"1,686",743,"1,062","1,216",375,692,"1,059","1,527","1,699",564
2020년10월_여_70~79세,"10,841","1,308",219,139,272,383,315,282,375,591,390,314,"1,018",431,631,599,210,326,560,"1,170","1,009",299
2020년10월_여_80~89세,"6,277",747,223,85,195,258,229,194,253,318,212,127,531,227,277,318,135,187,316,644,622,179
2020년10월_여_90~99세,"1,303",155,40,18,56,49,35,42,41,67,61,23,109,51,53,82,28,45,62,114,118,54
2020년10월_여_100세 이상,81,19,4,0,4,2,3,1,1,4,5,0,8,6,4,0,0,3,2,11,4,0
