카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년01월_남_70~79세,"104,657","27,718","5,989","3,039","7,062","6,487","5,141","10,837","4,857","4,442","10,885","5,262","4,855","8,890","1,646","2,842","3,423","2,968","2,943","2,695","2,273","2,264","2,908","2,949"
2020년01월_남_80~89세,"36,646","8,043","1,663",795,"2,149","1,724","1,712","3,528","1,391","1,681","3,289","2,032","1,401","2,739",855,"1,151","1,454","1,220","1,393","1,305","1,031","1,115","1,489","1,529"
2020년01월_남_90~99세,"3,095",632,131,85,182,110,124,307,105,118,257,170,122,211,88,95,105,110,138,134,109,117,149,128
2020년01월_남_100세 이상,146,38,6,5,15,8,4,20,8,6,22,4,5,8,1,3,3,4,1,3,1,7,8,4
2020년01월_여_총인구수,"1,669,840","515,403","127,858","107,588","88,948","96,464","94,545","175,572","65,192","55,446","268,275","53,881","117,983","174,877","13,908","32,371","31,237","26,030","22,600","23,294","18,036","20,497","31,774","23,464"
2020년01월_여_연령구간인구수,"1,669,840","515,403","127,858","107,588","88,948","96,464","94,545","175,572","65,192","55,446","268,275","53,881","117,983","174,877","13,908","32,371","31,237","26,030","22,600","23,294","18,036","20,497","31,774","23,464"
2020년01월_여_0~9세,"137,989","42,237","10,555","8,714","6,281","6,799","9,888","14,132","5,320","4,204","25,467","2,929","13,867","17,688",559,"2,281","1,720","1,418",773,999,709,948,"1,913",825
2020년01월_여_10~19세,"158,372","49,018","11,482","11,490","6,787","9,052","10,207","17,075","6,269","5,063","30,054","3,860","13,384","16,646",739,"2,897","1,991","1,912","1,439","1,450","1,042","1,521","2,751","1,261"
2020년01월_여_20~29세,"173,023","59,687","16,238","15,116","8,841","10,485","9,007","20,184","5,422","4,435","31,914","4,055","11,190","19,266",951,"2,505","2,242","1,710","1,357","1,597","1,134","1,418","2,521","1,435"
2020년01월_여_30~39세,"201,395","66,127","16,834","14,378","10,184","10,790","13,941","21,013","7,409","5,911","35,373","4,386","18,551","25,355",902,"3,058","2,465","1,963","1,260","1,382","1,075","1,324","2,578","1,263"
2020년01월_여_40~49세,"263,465","84,023","20,458","19,705","12,225","15,370","16,265","27,682","9,926","8,337","50,111","6,251","21,533","29,705","1,243","4,435","3,135","2,959","2,182","2,411","1,622","2,094","3,859","1,957"
2020년01월_여_50~59세,"287,059","94,913","25,571","22,381","15,364","17,746","13,851","29,403","11,338","8,873","45,954","9,586","18,196","28,666","2,170","5,220","5,370","4,285","3,577","4,060","3,145","3,357","5,235","3,711"
2020년01월_여_60~69세,"217,415","66,607","15,508","9,867","15,074","14,854","11,304","22,305","9,836","8,049","26,307","10,338","11,618","20,223","2,481","5,044","5,767","4,622","4,075","4,146","3,288","3,484","4,920","4,305"
2020년01월_여_70~79세,"135,221","33,171","6,771","3,542","8,900","7,685","6,273","14,196","6,030","6,116","14,530","7,061","5,578","11,153","2,421","3,760","4,610","3,848","3,915","3,756","3,060","3,316","4,246","4,454"
2020년01월_여_80~89세,"82,557","16,974","3,823","2,068","4,533","3,219","3,331","8,208","3,152","3,806","7,453","4,694","3,405","5,344","2,115","2,768","3,434","2,825","3,354","2,950","2,538","2,602","3,224","3,711"
2020년01월_여_90~99세,"12,769","2,516",592,312,712,434,466,"1,311",473,634,"1,055",686,628,784,321,398,481,479,651,525,411,409,495,512
2020년01월_여_100세 이상,575,130,26,15,47,30,12,63,17,18,57,35,33,47,6,5,22,9,17,18,12,24,32,30
