카테고리,서울특별시 마포구,서울특별시 마포구 아현동,서울특별시 마포구 공덕동,서울특별시 마포구 도화동,서울특별시 마포구 용강동,서울특별시 마포구 대흥동,서울특별시 마포구 염리동,서울특별시 마포구 신수동,서울특별시 마포구 서강동,서울특별시 마포구 서교동,서울특별시 마포구 합정동,서울특별시 마포구 망원제1동,서울특별시 마포구 망원제2동,서울특별시 마포구 연남동,서울특별시 마포구 성산제1동,서울특별시 마포구 성산제2동,서울특별시 마포구 상암동
2020년01월_여_총인구수,"197,169","13,214","20,939","11,666","11,556","5,954","6,399","11,986","13,151","13,014","10,000","11,365","10,077","8,358","10,421","22,291","16,778"
2020년01월_여_연령구간인구수,"197,169","13,214","20,939","11,666","11,556","5,954","6,399","11,986","13,151","13,014","10,000","11,365","10,077","8,358","10,421","22,291","16,778"
2020년01월_여_0~9세,"12,987","1,400","1,174",761,"1,189",196,479,851,972,468,590,578,627,376,532,"1,429","1,365"
2020년01월_여_10~19세,"14,634",855,"1,311",799,"1,020",305,569,926,907,670,557,745,875,405,746,"1,771","2,173"
2020년01월_여_20~29세,"33,007","1,713","3,695","1,639","1,259","1,578",932,"1,716","2,413","2,965","2,019","1,909","1,470","1,664","1,678","3,977","2,380"
2020년01월_여_30~39세,"34,409","2,771","3,420","1,964","2,026",877,"1,012","1,981","2,290","2,751","2,022","2,138","1,632","1,694","1,845","3,743","2,243"
2020년01월_여_40~49세,"32,052","1,991","3,026","1,743","2,274",810,"1,078","2,144","2,170","1,945","1,381","1,761","1,698","1,200","1,830","3,620","3,381"
2020년01월_여_50~59세,"27,597","1,947","3,462","1,843","1,493",717,935,"1,751","1,919","1,602","1,298","1,553","1,414","1,086","1,513","2,919","2,145"
2020년01월_여_60~69세,"20,579","1,327","2,303","1,396","1,099",662,602,"1,248","1,211","1,219","1,060","1,326","1,212",914,"1,149","2,273","1,578"
2020년01월_여_70~79세,"14,041",729,"1,592",886,747,502,527,903,796,876,688,914,790,641,779,"1,718",953
2020년01월_여_80~89세,"6,507",376,808,507,382,236,222,389,387,415,316,384,305,316,296,695,473
2020년01월_여_90~99세,"1,116",69,115,108,61,53,34,65,72,88,55,52,43,50,42,137,72
2020년01월_여_100세 이상,240,36,33,20,6,18,9,12,14,15,14,5,11,12,11,9,15
