,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년11월_계_80~89세,"35,257","16,040",603,547,"1,134",843,586,340,702,466,"1,140","1,512",589,"1,596","1,131",782,770,"1,057","1,584",553,105,"9,342",751,"1,724",777,"1,137",827,709,743,693,182,867,932,"9,875",988,722,856,"1,490","1,363","1,472","1,039",636,"1,309"
2021년11월_계_90~99세,"5,159","2,201",89,84,146,123,71,47,79,74,139,213,82,199,145,110,102,142,239,102,15,"1,486",119,294,118,182,99,102,125,107,34,123,183,"1,472",129,109,157,226,182,224,146,93,206
2021년11월_계_100세 이상,162,78,5,0,3,1,3,8,2,2,6,10,3,9,2,1,4,6,3,5,5,38,3,5,1,2,6,3,3,2,2,7,4,46,6,4,4,3,9,3,6,5,6
2021년11월_남_총인구수,"528,390","238,233","7,494","11,305","23,466","10,887","5,476","7,352","11,959","11,555","14,998","18,563","7,926","18,208","15,905","9,804","10,512","15,623","21,979","13,806","1,415","145,579","18,117","22,507","11,281","18,678","14,460","10,015","11,554","7,714","5,848","13,238","12,167","144,578","13,063","9,088","17,074","25,127","13,034","13,483","17,597","10,676","25,436"
2021년11월_남_연령구간인구수,"528,390","238,233","7,494","11,305","23,466","10,887","5,476","7,352","11,959","11,555","14,998","18,563","7,926","18,208","15,905","9,804","10,512","15,623","21,979","13,806","1,415","145,579","18,117","22,507","11,281","18,678","14,460","10,015","11,554","7,714","5,848","13,238","12,167","144,578","13,063","9,088","17,074","25,127","13,034","13,483","17,597","10,676","25,436"
2021년11월_남_0~9세,"39,945","19,030",273,"1,419","2,639",648,282,"1,033","1,254","1,390","1,016","1,015",444,961,"1,212",359,673,"1,119","1,263","1,995",35,"10,236","1,836","1,639",649,"1,513",951,436,685,591,744,522,670,"10,679",902,404,"1,291","2,231",856,974,"1,107",780,"2,134"
2021년11월_남_10~19세,"52,442","21,068",589,"1,018","2,215",944,525,509,850,879,"1,607","1,432",623,"1,797","1,847",600,940,"1,365","2,322",944,62,"14,755","2,509","2,210","1,031","2,219","1,349",641,"1,620","1,115",496,758,807,"16,619","1,302",737,"2,887","2,729","1,581","1,568","1,557","1,141","3,117"
2021년11월_남_20~29세,"75,222","31,994","1,113","1,109","2,648","1,567",769,773,"1,317","1,143","1,931","2,325","1,162","3,026","2,298","1,543","1,517","2,485","3,551","1,443",274,"22,090","2,514","3,512","1,927","2,722","2,277","1,563","1,857","1,074",686,"2,301","1,657","21,138","1,974","1,399","2,314","3,663","1,873","1,835","3,000","1,603","3,477"
2021년11월_남_30~39세,"71,074","34,678",871,"1,733","3,912","1,362",659,"1,430","2,276","2,687","1,560","2,123",951,"2,235","2,098","1,301","1,383","2,516","2,569","2,850",162,"18,900","1,862","2,660","1,532","2,235","2,226","1,633","1,046",687,829,"2,559","1,631","17,496","1,561",954,"1,701","3,396","1,550","1,594","2,714","1,351","2,675"
2021년11월_남_40~49세,"86,088","39,229","1,000","2,225","4,664","1,677",798,"1,388","2,124","2,113","2,522","2,962","1,089","2,559","2,714","1,373","1,616","2,266","3,294","2,677",168,"23,546","3,329","3,363","1,574","3,100","2,256","1,743","1,721","1,251","1,093","2,246","1,870","23,313","1,952","1,212","3,011","4,241","1,990","2,115","2,580","1,702","4,510"
2021년11월_남_50~59세,"96,544","41,751","1,631","1,565","3,273","2,179",982,970,"1,702","1,488","2,760","3,600","1,572","3,639","2,893","2,099","2,026","2,830","4,503","1,760",279,"27,440","3,362","4,201","2,097","3,289","2,685","1,992","2,368","1,519","1,011","2,503","2,413","27,353","2,481","2,031","3,196","4,742","2,350","2,356","3,221","2,003","4,973"
2021년11월_남_60~69세,"66,501","30,894","1,282","1,403","2,476","1,519",836,781,"1,451","1,135","2,044","3,083","1,315","2,327","1,731","1,642","1,506","1,932","2,828","1,335",268,"18,181","1,820","3,078","1,519","2,278","1,776","1,267","1,469",867,673,"1,459","1,975","17,426","1,733","1,539","1,768","2,623","1,635","1,718","2,198","1,299","2,913"
2021년11월_남_70~79세,"26,430","13,154",512,614,"1,186",657,394,343,707,504,"1,061","1,393",518,971,658,592,545,723,"1,086",576,114,"6,680",577,"1,168",645,852,596,494,499,325,242,500,782,"6,596",747,532,564,921,661,752,825,498,"1,096"
2021년11월_남_80~89세,"12,782","5,860",197,205,415,312,213,111,262,190,449,587,235,621,405,277,280,351,504,197,49,"3,359",277,603,275,420,317,221,257,245,68,343,333,"3,563",378,253,301,529,474,498,358,275,497
2021년11월_남_90~99세,"1,321",558,24,14,38,22,17,10,15,26,47,41,17,70,49,18,25,35,58,29,3,378,30,72,31,50,25,25,31,39,6,42,27,385,33,27,40,52,61,72,36,21,43
2021년11월_남_100세 이상,41,17,2,0,0,0,1,4,1,0,1,2,0,2,0,0,1,1,1,0,1,14,1,1,1,0,2,0,1,1,0,5,2,10,0,0,1,0,3,1,1,3,1
2021년11월_여_총인구수,"551,332","244,226","7,046","12,313","25,022","10,947","5,830","7,715","12,894","11,736","14,810","18,005","7,501","19,242","16,835","8,911","11,023","16,195","23,238","13,925","1,038","153,718","19,094","24,139","12,066","20,119","15,921","10,799","12,465","8,586","5,625","13,875","11,029","153,388","13,954","9,253","18,164","26,290","14,806","15,359","18,616","10,877","26,069"
2021년11월_여_연령구간인구수,"551,332","244,226","7,046","12,313","25,022","10,947","5,830","7,715","12,894","11,736","14,810","18,005","7,501","19,242","16,835","8,911","11,023","16,195","23,238","13,925","1,038","153,718","19,094","24,139","12,066","20,119","15,921","10,799","12,465","8,586","5,625","13,875","11,029","153,388","13,954","9,253","18,164","26,290","14,806","15,359","18,616","10,877","26,069"
2021년11월_여_0~9세,"38,349","18,245",236,"1,457","2,636",598,290,"1,033","1,265","1,329",975,965,389,866,"1,136",305,554,"1,047","1,189","1,932",43,"9,690","1,715","1,589",586,"1,480",944,429,656,547,631,475,638,"10,414",875,433,"1,165","2,120",844,936,"1,079",820,"2,142"
2021년11월_여_10~19세,"50,118","20,126",479,"1,101","2,173",839,477,564,798,816,"1,472","1,313",540,"1,711","1,743",542,997,"1,279","2,300",923,59,"14,033","2,378","2,032","1,009","2,138","1,280",607,"1,578","1,079",453,784,695,"15,959","1,292",686,"2,764","2,629","1,519","1,546","1,372","1,075","3,076"
2021년11월_여_20~29세,"71,709","29,965",893,"1,048","2,851","1,390",666,937,"1,451","1,321","1,605","1,913",941,"2,973","2,251","1,257","1,436","2,256","3,186","1,427",163,"21,791","2,484","3,150","1,822","2,589","2,432","1,837","1,798","1,091",643,"2,733","1,212","19,953","1,849","1,206","2,194","3,484","1,823","1,831","3,139","1,299","3,128"
2021년11월_여_30~39세,"71,556","34,123",672,"2,012","4,226","1,237",629,"1,603","2,409","2,701","1,487","1,812",811,"2,116","2,088",990,"1,285","2,402","2,510","3,033",100,"19,386","2,222","2,689","1,416","2,349","2,276","1,733","1,210",844,988,"2,323","1,336","18,047","1,565",941,"1,738","3,484","1,707","1,716","2,588","1,452","2,856"
2021년11월_여_40~49세,"91,631","39,085",934,"2,178","4,523","1,633",857,"1,211","2,101","2,002","2,485","2,604","1,093","2,919","3,144","1,138","1,706","2,425","3,678","2,335",119,"26,153","3,875","3,685","1,867","3,501","2,555","1,813","2,223","1,593","1,042","2,437","1,562","26,393","2,131","1,226","3,841","4,577","2,478","2,495","2,871","1,872","4,902"
2021년11월_여_50~59세,"100,396","42,217","1,496","1,729","3,576","2,080","1,075",944,"1,928","1,460","2,464","3,412","1,536","3,815","2,977","1,789","2,177","3,062","4,766","1,763",168,"29,083","3,408","4,956","2,356","3,670","3,112","1,934","2,414","1,601",952,"2,502","2,178","29,096","2,709","2,052","3,408","4,983","2,722","2,778","3,593","2,076","4,775"
2021년11월_여_60~69세,"66,109","31,389","1,217","1,622","2,770","1,621",892,777,"1,603","1,215","2,181","3,155","1,160","2,246","1,642","1,498","1,481","1,830","2,841","1,451",187,"17,708","1,644","3,136","1,634","2,364","1,861","1,226","1,357",840,571,"1,296","1,779","17,012","1,823","1,454","1,595","2,483","1,694","1,738","2,163","1,245","2,817"
2021년11월_여_70~79세,"35,030","17,192",645,754,"1,437",916,515,376,834,566,"1,353","1,726",609,"1,485","1,030",794,817,"1,076","1,505",627,127,"8,759",803,"1,555",787,"1,177",873,652,647,474,201,718,872,"9,079",998,700,784,"1,392","1,003","1,191","1,015",603,"1,393"
2021년11월_여_80~89세,"22,475","10,180",406,342,719,531,373,229,440,276,691,925,354,975,726,505,490,706,"1,080",356,56,"5,983",474,"1,121",502,717,510,488,486,448,114,524,599,"6,312",610,469,555,961,889,974,681,361,812
2021년11월_여_90~99세,"3,838","1,643",65,70,108,101,54,37,64,48,92,172,65,129,96,92,77,107,181,73,12,"1,108",89,222,87,132,74,77,94,68,28,81,156,"1,087",96,82,117,174,121,152,110,72,163
2021년11월_여_100세 이상,121,61,3,0,3,1,2,4,1,2,5,8,3,7,2,1,3,5,2,5,4,24,2,4,0,2,4,3,2,1,2,2,2,36,6,4,3,3,6,2,5,2,5
