카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년02월_남_60~69세,"36,513","4,087","1,456","3,320","2,471",693,691,705,"1,137",943,"1,135","1,145",535,"1,139",628,"1,770","1,195",780,"1,293",684,"1,525","1,223",978,930,"1,014","1,180",831,"2,239",786
2021년02월_남_70~79세,"15,134","1,758",765,"1,331","1,039",332,317,374,594,425,435,517,218,497,126,684,511,411,380,326,641,451,430,506,346,483,259,741,237
2021년02월_남_80~89세,"5,299",540,304,496,349,137,158,131,292,213,187,263,92,208,38,245,180,148,96,94,188,140,152,167,80,125,80,133,63
2021년02월_남_90~99세,441,50,30,33,31,12,18,10,35,19,23,19,8,14,3,19,11,7,9,5,12,9,5,18,6,9,8,14,4
2021년02월_남_100세 이상,36,4,3,5,0,2,2,0,0,3,0,6,0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,2,0
2021년02월_여_총인구수,"413,161","40,272","7,936","40,292","19,065","3,359","2,558","2,801","5,058","3,202","3,941","4,395","1,544","4,809","10,800","20,248","13,964","12,536","16,024","6,674","10,958","24,959","18,132","20,464","26,694","21,248","15,131","42,105","13,992"
2021년02월_여_연령구간인구수,"413,161","40,272","7,936","40,292","19,065","3,359","2,558","2,801","5,058","3,202","3,941","4,395","1,544","4,809","10,800","20,248","13,964","12,536","16,024","6,674","10,958","24,959","18,132","20,464","26,694","21,248","15,131","42,105","13,992"
2021년02월_여_0~9세,"50,572","4,164",423,"5,129","1,976",140,97,110,217,86,141,166,40,189,"2,033","2,151","1,233","1,201","2,116",628,859,"3,132","2,074","2,791","4,463","3,081","2,210","7,179","2,543"
2021년02월_여_10~19세,"47,565","4,921",704,"4,947","1,735",221,156,183,358,139,225,276,74,350,"1,069","1,907","1,537","1,987","1,942",869,"1,042","3,349","3,272","2,573","4,428","2,076","1,445","4,541","1,239"
2021년02월_여_20~29세,"48,339","4,785",692,"4,672","2,341",344,239,256,417,194,324,404,132,514,"1,145","3,008","2,227","1,462","1,925",789,"1,336","3,691","1,849","2,825","2,093","2,655","2,248","4,309","1,463"
2021년02월_여_30~39세,"72,017","5,593",634,"6,929","3,008",272,188,248,355,214,320,318,115,387,"2,424","3,854","2,130","1,565","2,912",741,"1,324","4,799","2,287","3,963","5,153","5,164","3,526","9,822","3,772"
2021년02월_여_40~49세,"77,268","7,625","1,117","7,728","2,924",407,264,317,601,311,480,458,130,587,"1,991","3,427","2,525","2,804","2,938","1,304","1,776","5,154","4,505","4,162","6,431","3,923","2,775","8,203","2,401"
2021년02월_여_50~59세,"53,882","5,933","1,512","4,919","3,023",671,504,554,910,670,803,823,308,948,"1,361","2,801","2,037","1,580","2,331","1,075","1,992","2,905","2,223","1,998","2,455","2,072","1,598","4,525","1,351"
2021년02월_여_60~69세,"35,119","4,064","1,366","3,252","2,245",621,481,529,985,775,831,920,348,878,544,"1,770","1,253",987,"1,217",717,"1,472","1,165","1,067","1,172","1,028","1,391",832,"2,373",836
2021년02월_여_70~79세,"17,199","2,008",849,"1,631","1,067",408,330,344,658,423,424,578,196,517,131,863,685,615,376,364,710,488,597,687,413,564,311,728,234
2021년02월_여_80~89세,"9,416",983,549,940,601,238,239,217,439,318,326,405,177,364,87,400,282,288,226,156,380,237,223,250,188,269,152,360,122
2021년02월_여_90~99세,"1,699",182,86,141,141,36,59,39,107,66,60,45,23,69,14,66,54,46,40,29,62,38,33,41,42,51,34,64,31
2021년02월_여_100세 이상,85,14,4,4,4,1,1,4,11,6,7,2,1,6,1,1,1,1,1,2,5,1,2,2,0,2,0,1,0
