카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020년12월_남_20~29세,"21,345","1,202",811,758,776,"1,845","1,930","2,783","1,077","1,071",587,"1,894","2,525","1,872",690,"1,200",324
2020년12월_남_30~39세,"19,562","1,214",799,863,615,"1,597","1,570","1,719","1,224","1,199",808,"1,997","2,217","1,402","1,068",998,272
2020년12월_남_40~49세,"23,557","1,338","1,142",895,767,"1,948","1,486","1,775","1,423","1,225","1,114","2,332","3,273","1,970",964,"1,430",475
2020년12월_남_50~59세,"26,856","1,579","1,147","1,044",929,"2,193","1,778","1,966","1,682","1,425",966,"2,440","3,634","2,651",923,"1,779",720
2020년12월_남_60~69세,"24,706","1,640","1,178","1,149",967,"2,214","1,605","1,625","1,543","1,182",819,"2,133","2,968","2,418",779,"1,806",680
2020년12월_남_70~79세,"12,073",948,725,658,592,"1,134",759,792,709,480,383,906,"1,287",998,330,919,453
2020년12월_남_80~89세,"3,394",308,180,183,161,304,238,232,187,131,90,203,390,312,72,248,155
2020년12월_남_90~99세,260,28,12,20,12,20,5,14,22,12,5,10,41,28,7,15,9
2020년12월_남_100세 이상,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2020년12월_여_총인구수,"156,529","10,422","7,306","6,722","5,855","13,873","10,923","12,800","8,626","8,002","5,387","13,815","19,868","14,284","5,714","9,814","3,118"
2020년12월_여_연령구간인구수,"156,529","10,422","7,306","6,722","5,855","13,873","10,923","12,800","8,626","8,002","5,387","13,815","19,868","14,284","5,714","9,814","3,118"
2020년12월_여_0~9세,"9,729",521,429,255,251,814,618,709,540,541,485,941,"1,578",867,614,485,81
2020년12월_여_10~19세,"12,183",744,559,374,404,"1,106",834,"1,035",575,620,459,"1,182","1,854","1,211",391,711,124
2020년12월_여_20~29세,"18,483","1,151",741,711,650,"1,637","1,714","2,286",897,"1,078",475,"1,667","2,050","1,495",634,"1,066",231
2020년12월_여_30~39세,"17,415","1,075",727,698,527,"1,493","1,301","1,470",977,"1,042",726,"1,744","2,197","1,371",990,885,192
2020년12월_여_40~49세,"22,466","1,412","1,059",783,825,"1,964","1,506","1,736","1,211","1,194",899,"2,131","3,314","2,073",854,"1,215",290
2020년12월_여_50~59세,"28,026","1,871","1,178","1,170","1,036","2,648","1,880","2,212","1,544","1,513",816,"2,494","3,542","2,788",909,"1,915",510
2020년12월_여_60~69세,"26,536","1,872","1,412","1,449","1,195","2,434","1,742","1,921","1,532","1,252",819,"2,206","2,833","2,411",810,"1,966",682
2020년12월_여_70~79세,"14,162","1,088",807,850,637,"1,172",874,978,900,496,491,"1,028","1,581","1,267",333,"1,044",616
2020년12월_여_80~89세,"6,307",560,328,373,281,523,379,392,367,219,196,353,782,662,138,435,319
2020년12월_여_90~99세,"1,093",107,57,52,43,75,68,58,65,45,20,67,127,133,35,80,61
2020년12월_여_100세 이상,129,21,9,7,6,7,7,3,18,2,1,2,10,6,6,12,12
