카테고리,전라남도 순천시,전라남도 순천시 승주읍,전라남도 순천시 해룡면,전라남도 순천시 해룡면상삼출장소,전라남도 순천시 해룡면신대출장소,전라남도 순천시 서면,전라남도 순천시 황전면,전라남도 순천시 월등면,전라남도 순천시 주암면,전라남도 순천시 송광면,전라남도 순천시 외서면,전라남도 순천시 낙안면,전라남도 순천시 별량면,전라남도 순천시 상사면,전라남도 순천시 향동,전라남도 순천시 매곡동,전라남도 순천시 삼산동,전라남도 순천시 조곡동,전라남도 순천시 덕연동,전라남도 순천시 풍덕동,전라남도 순천시 남제동,전라남도 순천시 저전동,전라남도 순천시 장천동,전라남도 순천시 중앙동,전라남도 순천시 도사동,전라남도 순천시 왕조1동,전라남도 순천시 왕조2동
2021년06월_계_100세 이상,63,1,0,4,1,2,1,1,0,7,1,2,5,4,2,2,6,3,11,1,1,0,1,0,4,3,0
2021년06월_남_총인구수,"140,664","1,324","2,343","9,007","16,894","6,340","1,474",852,"1,595",789,421,"1,568","2,764","1,452","1,787","3,391","12,364","3,154","21,981","3,834","4,435","1,366","1,185","1,529","9,293","19,880","9,642"
2021년06월_남_연령구간인구수,"140,664","1,324","2,343","9,007","16,894","6,340","1,474",852,"1,595",789,421,"1,568","2,764","1,452","1,787","3,391","12,364","3,154","21,981","3,834","4,435","1,366","1,185","1,529","9,293","19,880","9,642"
2021년06월_남_0~9세,"11,759",31,55,733,"3,037",438,26,16,29,11,7,39,74,37,63,205,967,182,"1,610",186,181,56,26,42,"1,086","1,727",895
2021년06월_남_10~19세,"15,474",51,108,"1,326","2,651",581,51,27,66,25,22,81,143,82,144,317,"1,309",281,"2,706",309,352,91,57,106,908,"2,433","1,247"
2021년06월_남_20~29세,"20,278",122,231,"1,690","1,704",697,92,57,117,46,32,118,239,173,190,607,"2,110",407,"3,664",511,621,171,119,214,"1,180","3,366","1,800"
2021년06월_남_30~39세,"16,929",58,172,"1,095","3,233",715,77,52,99,45,17,74,155,94,159,459,"1,414",339,"2,546",391,402,135,126,156,"1,278","2,466","1,172"
2021년06월_남_40~49세,"21,152",122,272,"1,460","3,453",890,147,83,152,83,35,140,322,144,227,431,"1,791",434,"3,295",544,580,155,162,201,"1,473","3,101","1,455"
2021년06월_남_50~59세,"24,800",311,516,"1,772","1,901","1,220",282,162,308,166,88,279,539,302,279,502,"2,074",597,"4,082",625,849,222,249,270,"1,547","3,739","1,919"
2021년06월_남_60~69세,"17,877",321,495,660,711,"1,034",337,241,361,195,102,405,610,321,366,428,"1,705",505,"2,797",662,759,244,235,278,"1,098","2,144",863
2021년06월_남_70~79세,"8,614",187,316,187,161,546,298,141,288,136,79,282,415,190,276,303,725,291,957,418,497,188,144,183,521,671,214
2021년06월_남_80~89세,"3,449",103,166,79,39,199,145,66,160,73,35,137,246,98,74,131,249,107,294,177,184,97,59,69,185,206,71
2021년06월_남_90~99세,326,18,12,5,4,20,19,7,15,6,3,13,20,11,9,8,20,11,29,11,10,7,8,10,17,27,6
2021년06월_남_100세 이상,6,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"141,152","1,344","2,195","9,233","16,323","6,334","1,451",936,"1,564",731,448,"1,661","2,741","1,390","1,860","3,470","12,820","3,077","22,033","3,867","4,326","1,427","1,095","1,469","9,167","20,267","9,923"
2021년06월_여_연령구간인구수,"141,152","1,344","2,195","9,233","16,323","6,334","1,451",936,"1,564",731,448,"1,661","2,741","1,390","1,860","3,470","12,820","3,077","22,033","3,867","4,326","1,427","1,095","1,469","9,167","20,267","9,923"
2021년06월_여_0~9세,"11,241",12,70,733,"2,866",393,32,16,25,5,6,39,63,22,69,222,937,156,"1,635",156,156,54,21,42,984,"1,674",853
2021년06월_여_10~19세,"14,209",61,88,"1,185","2,355",496,44,41,51,16,21,66,141,63,123,262,"1,311",247,"2,484",276,315,90,44,88,827,"2,244","1,270"
2021년06월_여_20~29세,"16,923",75,157,"1,433","1,545",670,60,62,68,29,16,112,173,108,156,551,"1,707",339,"2,889",408,462,156,131,153,967,"2,996","1,500"
2021년06월_여_30~39세,"16,058",52,104,"1,072","3,410",608,44,41,40,20,13,64,116,58,116,387,"1,400",280,"2,349",343,364,103,84,116,"1,253","2,434","1,187"
2021년06월_여_40~49세,"21,713",81,161,"1,832","3,507",850,61,45,71,37,20,95,180,116,198,429,"1,883",418,"3,621",430,460,143,108,187,"1,396","3,522","1,862"
2021년06월_여_50~59세,"24,343",199,345,"1,796","1,612","1,067",177,135,213,102,52,242,411,256,272,488,"2,391",551,"4,490",683,800,227,186,246,"1,537","3,902","1,963"
2021년06월_여_60~69세,"17,805",269,453,658,650,997,319,191,360,133,93,371,531,276,403,511,"1,817",561,"2,806",743,881,285,258,285,"1,109","2,027",818
2021년06월_여_70~79세,"10,482",259,397,285,232,673,343,199,349,184,89,338,518,256,297,368,824,323,"1,080",552,572,245,167,215,592,840,285
2021년06월_여_80~89세,"7,011",291,346,204,121,490,314,173,327,175,107,276,522,193,191,218,454,159,561,227,266,97,75,120,412,534,158
2021년06월_여_90~99세,"1,310",44,74,31,24,88,56,32,60,26,31,56,82,38,33,32,90,40,108,48,49,27,20,17,86,91,27
2021년06월_여_100세 이상,57,1,0,4,1,2,1,1,0,4,0,2,4,4,2,2,6,3,10,1,1,0,1,0,4,3,0
