카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2021년04월_계_80~89세,"19,294","1,990","2,595","2,732",389,969,"1,569",988,790,518,231,"1,185",872,856,226,"1,401",560,"1,423"
2021년04월_계_90~99세,"2,722",288,316,366,65,136,193,112,103,126,39,195,110,131,24,205,90,223
2021년04월_계_100세 이상,130,12,12,14,1,3,4,8,20,7,3,9,2,5,3,7,3,17
2021년04월_남_총인구수,"359,354","30,398","46,860","52,149","7,518","12,469","26,943","14,707","9,855","4,714","2,170","27,728","18,031","9,576","2,564","39,530","17,546","36,596"
2021년04월_남_연령구간인구수,"359,354","30,398","46,860","52,149","7,518","12,469","26,943","14,707","9,855","4,714","2,170","27,728","18,031","9,576","2,564","39,530","17,546","36,596"
2021년04월_남_0~9세,"33,311","2,048","4,196","4,478",837,551,"2,018",843,616,188,102,"3,266","1,634",351,75,"5,362","2,421","4,325"
2021년04월_남_10~19세,"39,893","3,729","5,879","5,986",698,933,"3,355","1,330","1,031",300,116,"3,681","2,522",617,97,"4,237","1,947","3,435"
2021년04월_남_20~29세,"44,665","4,110","5,626","6,404",845,"1,794","3,613","2,148","1,268",472,230,"3,168","2,309","1,371",307,"4,602","1,893","4,505"
2021년04월_남_30~39세,"44,347","2,930","5,005","6,093","1,089","1,271","2,722","1,756",930,412,219,"3,515","2,127","1,180",296,"6,383","2,576","5,843"
2021년04월_남_40~49세,"65,776","5,131","8,662","9,997","1,329","1,743","5,022","2,123","1,623",572,266,"5,723","3,557","1,185",298,"8,090","3,688","6,767"
2021년04월_남_50~59세,"60,689","5,609","8,106","9,149","1,181","2,700","5,152","2,722","1,893",982,426,"4,199","3,028","1,934",511,"5,249","2,541","5,307"
2021년04월_남_60~69세,"42,066","3,744","5,630","5,890",979,"2,194","2,893","2,354","1,350","1,025",464,"2,332","1,665","1,846",640,"3,363","1,604","4,093"
2021년04월_남_70~79세,"20,653","2,207","2,682","3,027",397,898,"1,526","1,040",771,550,241,"1,336",843,767,241,"1,693",650,"1,784"
2021년04월_남_80~89세,"7,300",808,989,"1,033",151,359,597,360,335,190,97,462,319,296,92,516,205,491
2021년04월_남_90~99세,625,79,84,89,11,26,44,29,33,21,6,45,27,28,7,34,20,42
2021년04월_남_100세 이상,29,3,1,3,1,0,1,2,5,2,3,1,0,1,0,1,1,4
2021년04월_여_총인구수,"362,413","31,185","46,050","51,984","7,335","11,538","26,568","14,759","9,868","4,255","2,014","29,116","18,612","9,175","1,962","40,914","18,447","38,631"
2021년04월_여_연령구간인구수,"362,413","31,185","46,050","51,984","7,335","11,538","26,568","14,759","9,868","4,255","2,014","29,116","18,612","9,175","1,962","40,914","18,447","38,631"
2021년04월_여_0~9세,"31,379","1,870","3,866","4,153",798,432,"1,856",859,582,150,98,"3,035","1,590",339,79,"5,169","2,326","4,177"
2021년04월_여_10~19세,"37,849","3,546","5,512","5,494",632,919,"3,200","1,211",878,233,123,"3,475","2,383",556,96,"4,230","1,835","3,526"
2021년04월_여_20~29세,"41,062","3,628","5,012","5,814",764,"1,441","3,125","1,885","1,260",336,178,"2,957","2,287","1,084",215,"4,639","1,878","4,559"
2021년04월_여_30~39세,"45,495","2,976","5,076","6,130","1,087","1,050","2,648","1,547",860,329,198,"3,979","2,193",890,182,"7,007","3,070","6,273"
2021년04월_여_40~49세,"65,456","5,701","8,592","9,699","1,217","1,510","5,054","2,108","1,606",464,241,"6,127","3,750","1,045",173,"7,758","3,633","6,778"
2021년04월_여_50~59세,"58,115","5,490","7,171","8,522","1,133","2,411","4,532","2,922","1,746",801,352,"4,067","2,868","1,919",385,"5,355","2,636","5,805"
2021년04월_여_60~69세,"44,311","4,055","5,678","6,364",972,"1,965","3,035","2,320","1,441",937,421,"2,841","1,838","1,803",437,"3,874","1,874","4,456"
2021년04월_여_70~79세,"24,554","2,519","3,294","3,821",440,"1,087","1,994","1,190",955,567,236,"1,754","1,065",872,241,"1,820",768,"1,931"
2021년04월_여_80~89세,"11,994","1,182","1,606","1,699",238,610,972,628,455,328,134,723,553,560,134,885,355,932
2021년04월_여_90~99세,"2,097",209,232,277,54,110,149,83,70,105,33,150,83,103,17,171,70,181
2021년04월_여_100세 이상,101,9,11,11,0,3,3,6,15,5,0,8,2,4,3,6,2,13
