,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년11월_남_0~9세,"98,142","20,653","9,075","11,578","8,343","5,425","5,615","21,409","3,165","2,903","2,706","2,114","10,502",371,"1,010",502,391,833,789,731,971,"4,925","2,368",717,"1,490",209
2020년11월_남_10~19세,"119,047","24,582","11,209","13,373","10,905","6,561","7,225","23,514","4,644","3,590","4,025","3,019","11,757",535,"1,216",648,486,"1,091","1,168","1,101","1,271","6,102","2,310","1,000","2,062",235
2020년11월_남_20~29세,"160,482","32,338","15,426","16,912","15,187","8,248","9,151","31,296","5,674","5,977","4,763","3,459","19,758",918,"1,806","1,034",660,"1,414","1,700","1,463","2,056","6,907","2,320","1,184","2,665",504
2020년11월_남_30~39세,"155,646","31,575","14,616","16,959","13,638","8,007","8,030","35,017","4,552","5,160","4,040","3,028","17,766",762,"1,817","1,005",560,"1,237","1,485","1,249","1,788","8,234","2,767","1,066","2,336",527
2020년11월_남_40~49세,"200,508","38,809","18,365","20,444","19,163","10,249","11,625","37,042","7,246","6,986","6,141","4,705","21,268","1,279","2,764","1,393","1,016","2,179","2,493","2,188","2,832","11,128","3,872","1,898","3,436",796
2020년11월_남_50~59세,"237,956","45,329","21,531","23,798","24,224","12,484","13,566","35,606","9,174","9,779","8,842","6,199","22,472","2,455","4,750","2,489","1,639","3,285","3,878","3,310","4,681","10,659","4,223","3,140","4,680","1,092"
2020년11월_남_60~69세,"201,758","38,385","18,061","20,324","20,138","10,750","12,354","20,037","8,767","9,289","8,928","6,437","16,922","2,789","5,903","2,746","1,706","3,527","4,805","3,270","4,812","7,084","4,637","3,508","4,034",930
2020년11월_남_70~79세,"107,356","17,214","8,184","9,030","10,839","5,846","7,420","7,007","5,336","5,608","5,448","4,010","8,572","1,853","3,893","1,771","1,169","2,389","3,007","1,811","2,700","3,334","3,058","2,124","2,468",479
2020년11월_남_80~89세,"44,007","4,997","2,178","2,819","4,066","2,660","3,322","2,489","2,387","2,251","2,624","1,726","3,143",886,"1,982",867,553,"1,173","1,341",876,"1,119","1,434","1,651","1,116","1,150",194
2020년11월_남_90~99세,"3,827",387,139,248,343,257,310,210,213,193,250,162,239,64,176,57,60,91,124,72,113,140,121,120,103,22
2020년11월_남_100세 이상,210,30,17,13,21,11,14,7,12,13,12,15,11,1,9,6,6,7,1,5,6,8,3,5,2,5
2020년11월_여_총인구수,"1,310,306","248,840","111,772","137,068","126,601","70,049","80,171","202,645","52,102","50,155","49,704","36,339","130,578","11,386","26,501","12,559","8,431","19,173","21,541","15,302","20,876","54,996","28,228","15,677","24,317","4,135"
2020년11월_여_연령구간인구수,"1,310,306","248,840","111,772","137,068","126,601","70,049","80,171","202,645","52,102","50,155","49,704","36,339","130,578","11,386","26,501","12,559","8,431","19,173","21,541","15,302","20,876","54,996","28,228","15,677","24,317","4,135"
2020년11월_여_0~9세,"92,207","19,199","8,470","10,729","7,952","5,046","5,080","20,106","2,964","2,836","2,519","1,955","10,044",315,926,474,343,846,749,693,948,"4,640","2,257",681,"1,444",190
2020년11월_여_10~19세,"107,435","22,275","10,088","12,187","9,963","5,659","6,554","21,555","4,267","3,095","3,631","2,573","10,908",443,"1,101",569,457,"1,036","1,111",957,"1,001","5,439","2,030",859,"1,719",233
2020년11월_여_20~29세,"123,442","24,132","10,749","13,383","11,766","6,428","7,553","25,285","3,982","4,148","3,443","2,676","16,231",597,"1,340",679,472,"1,032","1,147","1,059","1,427","5,242","1,792",846,"1,833",332
2020년11월_여_30~39세,"136,219","28,212","12,454","15,758","11,892","7,187","7,439","30,749","3,976","4,290","3,445","2,694","15,382",569,"1,451",708,479,"1,187","1,326","1,021","1,476","6,827","2,711",896,"1,961",341
2020년11월_여_40~49세,"183,522","38,370","17,277","21,093","17,600","9,159","10,734","36,202","6,724","5,709","5,427","4,069","20,268",894,"1,952","1,006",706,"1,732","1,952","1,695","1,910","9,507","3,211","1,350","2,844",501
2020년11월_여_50~59세,"222,130","45,024","19,977","25,047","22,622","11,442","12,959","34,220","8,820","8,521","7,917","5,807","22,287","1,870","4,012","2,220","1,362","2,909","3,448","2,591","3,844","8,985","3,869","2,663","3,957",781
2020년11월_여_60~69세,"205,159","39,861","18,454","21,407","20,768","11,127","13,160","19,073","9,535","9,304","9,317","6,881","17,717","2,531","5,850","2,756","1,727","3,850","4,811","2,966","4,382","6,587","4,718","3,282","4,127",829
2020년11월_여_70~79세,"134,154","19,651","8,982","10,669","13,683","7,607","9,222","8,982","6,557","6,940","7,225","5,279","10,794","2,178","5,101","2,291","1,523","3,561","3,576","2,296","3,132","4,315","3,827","2,614","3,235",565
2020년11월_여_80~89세,"90,349","10,291","4,545","5,746","8,880","5,424","6,283","5,484","4,440","4,675","5,704","3,714","6,047","1,714","4,105","1,595","1,150","2,571","2,916","1,784","2,356","2,949","3,243","2,075","2,649",300
2020년11월_여_90~99세,"14,904","1,744",736,"1,008","1,405",925,"1,139",942,789,608,"1,027",648,845,260,624,245,191,427,486,234,378,472,539,387,533,56
2020년11월_여_100세 이상,785,81,40,41,70,45,48,47,48,29,49,43,55,15,39,16,21,22,19,6,22,33,31,24,15,7
