카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년07월_계_80~89세,"139,206","16,043","7,048","8,995","13,335","8,346","9,970","8,308","7,045","7,178","8,553","5,734","9,696","2,662","6,247","2,557","1,752","3,919","4,342","2,691","3,553","4,524","5,055","3,301","3,891",504
2021년07월_계_90~99세,"19,584","2,220",927,"1,293","1,800","1,258","1,480","1,204","1,079",829,"1,331",842,"1,189",336,820,322,261,541,631,335,513,648,679,499,684,83
2021년07월_계_100세 이상,652,70,38,32,68,32,50,39,51,22,38,39,34,14,27,15,16,21,9,9,10,23,23,25,14,3
2021년07월_남_총인구수,"1,326,218","254,961","119,374","135,587","126,344","70,335","78,027","212,803","50,799","51,819","47,186","34,994","134,544","11,709","24,964","12,346","8,175","16,933","20,551","15,851","22,248","59,388","27,430","15,662","24,193","4,956"
2021년07월_남_연령구간인구수,"1,326,218","254,961","119,374","135,587","126,344","70,335","78,027","212,803","50,799","51,819","47,186","34,994","134,544","11,709","24,964","12,346","8,175","16,933","20,551","15,851","22,248","59,388","27,430","15,662","24,193","4,956"
2021년07월_남_0~9세,"94,146","19,836","8,717","11,119","8,024","5,242","5,377","20,446","3,039","2,870","2,604","2,010","10,152",332,976,486,371,769,731,710,935,"4,645","2,293",656,"1,443",199
2021년07월_남_10~19세,"117,376","24,274","11,069","13,205","10,654","6,697","7,022","23,132","4,544","3,573","3,942","2,985","11,863",503,"1,149",628,471,"1,050","1,139","1,041","1,216","5,999","2,349",969,"1,943",233
2021년07월_남_20~29세,"158,989","32,792","15,900","16,892","14,727","8,053","9,020","31,046","5,606","5,929","4,530","3,530","19,919",863,"1,738",984,650,"1,341","1,584","1,391","1,983","6,720","2,305","1,137","2,625",516
2021년07월_남_30~39세,"151,590","30,909","14,283","16,626","13,311","7,687","7,939","34,146","4,414","5,002","3,848","2,924","17,846",717,"1,719",932,547,"1,193","1,406","1,158","1,735","7,683","2,710",995,"2,260",509
2021년07월_남_40~49세,"197,549","38,802","18,446","20,356","18,823","10,128","11,265","36,741","6,985","6,815","5,904","4,610","21,369","1,199","2,639","1,318",960,"2,045","2,361","2,047","2,721","11,034","3,887","1,806","3,314",776
2021년07월_남_50~59세,"235,352","44,752","21,278","23,474","24,098","12,262","13,252","35,553","8,996","9,621","8,643","6,140","22,817","2,332","4,525","2,439","1,594","3,226","3,790","3,277","4,488","10,701","4,164","3,024","4,597","1,061"
2021년07월_남_60~69세,"212,645","40,118","18,778","21,340","21,035","11,393","12,939","21,711","9,171","9,780","9,349","6,801","18,076","2,929","6,113","2,826","1,810","3,627","4,979","3,434","5,142","7,609","4,872","3,687","4,296",948
2021년07월_남_70~79세,"108,557","17,704","8,391","9,313","11,073","5,861","7,434","7,204","5,308","5,688","5,397","3,967","8,899","1,855","3,873","1,778","1,133","2,359","3,041","1,830","2,748","3,370","3,021","2,106","2,416",492
2021년07월_남_80~89세,"45,955","5,372","2,355","3,017","4,237","2,741","3,458","2,594","2,495","2,346","2,720","1,851","3,334",907,"2,050",892,577,"1,224","1,391",883,"1,170","1,470","1,700","1,159","1,183",201
2021년07월_남_90~99세,"3,963",389,149,240,349,268,311,227,232,190,246,167,263,71,179,60,60,96,128,76,110,155,127,122,116,21
2021년07월_남_100세 이상,96,13,8,5,13,3,10,3,9,5,3,9,6,1,3,3,2,3,1,4,0,2,2,1,0,0
2021년07월_여_총인구수,"1,305,431","248,528","111,566","136,962","126,094","69,884","79,663","201,404","51,578","50,037","48,974","36,248","132,909","11,171","26,078","12,422","8,221","18,799","21,253","15,004","20,716","54,593","28,415","15,395","23,982","4,063"
2021년07월_여_연령구간인구수,"1,305,431","248,528","111,566","136,962","126,094","69,884","79,663","201,404","51,578","50,037","48,974","36,248","132,909","11,171","26,078","12,422","8,221","18,799","21,253","15,004","20,716","54,593","28,415","15,395","23,982","4,063"
2021년07월_여_0~9세,"88,772","18,420","8,106","10,314","7,716","4,908","4,899","19,364","2,816","2,762","2,397","1,887","9,825",295,869,464,333,775,697,655,928,"4,355","2,244",622,"1,345",196
2021년07월_여_10~19세,"106,079","22,029","9,979","12,050","9,746","5,636","6,438","21,179","4,148","3,072","3,517","2,518","11,062",414,"1,070",545,440,"1,005","1,079",906,993,"5,414","2,093",878,"1,678",219
2021년07월_여_20~29세,"121,432","24,122","10,833","13,289","11,366","6,357","7,502","24,571","4,000","4,029","3,302","2,689","16,536",556,"1,247",648,460,972,"1,114",992,"1,314","5,015","1,792",758,"1,775",315
2021년07월_여_30~39세,"132,169","27,282","11,966","15,316","11,579","6,926","7,283","29,903","3,827","4,210","3,335","2,604","15,296",518,"1,370",670,452,"1,082","1,211",977,"1,464","6,452","2,698",831,"1,859",340
2021년07월_여_40~49세,"181,312","38,037","17,120","20,917","17,346","9,085","10,498","35,983","6,544","5,591","5,215","3,993","20,303",846,"1,877",993,656,"1,686","1,914","1,584","1,860","9,481","3,298","1,288","2,749",485
2021년07월_여_50~59세,"218,561","44,281","19,600","24,681","22,437","11,214","12,490","34,156","8,459","8,385","7,647","5,676","22,709","1,777","3,814","2,127","1,266","2,735","3,305","2,493","3,660","9,078","3,791","2,547","3,793",721
2021년07월_여_60~69세,"214,449","41,793","19,263","22,530","21,613","11,652","13,713","20,525","9,926","9,571","9,611","7,132","18,848","2,600","6,003","2,836","1,759","3,946","4,850","3,055","4,585","6,966","4,867","3,374","4,370",854
2021년07월_여_70~79세,"133,229","20,005","9,198","10,807","13,687","7,482","9,119","8,996","6,419","6,929","6,997","5,161","11,014","2,132","4,966","2,200","1,465","3,440","3,621","2,270","3,116","4,264","3,704","2,554","3,123",565
2021년07월_여_80~89세,"93,251","10,671","4,693","5,978","9,098","5,605","6,512","5,714","4,550","4,832","5,833","3,883","6,362","1,755","4,197","1,665","1,175","2,695","2,951","1,808","2,383","3,054","3,355","2,142","2,708",303
2021년07월_여_90~99세,"15,621","1,831",778,"1,053","1,451",990,"1,169",977,847,639,"1,085",675,926,265,641,262,201,445,503,259,403,493,552,377,568,62
2021년07월_여_100세 이상,556,57,30,27,55,29,40,36,42,17,35,30,28,13,24,12,14,18,8,5,10,21,21,24,14,3
