카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년01월_계_80~89세,"14,361","7,621",871,325,367,343,294,251,408,245,297,180,357,465,398,546,633,944,697,"6,740","1,214",560,598,523,468,384,313,558,473,383,377,529,360
2020년01월_계_90~99세,"2,069","1,117",121,54,60,43,37,22,71,40,35,24,58,48,68,72,103,162,99,952,166,83,69,78,48,63,59,62,70,68,66,66,54
2020년01월_계_100세 이상,163,84,1,1,2,1,3,2,8,4,9,3,9,6,9,5,3,9,9,79,28,2,4,13,7,6,2,5,2,2,2,5,1
2020년01월_남_총인구수,"332,818","131,605","12,456","2,250","2,180","2,270","1,724","1,266","3,271","1,164","2,956","1,954","4,681","5,010","8,966","12,469","23,040","27,915","18,033","201,213","13,092","11,703","10,579","4,728","8,576","13,637","7,106","19,047","9,397","20,543","33,860","20,596","28,349"
2020년01월_남_연령구간인구수,"332,818","131,605","12,456","2,250","2,180","2,270","1,724","1,266","3,271","1,164","2,956","1,954","4,681","5,010","8,966","12,469","23,040","27,915","18,033","201,213","13,092","11,703","10,579","4,728","8,576","13,637","7,106","19,047","9,397","20,543","33,860","20,596","28,349"
2020년01월_남_0~9세,"32,825","11,200",966,82,63,77,45,29,142,15,98,50,242,176,562,"1,245","2,659","3,259","1,490","21,625",763,"1,035",759,173,440,569,521,"1,860",796,"3,036","5,312","1,817","4,544"
2020년01월_남_10~19세,"36,286","14,148","1,533",134,119,131,89,53,194,58,169,98,444,404,772,"1,729","3,183","3,627","1,411","22,138","1,304","1,290","1,023",337,568,781,661,"2,789","1,342","2,916","4,708","1,994","2,425"
2020년01월_남_20~29세,"49,726","18,833","1,531",247,222,240,152,119,507,92,306,245,649,694,"1,453","1,670","3,329","3,767","3,610","30,893","1,634","1,411","1,467",592,"1,330","3,178","1,285","3,138","1,462","2,686","4,230","4,357","4,123"
2020년01월_남_30~39세,"56,623","18,144","1,412",204,172,214,130,121,372,54,298,247,503,587,"1,339","1,341","3,756","4,381","3,013","38,479","1,354","1,739","1,654",482,"1,327","3,381","1,074","2,708","1,221","3,602","7,259","4,283","8,395"
2020년01월_남_40~49세,"57,277","22,454","2,415",292,249,293,222,166,443,141,419,287,692,761,"1,510","2,367","4,566","5,054","2,577","34,823","2,254","2,307","1,977",702,"1,384","2,111","1,003","3,249","1,585","3,862","6,521","3,343","4,525"
2020년01월_남_50~59세,"52,378","22,599","2,323",447,495,512,366,269,607,281,639,416,962,"1,014","1,650","2,124","3,413","4,153","2,928","29,779","2,364","1,984","1,872","1,011","1,719","1,938","1,221","3,237","1,670","2,806","4,139","2,944","2,874"
2020년01월_남_60~69세,"29,290","14,493","1,287",481,475,431,387,262,591,249,570,366,669,741,"1,090","1,226","1,440","2,343","1,885","14,797","1,809","1,173","1,097",770,"1,083","1,137",895,"1,390",867,"1,124","1,189","1,194","1,069"
2020년01월_남_70~79세,"13,000","6,835",662,250,257,243,229,147,264,175,326,168,385,443,440,568,490,959,829,"6,165","1,104",539,489,436,534,420,322,482,315,392,369,470,293
2020년01월_남_80~89세,"4,915","2,638",297,103,114,122,95,96,136,91,118,66,118,179,138,181,182,333,269,"2,277",455,203,223,195,174,112,110,179,125,103,123,180,95
2020년01월_남_90~99세,454,240,29,10,14,7,8,4,14,7,10,11,15,9,10,14,21,37,20,214,42,22,18,28,14,10,14,12,13,15,9,11,6
2020년01월_남_100세 이상,44,21,1,0,0,0,1,0,1,1,3,0,2,2,2,4,1,2,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년01월_여_총인구수,"320,027","127,811","11,786","1,935","2,137","2,124","1,570","1,058","2,948","1,010","2,622","1,756","4,298","4,718","8,544","12,460","22,273","27,981","18,591","192,216","12,171","10,743","8,916","4,122","7,800","12,034","7,276","19,713","10,015","20,528","33,642","19,323","25,933"
2020년01월_여_연령구간인구수,"320,027","127,811","11,786","1,935","2,137","2,124","1,570","1,058","2,948","1,010","2,622","1,756","4,298","4,718","8,544","12,460","22,273","27,981","18,591","192,216","12,171","10,743","8,916","4,122","7,800","12,034","7,276","19,713","10,015","20,528","33,642","19,323","25,933"
2020년01월_여_0~9세,"31,410","10,527",931,71,64,78,44,33,157,15,81,45,199,158,521,"1,198","2,461","3,080","1,391","20,883",691,"1,033",716,171,389,522,433,"1,875",800,"2,988","5,125","1,688","4,452"
2020년01월_여_10~19세,"33,629","12,993","1,369",124,85,122,93,37,169,30,147,94,298,343,691,"1,628","2,869","3,474","1,420","20,636","1,156","1,230",926,275,595,726,657,"2,471","1,174","2,759","4,458","1,866","2,343"
2020년01월_여_20~29세,"45,318","16,614","1,218",142,173,163,113,83,271,51,258,242,494,560,"1,296","1,341","2,844","3,485","3,880","28,704","1,272","1,197",969,410,"1,126","3,183","1,246","2,944","1,303","2,512","4,240","4,292","4,010"
2020년01월_여_30~39세,"50,136","16,485","1,223",139,142,140,74,60,231,48,205,157,420,380,"1,064","1,525","3,499","4,405","2,773","33,651","1,075","1,509","1,142",296,974,"2,235",895,"2,795","1,273","3,816","7,352","3,383","6,906"
2020년01월_여_40~49세,"54,002","21,155","2,214",179,210,248,132,79,338,57,306,200,608,673,"1,391","2,344","4,491","5,135","2,550","32,847","1,843","1,948","1,505",486,"1,140","1,683","1,023","3,678","1,771","3,812","6,889","3,201","3,868"
2020년01월_여_50~59세,"49,467","21,613","1,997",369,434,427,296,187,596,205,472,333,874,971,"1,614","2,097","3,315","4,173","3,253","27,854","1,993","1,706","1,574",832,"1,535","1,672","1,448","3,462","1,852","2,767","3,704","2,723","2,586"
2020년01월_여_60~69세,"28,830","14,310","1,315",394,434,425,342,222,495,215,561,325,709,777,"1,066","1,218","1,535","2,324","1,953","14,520","1,905","1,071","1,006",745,"1,053","1,150",919,"1,424",883,"1,077","1,089","1,180","1,018"
2020년01월_여_70~79세,"16,055","8,191",853,250,294,263,246,182,355,199,382,230,407,527,576,685,724,"1,162",856,"7,864","1,334",629,648,518,656,532,405,633,553,463,473,584,436
2020년01월_여_80~89세,"9,446","4,983",574,222,253,221,199,155,272,154,179,114,239,286,260,365,451,611,428,"4,463",759,357,375,328,294,272,203,379,348,280,254,349,265
2020년01월_여_90~99세,"1,615",877,92,44,46,36,29,18,57,33,25,13,43,39,58,58,82,125,79,738,124,61,51,50,34,53,45,50,57,53,57,55,48
2020년01월_여_100세 이상,119,63,0,1,2,1,2,2,7,3,6,3,7,4,7,1,2,7,8,56,19,2,4,11,4,6,2,2,1,1,1,2,1
