카테고리,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2020년08월_남_연령구간인구수,"232,919","24,699","7,005","5,784","15,291","5,797","7,255","6,298","2,054","4,073",0,286,0,87,0,"11,856","16,341","14,038","20,762","22,318","30,476","38,499"
2020년08월_남_0~9세,"22,732","2,552",309,188,913,89,376,263,56,300,0,10,0,1,0,621,"1,796","1,199","1,963","2,634","4,598","4,864"
2020년08월_남_10~19세,"24,968","2,448",410,422,"1,380",159,523,366,102,306,0,13,0,4,0,820,"2,203","1,458","2,864","2,949","3,760","4,781"
2020년08월_남_20~29세,"29,569","3,119",878,811,"2,088","1,252",840,785,280,584,0,30,0,4,0,"1,923","2,153","2,081","2,475","2,581","3,126","4,559"
2020년08월_남_30~39세,"35,462","4,326",783,514,"1,677","1,815",903,645,148,491,0,22,0,6,0,"1,681","2,313","2,013","2,541","3,293","6,015","6,276"
2020년08월_남_40~49세,"40,927","3,994","1,004",737,"2,291",659,"1,225",804,212,499,0,53,0,5,0,"1,800","2,972","2,262","4,129","4,398","6,137","7,746"
2020년08월_남_50~59세,"37,426","3,582","1,450","1,225","3,112",789,"1,500","1,328",441,675,0,51,0,19,0,"2,388","2,620","2,379","3,519","3,338","3,598","5,412"
2020년08월_남_60~69세,"23,677","2,435","1,178","1,041","2,232",633,"1,052","1,220",392,641,0,51,0,17,0,"1,507","1,264","1,513","1,940","1,866","1,861","2,834"
2020년08월_남_70~79세,"12,540","1,501",645,594,"1,102",282,556,631,266,416,0,39,0,20,0,805,703,777,933,892,966,"1,412"
2020년08월_남_80~89세,"5,048",649,302,219,447,108,257,221,140,145,0,16,0,9,0,277,286,325,364,335,377,571
2020년08월_남_90~99세,511,80,35,29,44,11,22,31,11,16,0,1,0,2,0,28,29,29,33,30,37,43
2020년08월_남_100세 이상,59,13,11,4,5,0,1,4,6,0,0,0,0,0,0,6,2,2,1,2,1,1
2020년08월_여_총인구수,"226,239","23,731","6,145","5,109","14,849","3,348","6,133","5,262","1,894","3,543",0,282,0,72,0,"10,577","16,979","13,282","20,062","23,229","31,902","39,840"
2020년08월_여_연령구간인구수,"226,239","23,731","6,145","5,109","14,849","3,348","6,133","5,262","1,894","3,543",0,282,0,72,0,"10,577","16,979","13,282","20,062","23,229","31,902","39,840"
2020년08월_여_0~9세,"21,798","2,502",272,168,912,105,333,254,45,298,0,12,0,4,0,581,"1,662","1,192","1,908","2,539","4,459","4,552"
2020년08월_여_10~19세,"23,476","2,286",370,343,"1,391",128,486,305,97,229,0,25,0,8,0,733,"2,066","1,310","2,595","2,903","3,738","4,463"
2020년08월_여_20~29세,"26,448","2,660",576,523,"1,725",861,624,488,149,357,0,25,0,0,0,"1,490","2,133","1,723","2,039","2,745","3,588","4,742"
2020년08월_여_30~39세,"31,336","3,458",558,379,"1,405",394,610,426,121,385,0,24,0,4,0,"1,185","2,283","1,720","2,524","3,413","5,938","6,509"
2020년08월_여_40~49세,"38,777","3,517",698,548,"2,203",270,944,569,148,365,0,25,0,11,0,"1,556","3,192","2,089","4,115","4,530","6,119","7,878"
2020년08월_여_50~59세,"34,028","3,334","1,089","1,011","2,845",527,"1,088","1,033",356,580,0,48,0,8,0,"1,848","2,521","2,215","3,032","3,335","3,681","5,477"
2020년08월_여_60~69세,"23,991","2,645","1,079",935,"2,135",513,932,966,383,555,0,44,0,16,0,"1,538","1,478","1,515","1,871","1,952","2,216","3,218"
2020년08월_여_70~79세,"16,020","2,010",837,696,"1,355",280,618,635,317,489,0,55,0,13,0,"1,013","1,025",946,"1,191","1,154","1,441","1,945"
2020년08월_여_80~89세,"8,729","1,135",538,433,743,229,405,465,226,229,0,23,0,8,0,534,522,499,649,556,619,916
2020년08월_여_90~99세,"1,499",169,97,64,126,38,85,110,47,54,0,1,0,0,0,90,88,71,128,94,103,134
2020년08월_여_100세 이상,137,15,31,9,9,3,8,11,5,2,0,0,0,0,0,9,9,2,10,8,0,6
