카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년02월_계_80~89세,"119,977","25,222","5,533","2,875","6,727","5,010","5,077","11,798","4,574","5,520","10,828","6,744","4,846","8,202","2,956","3,920","4,913","4,080","4,768","4,290","3,597","3,730","4,729","5,260"
2020년02월_계_90~99세,"16,139","3,182",733,404,913,542,590,"1,654",588,770,"1,326",874,766,"1,002",419,509,606,607,813,676,523,529,659,636
2020년02월_계_100세 이상,739,175,33,21,62,39,20,86,25,24,80,40,38,55,8,8,25,14,18,22,13,33,41,34
2020년02월_남_총인구수,"1,690,600","528,886","133,228","111,808","87,748","97,398","98,704","171,942","65,730","56,318","274,457","51,625","129,959","176,425","13,214","33,043","30,941","26,101","20,911","22,948","17,275","19,055","30,222","21,548"
2020년02월_남_연령구간인구수,"1,690,600","528,886","133,228","111,808","87,748","97,398","98,704","171,942","65,730","56,318","274,457","51,625","129,959","176,425","13,214","33,043","30,941","26,101","20,911","22,948","17,275","19,055","30,222","21,548"
2020년02월_남_0~9세,"145,523","45,146","11,377","9,032","6,765","7,337","10,635","15,323","5,333","4,465","26,349","3,001","14,669","18,446",590,"2,257","1,842","1,457",888,"1,080",792,988,"2,036",861
2020년02월_남_10~19세,"173,808","53,916","12,803","12,945","7,339","9,984","10,845","19,000","6,776","5,409","32,823","4,265","14,818","17,624",863,"3,269","2,313","2,239","1,702","1,628","1,153","1,578","3,068","1,364"
2020년02월_남_20~29세,"212,885","73,709","20,184","18,535","10,745","12,685","11,560","24,632","6,385","6,578","37,448","5,403","13,877","22,116","1,174","3,317","2,971","2,378","1,973","2,246","1,467","1,865","3,521","1,825"
2020년02월_남_30~39세,"218,253","73,205","18,835","16,128","11,338","12,027","14,877","21,547","7,884","6,678","37,016","4,908","21,003","26,484","1,012","3,167","3,029","2,326","1,392","1,684","1,255","1,434","2,684","1,545"
2020년02월_남_40~49세,"280,402","86,317","20,870","17,759","13,530","15,726","18,432","27,475","11,814","9,613","49,715","7,026","25,914","30,703","1,737","5,262","4,101","3,744","2,599","3,054","2,050","2,528","4,161","2,589"
2020년02월_남_50~59세,"298,134","93,875","25,065","21,824","14,849","17,628","14,509","28,496","11,649","9,715","49,108","9,743","20,379","29,427","2,612","6,251","5,927","5,009","3,981","4,749","3,587","3,736","5,488","4,402"
2020년02월_남_60~69세,"216,382","66,114","16,233","11,637","13,732","13,673","10,839","20,679","9,508","7,582","27,466","9,785","12,872","19,673","2,643","5,415","5,764","4,636","3,877","4,355","3,547","3,418","4,699","4,349"
2020년02월_남_70~79세,"104,964","27,794","6,037","3,058","7,079","6,478","5,142","10,898","4,875","4,445","10,927","5,287","4,870","8,943","1,647","2,842","3,421","2,962","2,943","2,708","2,270","2,267","2,923","2,942"
2020년02월_남_80~89세,"36,955","8,136","1,684",799,"2,172","1,745","1,736","3,556","1,395","1,705","3,324","2,035","1,427","2,785",846,"1,153","1,465","1,230","1,411","1,304","1,042","1,120","1,485","1,536"
2020년02월_남_90~99세,"3,143",634,134,85,184,107,124,315,103,122,258,168,125,216,88,107,105,116,144,137,111,114,149,131
2020년02월_남_100세 이상,151,40,6,6,15,8,5,21,8,6,23,4,5,8,2,3,3,4,1,3,1,7,8,4
2020년02월_여_총인구수,"1,668,228","514,988","128,676","107,077","88,586","96,382","94,267","175,475","65,005","55,348","268,330","53,832","117,615","175,032","13,868","32,234","31,220","25,957","22,568","23,198","18,002","20,444","31,750","23,362"
2020년02월_여_연령구간인구수,"1,668,228","514,988","128,676","107,077","88,586","96,382","94,267","175,475","65,005","55,348","268,330","53,832","117,615","175,032","13,868","32,234","31,220","25,957","22,568","23,198","18,002","20,444","31,750","23,362"
2020년02월_여_0~9세,"137,228","42,073","10,688","8,621","6,190","6,775","9,799","14,072","5,264","4,151","25,384","2,903","13,731","17,601",558,"2,246","1,713","1,402",767,984,710,952,"1,896",821
2020년02월_여_10~19세,"157,758","48,780","11,502","11,371","6,756","8,985","10,166","17,047","6,246","5,058","29,968","3,856","13,283","16,640",729,"2,864","1,986","1,894","1,459","1,442","1,033","1,499","2,735","1,239"
2020년02월_여_20~29세,"171,865","59,359","16,247","14,987","8,766","10,432","8,927","20,084","5,324","4,413","31,784","4,024","11,066","19,226",934,"2,466","2,209","1,672","1,329","1,556","1,120","1,389","2,507","1,403"
2020년02월_여_30~39세,"200,130","65,780","16,988","14,285","10,009","10,754","13,744","20,904","7,307","5,847","35,240","4,365","18,394","25,186",889,"3,014","2,450","1,950","1,239","1,374","1,055","1,324","2,562","1,250"
2020년02월_여_40~49세,"263,509","84,025","20,582","19,543","12,258","15,322","16,320","27,623","9,959","8,352","50,093","6,258","21,522","29,778","1,243","4,436","3,152","2,941","2,200","2,404","1,618","2,079","3,874","1,952"
2020년02월_여_50~59세,"287,052","94,852","25,693","22,361","15,240","17,730","13,828","29,392","11,301","8,870","46,183","9,548","18,231","28,789","2,164","5,196","5,329","4,282","3,545","4,020","3,134","3,327","5,198","3,691"
2020년02월_여_60~69세,"218,933","67,152","15,718","9,949","15,134","14,963","11,388","22,483","9,899","8,080","26,494","10,377","11,722","20,387","2,489","5,080","5,810","4,636","4,087","4,149","3,320","3,497","4,968","4,303"
2020년02월_여_70~79세,"135,147","33,198","6,783","3,550","8,902","7,690","6,273","14,224","6,024","6,096","14,555","7,050","5,573","11,175","2,415","3,758","4,600","3,829","3,899","3,725","3,033","3,326","4,223","4,444"
2020년02월_여_80~89세,"83,022","17,086","3,849","2,076","4,555","3,265","3,341","8,242","3,179","3,815","7,504","4,709","3,419","5,417","2,110","2,767","3,448","2,850","3,357","2,986","2,555","2,610","3,244","3,724"
2020년02월_여_90~99세,"12,996","2,548",599,319,729,435,466,"1,339",485,648,"1,068",706,641,786,331,402,501,491,669,539,412,415,510,505
2020년02월_여_100세 이상,588,135,27,15,47,31,15,65,17,18,57,36,33,47,6,5,22,10,17,19,12,26,33,30
