,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년11월_계_100세 이상,163,82,9,5,15,0,2,6,3,3,5,2,9,3,1,3,3,3,1,3,6,81,9,8,6,5,19,1,1,5,1,2,5,3,3,6,7,0,0
2020년11월_남_총인구수,"323,780","165,580","3,826","2,123","6,125","2,446","3,193","4,307","7,106","9,773","20,137","6,198","22,392","5,756","6,527","10,856","5,332","4,926","7,007","19,309","18,241","158,200","7,088","8,985","5,752","15,864","10,202","4,079","4,922","4,213","4,919","7,533","9,957","30,282","13,077","6,434","15,486","9,407",0
2020년11월_남_연령구간인구수,"323,780","165,580","3,826","2,123","6,125","2,446","3,193","4,307","7,106","9,773","20,137","6,198","22,392","5,756","6,527","10,856","5,332","4,926","7,007","19,309","18,241","158,200","7,088","8,985","5,752","15,864","10,202","4,079","4,922","4,213","4,919","7,533","9,957","30,282","13,077","6,434","15,486","9,407",0
2020년11월_남_0~9세,"27,821","12,793",176,56,329,96,157,193,517,723,"1,733",332,"2,056",359,349,787,324,276,521,"2,282","1,527","15,028",338,723,290,"1,347","1,033",95,242,171,325,435,766,"4,130","1,116",442,"1,995","1,580",0
2020년11월_남_10~19세,"37,265","18,953",236,103,449,191,237,347,706,"1,374","2,589",449,"2,807",589,631,"1,358",521,463,783,"2,675","2,445","18,312",608,"1,230",391,"2,140",834,165,340,271,386,637,"1,304","4,475","1,618",547,"1,597","1,769",0
2020년11월_남_20~29세,"48,816","25,660",506,197,751,274,360,548,"1,151","1,653","3,258",734,"3,136",928,"1,089","1,717",764,780,"1,122","3,158","3,534","23,156",900,"1,253",819,"2,450","1,765","1,265",825,500,689,"1,081","1,541","4,168","2,058",861,"2,055",926,0
2020년11월_남_30~39세,"41,476","20,325",414,229,680,249,309,428,873,"1,208","2,584",740,"2,619",643,695,"1,084",559,550,817,"2,587","3,057","21,151",732,922,731,"1,988","1,760",560,570,472,689,"1,073","1,004","4,413","1,512",928,"2,675","1,122",0
2020년11월_남_40~49세,"52,622","25,663",504,331,914,365,434,654,891,"1,662","3,282",914,"3,562",777,824,"1,604",776,704,979,"3,260","3,226","26,959",977,"1,492",812,"2,982","1,642",513,685,705,772,"1,312","1,499","5,716","1,976","1,024","2,654","2,198",0
2020년11월_남_50~59세,"52,004","27,546",652,355,989,439,551,772,"1,163","1,616","3,456","1,118","3,673","1,058","1,160","2,058",843,819,"1,073","2,856","2,895","24,458","1,163","1,375",954,"2,549","1,346",577,781,823,813,"1,400","1,721","4,222","2,238","1,115","2,226","1,155",0
2020년11월_남_60~69세,"36,511","19,917",666,409,982,419,612,708,"1,013",955,"1,870","1,049","2,768",832,"1,084","1,366",824,741,962,"1,666",991,"16,594","1,103","1,034",870,"1,370",974,471,695,708,720,956,"1,310","2,066","1,532",907,"1,429",449,0
2020년11월_남_70~79세,"19,565","10,616",466,305,707,288,377,498,552,426,951,614,"1,307",426,547,616,515,454,526,629,412,"8,949",805,701,619,764,598,287,567,428,376,449,574,808,753,433,629,158,0
2020년11월_남_80~89세,"7,035","3,739",188,121,296,115,145,149,217,140,388,224,422,127,139,236,188,120,205,172,147,"3,296",420,238,252,253,224,134,205,126,135,173,217,256,247,164,207,45,0
2020년11월_남_90~99세,633,351,17,14,26,10,10,8,22,16,26,23,42,15,9,30,17,19,19,23,5,282,40,16,14,20,22,11,12,8,13,16,20,27,27,13,18,5,0
2020년11월_남_100세 이상,32,17,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,2,15,2,1,0,1,4,1,0,1,1,1,1,1,0,0,1,0,0
2020년11월_여_총인구수,"333,965","174,393","3,813","2,143","6,446","2,504","3,258","4,476","7,650","9,816","21,408","6,685","23,949","6,104","7,043","11,500","5,770","5,393","7,869","20,349","18,217","159,572","7,336","9,636","5,713","16,582","9,949","3,572","5,077","3,521","4,859","7,027","10,722","30,787","13,634","6,063","15,170","9,924",0
2020년11월_여_연령구간인구수,"333,965","174,393","3,813","2,143","6,446","2,504","3,258","4,476","7,650","9,816","21,408","6,685","23,949","6,104","7,043","11,500","5,770","5,393","7,869","20,349","18,217","159,572","7,336","9,636","5,713","16,582","9,949","3,572","5,077","3,521","4,859","7,027","10,722","30,787","13,634","6,063","15,170","9,924",0
2020년11월_여_0~9세,"26,499","12,109",145,46,298,86,146,150,458,697,"1,652",261,"2,019",340,334,792,295,265,468,"2,180","1,477","14,390",298,755,273,"1,350",982,111,213,143,333,430,781,"3,919","1,053",413,"1,802","1,534",0
2020년11월_여_10~19세,"34,757","17,439",233,83,376,163,217,321,606,"1,278","2,487",401,"2,623",548,635,"1,187",427,456,776,"2,359","2,263","17,318",488,"1,161",368,"2,078",748,170,321,251,400,632,"1,289","4,192","1,510",468,"1,523","1,719",0
2020년11월_여_20~29세,"44,161","23,835",421,188,671,249,333,472,"1,198","1,544","3,161",647,"2,812",796,957,"1,419",666,713,"1,000","3,068","3,520","20,326",817,"1,111",743,"2,258","1,508",971,723,345,642,970,"1,240","3,675","1,948",703,"1,803",869,0
2020년11월_여_30~39세,"40,585","19,764",362,155,662,193,266,349,816,"1,120","2,619",589,"2,714",567,625,"1,105",566,521,836,"2,799","2,900","20,821",595,997,587,"2,081","1,648",384,467,280,584,877,"1,065","4,894","1,480",767,"2,569","1,546",0
2020년11월_여_40~49세,"54,819","28,036",429,213,793,307,373,536,"1,053","1,854","3,878",808,"4,017",908,946,"1,921",763,724,"1,148","3,723","3,642","26,783",863,"1,643",681,"3,190","1,393",332,601,407,666,"1,168","1,715","6,112","2,225",852,"2,557","2,378",0
2020년11월_여_50~59세,"53,968","29,528",639,339,"1,026",371,517,769,"1,383","1,614","3,596","1,205","4,048","1,187","1,456","2,224",995,970,"1,452","3,169","2,568","24,440","1,212","1,471",930,"2,584","1,375",523,814,653,848,"1,186","1,909","4,155","2,429","1,034","2,243","1,074",0
2020년11월_여_60~69세,"40,030","22,310",748,468,"1,196",442,657,914,"1,152",957,"2,082","1,199","3,086",925,"1,187","1,428",993,929,"1,147","1,783","1,017","17,720","1,226","1,242","1,028","1,456","1,154",490,924,660,749,898,"1,440","2,154","1,558",845,"1,427",469,0
2020년11월_여_70~79세,"24,416","13,214",516,408,851,421,446,612,612,448,"1,220",969,"1,616",512,586,825,703,545,641,768,515,"11,202","1,173",841,750,"1,012",726,387,693,510,394,516,784,"1,042",879,536,769,190,0
2020년11월_여_80~89세,"12,463","6,868",270,194,477,231,255,305,325,249,621,511,865,266,274,500,306,227,332,400,260,"5,595",573,348,308,495,338,172,285,234,207,293,432,532,465,385,411,117,0
2020년11월_여_90~99세,"2,136","1,225",42,47,83,41,47,44,45,52,87,94,140,54,42,96,54,40,68,98,51,911,84,60,39,74,62,32,35,34,36,56,63,110,84,54,60,28,0
2020년11월_여_100세 이상,131,65,8,2,13,0,1,4,2,3,5,1,9,1,1,3,2,3,1,2,4,66,7,7,6,4,15,0,1,4,0,1,4,2,3,6,6,0,0
