카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2020년09월_계_80~89세,"11,910",174,335,180,158,268,443,836,401,474,369,451,566,201,683,426,507,339,533,778,268,610,358,279,559,208,481,733,292
2020년09월_계_90~99세,"1,682",24,38,16,39,43,59,102,66,52,56,76,80,32,95,58,71,50,73,100,43,84,50,42,73,37,75,102,46
2020년09월_계_100세 이상,118,6,3,6,4,5,9,4,4,3,4,2,13,2,10,1,1,3,4,6,0,3,3,6,2,3,5,4,2
2020년09월_남_총인구수,"214,717","2,593","3,552","2,616","1,749","3,980","6,222","19,024","9,454","6,355","6,593","11,590","5,252","3,013","9,371","8,118","7,794","4,015","8,242","6,740","7,494","14,969","6,992","5,816","6,326","1,403","11,405","19,246","14,793"
2020년09월_남_연령구간인구수,"214,717","2,593","3,552","2,616","1,749","3,980","6,222","19,024","9,454","6,355","6,593","11,590","5,252","3,013","9,371","8,118","7,794","4,015","8,242","6,740","7,494","14,969","6,992","5,816","6,326","1,403","11,405","19,246","14,793"
2020년09월_남_0~9세,"17,420",101,144,142,46,301,229,"1,351",913,277,469,"1,156",214,279,717,555,587,185,473,241,547,"1,298",633,333,251,35,"1,409","2,111","2,423"
2020년09월_남_10~19세,"22,937",111,243,179,60,299,376,"2,049","1,164",491,795,"1,260",379,265,822,"1,032",783,336,748,453,963,"2,560",955,579,468,90,"1,345","2,152","1,980"
2020년09월_남_20~29세,"33,141",440,707,469,237,486,"1,126","3,754","1,344",979,"1,119","1,644",701,400,"1,260","1,335","1,349",613,"1,248",878,"1,329","2,571","1,116","1,027","1,055",147,"1,483","2,728","1,596"
2020년09월_남_30~39세,"29,197",523,466,416,245,571,999,"2,476","1,098",796,805,"1,824",556,435,"1,385",859,"1,086",456,"1,032",733,905,"1,419",867,676,825,130,"1,851","3,168","2,595"
2020년09월_남_40~49세,"34,100",372,491,423,264,626,949,"2,767","1,446",911,902,"1,931",725,502,"1,420","1,205","1,209",559,"1,161",888,"1,208","2,546","1,070",873,844,157,"2,029","3,422","3,200"
2020년09월_남_50~59세,"35,289",394,499,401,339,631,"1,042","3,147","1,489","1,132","1,115","1,775",933,493,"1,518","1,438","1,212",696,"1,436","1,328","1,384","2,771","1,127","1,113","1,200",312,"1,735","2,880","1,749"
2020년09월_남_60~69세,"25,088",366,505,306,305,538,811,"2,073","1,212",970,873,"1,205",948,338,"1,276","1,059",903,570,"1,230","1,324",736,"1,123",764,761,"1,044",290,979,"1,746",833
2020년09월_남_70~79세,"13,025",205,327,200,177,405,501,"1,078",611,585,388,631,588,227,723,469,464,449,701,656,322,460,331,362,475,165,433,774,318
2020년09월_남_80~89세,"4,172",73,154,76,66,114,177,308,165,204,118,145,193,70,231,153,184,137,201,220,93,195,120,84,155,70,130,244,92
2020년09월_남_90~99세,336,6,15,4,9,9,12,21,12,10,8,18,12,4,18,13,17,14,12,19,7,24,9,8,9,7,11,21,7
2020년09월_남_100세 이상,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년09월_여_총인구수,"217,808","2,449","3,407","2,382","1,534","4,082","5,659","19,112","10,200","6,250","7,095","11,857","5,549","3,051","9,705","8,483","8,595","4,004","8,386","7,295","7,022","15,622","7,252","5,697","6,539","1,294","11,217","18,993","15,077"
2020년09월_여_연령구간인구수,"217,808","2,449","3,407","2,382","1,534","4,082","5,659","19,112","10,200","6,250","7,095","11,857","5,549","3,051","9,705","8,483","8,595","4,004","8,386","7,295","7,022","15,622","7,252","5,697","6,539","1,294","11,217","18,993","15,077"
2020년09월_여_0~9세,"16,730",125,141,127,38,273,231,"1,282",901,323,475,"1,081",204,273,751,584,587,143,485,250,477,"1,176",608,346,272,40,"1,331","1,926","2,280"
2020년09월_여_10~19세,"20,522",89,239,149,66,272,352,"1,794","1,118",470,681,"1,088",316,267,686,945,750,326,674,423,762,"2,172",794,514,370,57,"1,227","2,068","1,853"
2020년09월_여_20~29세,"29,793",556,668,431,270,461,"1,081","3,357","1,271",860,949,"1,445",667,349,"1,106","1,167","1,281",517,"1,124",812,"1,064","2,241",910,889,919,109,"1,338","2,484","1,467"
2020년09월_여_30~39세,"26,991",438,320,307,159,570,708,"2,162","1,243",607,779,"1,772",453,403,"1,281",833,982,371,860,606,825,"1,570",862,594,673,92,"1,773","2,896","2,852"
2020년09월_여_40~49세,"33,996",240,427,294,155,558,664,"2,866","1,707",819,"1,062","1,889",608,465,"1,284","1,360","1,274",494,"1,111",792,"1,271","3,317","1,277",845,780,100,"2,016","3,260","3,061"
2020년09월_여_50~59세,"36,921",308,478,329,241,628,877,"3,482","1,666","1,085","1,367","2,038",933,431,"1,680","1,631","1,470",715,"1,561","1,372","1,307","2,815","1,340","1,094","1,353",247,"1,617","2,971","1,885"
2020년09월_여_60~69세,"27,537",324,519,347,273,659,832,"2,311","1,380","1,111","1,011","1,480","1,125",417,"1,474","1,091","1,140",726,"1,388","1,415",720,"1,146",773,752,"1,074",266,946,"1,836","1,001"
2020년09월_여_70~79세,"16,128",246,409,276,207,468,592,"1,245",620,660,469,699,792,285,905,553,733,471,786,980,385,709,406,428,628,212,549,978,437
2020년09월_여_80~89세,"7,738",101,181,104,92,154,266,528,236,270,251,306,373,131,452,273,323,202,332,558,175,415,238,195,404,138,351,489,200
2020년09월_여_90~99세,"1,346",18,23,12,30,34,47,81,54,42,48,58,68,28,77,45,54,36,61,81,36,60,41,34,64,30,64,81,39
2020년09월_여_100세 이상,106,4,2,6,3,5,9,4,4,3,3,1,10,2,9,1,1,3,4,6,0,1,3,6,2,3,5,4,2
