카테고리,인천광역시 연수구,인천광역시 연수구 옥련1동,인천광역시 연수구 옥련2동,인천광역시 연수구 선학동,인천광역시 연수구 연수1동,인천광역시 연수구 연수2동,인천광역시 연수구 연수3동,인천광역시 연수구 청학동,인천광역시 연수구 동춘1동,인천광역시 연수구 동춘2동,인천광역시 연수구 동춘3동,인천광역시 연수구 송도1동,인천광역시 연수구 송도2동,인천광역시 연수구 송도3동,인천광역시 연수구 송도4동,인천광역시 연수구 송도5동
2021년12월_남_0~9세,"18,925",644,677,452,446,682,467,562,"1,176",637,714,"1,533","2,387","3,348","1,926","3,274"
2021년12월_남_10~19세,"22,084",964,"1,096",551,818,823,585,869,"1,331",987,"1,412","2,744","3,275","3,142","1,523","1,964"
2021년12월_남_20~29세,"26,341","1,369","1,506","1,333","1,695","1,683","1,079","1,899","1,724","1,315","1,311","3,184","1,881","2,968","1,405","1,989"
2021년12월_남_30~39세,"27,787","1,136","1,167","1,243","1,493","1,703","1,134","1,755","1,773","1,320",771,"2,057","1,757","4,203","2,072","4,203"
2021년12월_남_40~49세,"33,867","1,496","1,605","1,290","1,773","1,468",995,"1,887","2,027","1,304","1,438","2,978","3,938","4,915","2,662","4,091"
2021년12월_남_50~59세,"32,151","1,813","1,855","1,572","2,140","1,788","1,331","2,613","2,140","1,609","1,691","3,209","3,016","3,174","1,776","2,424"
2021년12월_남_60~69세,"22,017","1,305","1,364","1,629","1,513","1,512","1,327","2,142","1,704","1,199","1,116","1,927","1,314","1,637",904,"1,424"
2021년12월_남_70~79세,"7,356",575,563,589,546,525,501,800,467,366,398,589,322,503,261,351
2021년12월_남_80~89세,"2,597",242,190,209,181,189,203,310,151,148,155,203,129,147,70,70
2021년12월_남_90~99세,283,25,19,20,19,28,22,25,29,14,21,24,11,14,4,8
2021년12월_남_100세 이상,9,0,1,0,0,1,1,4,0,0,0,0,0,2,0,0
2021년12월_여_총인구수,"196,227","9,763","10,322","8,288","8,780","10,766","8,467","11,949","12,940","9,429","9,531","19,211","18,699","24,999","12,865","20,218"
2021년12월_여_연령구간인구수,"196,227","9,763","10,322","8,288","8,780","10,766","8,467","11,949","12,940","9,429","9,531","19,211","18,699","24,999","12,865","20,218"
2021년12월_여_0~9세,"18,162",606,685,378,418,623,422,587,"1,094",639,727,"1,441","2,316","3,281","1,813","3,132"
2021년12월_여_10~19세,"21,037",886,"1,031",515,673,809,573,800,"1,346",917,"1,333","2,662","3,133","2,999","1,525","1,835"
2021년12월_여_20~29세,"24,284","1,165","1,307","1,025","1,276","1,478","1,074","1,437","1,569","1,216","1,180","3,239","1,745","3,159","1,387","2,027"
2021년12월_여_30~39세,"28,707","1,050","1,189",942,990,"1,537","1,010","1,318","1,862","1,299",977,"2,233","2,455","4,811","2,438","4,596"
2021년12월_여_40~49세,"35,158","1,554","1,669","1,054","1,311","1,530","1,098","1,587","2,153","1,475","1,798","3,565","4,570","5,137","2,701","3,956"
2021년12월_여_50~59세,"33,073","1,908","2,034","1,692","1,801","2,008","1,627","2,530","2,502","1,877","1,712","3,208","2,649","3,128","1,739","2,658"
2021년12월_여_60~69세,"21,059","1,353","1,328","1,538","1,292","1,532","1,349","2,007","1,560","1,189","1,016","1,809","1,122","1,610",876,"1,478"
2021년12월_여_70~79세,"8,500",745,633,661,619,653,676,970,477,455,450,603,419,553,254,332
2021년12월_여_80~89세,"5,097",415,363,398,335,493,515,593,301,309,271,348,232,262,107,155
2021년12월_여_90~99세,"1,110",81,80,80,62,97,119,116,72,51,67,101,54,59,23,48
2021년12월_여_100세 이상,40,0,3,5,3,6,4,4,4,2,0,2,4,0,2,1
