카테고리,충청남도 아산시,충청남도 아산시 염치읍,충청남도 아산시 배방읍,충청남도 아산시 송악면,충청남도 아산시 탕정면,충청남도 아산시 음봉면,충청남도 아산시 둔포면,충청남도 아산시 영인면,충청남도 아산시 인주면,충청남도 아산시 선장면,충청남도 아산시 도고면,충청남도 아산시 신창면,충청남도 아산시 온양1동,충청남도 아산시 온양2동,충청남도 아산시 온양3동,충청남도 아산시 온양4동,충청남도 아산시 온양5동,충청남도 아산시 온양6동
2020년02월_계_100세 이상,111,4,12,5,1,2,3,4,4,9,3,8,12,10,6,8,11,9
2020년02월_남_총인구수,"162,615","3,490","37,726","2,208","11,259","10,631","11,846","2,969","3,672","1,698","2,337","10,588","5,048","3,602","18,490","9,247","13,348","14,456"
2020년02월_남_연령구간인구수,"162,615","3,490","37,726","2,208","11,259","10,631","11,846","2,969","3,672","1,698","2,337","10,588","5,048","3,602","18,490","9,247","13,348","14,456"
2020년02월_남_0~9세,"17,769",201,"4,996",119,"1,617","1,383","1,279",75,166,40,60,942,491,139,"2,266",832,"1,393","1,770"
2020년02월_남_10~19세,"17,615",267,"4,669",189,"1,467",854,692,163,218,63,101,"1,073",386,315,"2,448","1,292","1,615","1,803"
2020년02월_남_20~29세,"19,851",339,"4,761",186,"1,458","1,218","1,462",291,363,124,214,"1,345",575,559,"2,358","1,166","1,957","1,475"
2020년02월_남_30~39세,"26,725",407,"7,202",151,"2,109","2,112","2,775",241,453,122,197,"1,405","1,052",338,"2,759","1,059","2,109","2,234"
2020년02월_남_40~49세,"30,156",555,"7,358",345,"2,493","1,966","2,107",372,622,200,256,"1,927",856,485,"3,514","1,756","2,456","2,888"
2020년02월_남_50~59세,"24,404",644,"4,856",444,"1,300","1,452","1,694",617,781,319,510,"1,789",712,790,"2,708","1,602","1,973","2,213"
2020년02월_남_60~69세,"14,747",548,"2,365",380,463,"1,015","1,130",618,563,368,477,"1,161",549,537,"1,410",868,"1,071","1,224"
2020년02월_남_70~79세,"7,738",337,"1,085",270,236,453,484,371,310,286,328,652,298,301,723,464,555,585
2020년02월_남_80~89세,"3,299",176,391,112,106,165,206,202,179,161,183,271,115,123,279,181,206,243
2020년02월_남_90~99세,280,14,36,12,10,13,17,17,16,10,11,22,9,13,24,26,12,18
2020년02월_남_100세 이상,31,2,7,0,0,0,0,2,1,5,0,1,5,2,1,1,1,3
2020년02월_여_총인구수,"151,260","3,196","35,734","2,069","9,683","9,170","9,358","2,647","2,967","1,550","2,214","9,752","4,601","3,537","18,589","8,844","12,610","14,739"
2020년02월_여_연령구간인구수,"151,260","3,196","35,734","2,069","9,683","9,170","9,358","2,647","2,967","1,550","2,214","9,752","4,601","3,537","18,589","8,844","12,610","14,739"
2020년02월_여_0~9세,"16,765",210,"4,709",111,"1,551","1,404","1,169",75,161,22,64,866,475,147,"2,099",741,"1,282","1,679"
2020년02월_여_10~19세,"16,666",247,"4,424",171,"1,348",781,703,123,202,70,104,"1,031",344,271,"2,407","1,167","1,444","1,829"
2020년02월_여_20~29세,"16,108",240,"4,268",118,"1,071",789,"1,008",167,194,91,152,"1,054",531,426,"2,142",860,"1,570","1,427"
2020년02월_여_30~39세,"23,479",274,"6,751",126,"2,015","1,730","1,825",153,245,60,140,"1,205",811,272,"2,798","1,005","1,849","2,220"
2020년02월_여_40~49세,"25,237",400,"6,558",268,"1,825","1,351","1,226",230,355,97,176,"1,616",655,490,"3,336","1,679","2,269","2,706"
2020년02월_여_50~59세,"20,937",541,"4,314",348,859,"1,234","1,336",467,545,241,385,"1,451",629,720,"2,547","1,414","1,883","2,023"
2020년02월_여_60~69세,"15,138",555,"2,476",382,486,940,988,567,510,392,447,"1,142",550,600,"1,644",959,"1,150","1,350"
2020년02월_여_70~79세,"9,779",386,"1,351",285,301,508,619,445,384,285,406,826,362,376,"1,009",602,743,891
2020년02월_여_80~89세,"6,135",292,769,221,190,364,403,355,325,252,298,490,193,193,535,360,350,545
2020년02월_여_90~99세,936,49,109,34,36,67,78,63,43,36,39,64,44,34,67,50,60,63
2020년02월_여_100세 이상,80,2,5,5,1,2,3,2,3,4,3,7,7,8,5,7,10,6
