카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년10월_남_60~69세,"26,529",362,475,300,305,593,862,"2,235","1,290",992,892,"1,300",943,351,"1,451","1,112",928,602,"1,225","1,404",790,"1,244",824,787,"1,103",315,"1,066","1,866",912
2021년10월_남_70~79세,"13,421",207,340,194,181,404,490,"1,088",659,605,379,640,606,219,757,509,477,441,719,663,343,490,356,375,513,153,470,808,335
2021년10월_남_80~89세,"4,613",80,151,80,64,148,197,346,184,222,122,188,201,74,264,156,215,154,238,245,106,214,132,102,171,70,153,249,87
2021년10월_남_90~99세,377,5,15,7,10,8,10,29,13,16,14,15,14,2,23,15,21,15,16,25,9,25,10,8,8,5,8,24,7
2021년10월_남_100세 이상,6,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"215,314","2,332","3,356","2,259","1,444","4,604","5,835","19,360","10,013","5,954","6,618","11,882","5,319","2,889","10,630","8,260","8,258","3,911","8,110","6,999","6,864","15,232","7,093","5,397","6,417","1,209","11,050","18,869","15,150"
2021년10월_여_연령구간인구수,"215,314","2,332","3,356","2,259","1,444","4,604","5,835","19,360","10,013","5,954","6,618","11,882","5,319","2,889","10,630","8,260","8,258","3,911","8,110","6,999","6,864","15,232","7,093","5,397","6,417","1,209","11,050","18,869","15,150"
2021년10월_여_0~9세,"15,710",121,126,112,30,326,238,"1,297",816,269,443,"1,026",187,264,827,565,484,119,409,207,444,"1,095",530,294,273,35,"1,268","1,818","2,087"
2021년10월_여_10~19세,"19,681",73,228,137,58,284,330,"1,739","1,092",437,629,"1,040",293,258,741,897,687,288,622,364,727,"2,041",769,460,333,52,"1,213","2,014","1,875"
2021년10월_여_20~29세,"29,193",491,681,431,249,620,"1,117","3,416","1,214",796,809,"1,425",631,329,"1,215","1,058","1,235",553,"1,072",761,964,"2,090",906,806,925,96,"1,254","2,469","1,580"
2021년10월_여_30~39세,"26,197",452,324,280,163,681,819,"2,220","1,150",554,714,"1,722",421,363,"1,451",769,924,337,785,582,794,"1,510",834,567,643,81,"1,685","2,711","2,661"
2021년10월_여_40~49세,"32,791",239,400,301,139,597,652,"2,732","1,679",772,974,"1,874",560,430,"1,392","1,297","1,160",448,"1,046",709,"1,217","3,076","1,184",739,705,92,"1,986","3,227","3,164"
2021년10월_여_50~59세,"36,314",272,465,277,217,672,884,"3,500","1,629",985,"1,242","2,043",862,410,"1,793","1,568","1,393",691,"1,463","1,267","1,303","2,904","1,333","1,053","1,260",217,"1,618","2,990","2,003"
2021년10월_여_60~69세,"29,199",314,494,328,267,723,883,"2,475","1,480","1,113","1,022","1,604","1,115",403,"1,647","1,166","1,218",734,"1,480","1,460",783,"1,307",829,809,"1,149",269,"1,047","2,015","1,065"
2021년10월_여_70~79세,"16,502",244,430,263,187,482,593,"1,306",659,677,475,751,780,265,969,590,730,493,821,972,396,706,413,420,645,205,538,"1,020",472
2021년10월_여_80~89세,"8,234",114,182,114,100,176,285,585,249,302,251,333,398,141,504,302,361,211,340,584,197,439,239,206,411,138,368,502,202
2021년10월_여_90~99세,"1,429",11,25,14,29,41,31,87,44,45,59,59,71,24,85,46,64,35,71,88,39,61,54,40,73,23,71,99,40
2021년10월_여_100세 이상,64,1,1,2,5,2,3,3,1,4,0,5,1,2,6,2,2,2,1,5,0,3,2,3,0,1,2,4,1
