카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021년02월_계_90~99세,"2,117",132,111,75,80,131,58,64,83,118,113,140,131,66,239,110,102,97,86,47,134
2021년02월_계_100세 이상,392,17,34,18,13,10,15,16,15,18,10,25,26,20,46,24,12,15,27,15,16
2021년02월_남_총인구수,"211,283","7,863","11,130","6,536","7,087","11,610","7,602","7,559","8,941","11,354","7,629","12,312","17,183","8,180","19,478","13,009","9,559","11,701","6,825","8,173","17,552"
2021년02월_남_연령구간인구수,"211,283","7,863","11,130","6,536","7,087","11,610","7,602","7,559","8,941","11,354","7,629","12,312","17,183","8,180","19,478","13,009","9,559","11,701","6,825","8,173","17,552"
2021년02월_남_0~9세,"14,793",364,584,283,393,"1,002",225,486,748,768,290,864,"2,002",748,"1,382","1,040",563,836,297,904,"1,014"
2021년02월_남_10~19세,"18,878",640,993,417,640,"1,434",438,448,872,964,497,"1,110","2,398",754,"1,986","1,242",748,"1,003",443,683,"1,168"
2021년02월_남_20~29세,"32,005","1,265","1,883","1,429",947,"1,454","2,648","1,313","1,148","1,622","1,721","1,685","1,649","1,001","3,018","1,456","1,515","1,715",963,"1,023","2,550"
2021년02월_남_30~39세,"29,816","1,197","1,599","1,153",976,"1,404","1,142","1,319","1,277","1,611","1,062","1,560","2,066","1,196","2,563","1,778","1,428","1,703",909,"1,309","2,564"
2021년02월_남_40~49세,"34,508","1,220","1,784",961,"1,006","2,111",854,"1,208","1,560","1,781",957,"2,078","3,792","1,412","3,169","2,300","1,434","1,793","1,046","1,353","2,689"
2021년02월_남_50~59세,"34,256","1,306","1,834",958,"1,303","1,967","1,005","1,225","1,406","1,811","1,158","2,012","2,549","1,373","3,155","2,119","1,550","2,021","1,234","1,327","2,943"
2021년02월_남_60~69세,"26,068",966,"1,336",672,"1,008","1,287",689,901,"1,044","1,553","1,014","1,646","1,483",999,"2,309","1,717","1,293","1,571","1,040",944,"2,596"
2021년02월_남_70~79세,"14,683",569,764,454,572,636,413,476,611,890,633,967,895,498,"1,244",978,720,759,646,488,"1,470"
2021년02월_남_80~89세,"5,632",292,315,179,209,280,171,171,250,321,266,350,317,175,563,344,285,272,222,132,518
2021년02월_남_90~99세,545,37,30,24,28,33,13,6,23,31,29,35,25,19,74,29,22,24,23,8,32
2021년02월_남_100세 이상,99,7,8,6,5,2,4,6,2,2,2,5,7,5,15,6,1,4,2,2,8
2021년02월_여_총인구수,"226,678","8,996","12,257","8,971","8,078","12,859","7,407","8,122","9,629","12,064","7,724","13,154","18,903","8,758","20,046","13,915","10,281","12,203","7,018","8,407","17,886"
2021년02월_여_연령구간인구수,"226,678","8,996","12,257","8,971","8,078","12,859","7,407","8,122","9,629","12,064","7,724","13,154","18,903","8,758","20,046","13,915","10,281","12,203","7,018","8,407","17,886"
2021년02월_여_0~9세,"14,188",401,539,292,414,980,219,489,652,722,290,776,"1,926",690,"1,295","1,024",504,846,300,858,971
2021년02월_여_10~19세,"18,223",549,891,516,673,"1,416",407,486,906,898,462,"1,034","2,481",676,"1,676","1,363",734,915,442,674,"1,024"
2021년02월_여_20~29세,"34,352","1,511","2,326","2,999","1,102","1,522","2,374","1,363","1,159","1,614","1,362","1,554","1,774","1,077","2,692","1,602","2,014","1,606",985,"1,098","2,618"
2021년02월_여_30~39세,"30,098","1,315","1,666","1,353","1,007","1,588",878,"1,281","1,338","1,531",805,"1,686","2,527","1,265","2,602","1,814","1,308","1,547",802,"1,374","2,411"
2021년02월_여_40~49세,"35,455","1,345","1,883","1,038","1,140","2,375",806,"1,188","1,649","1,818",977,"2,113","4,103","1,538","3,255","2,283","1,411","1,844",910,"1,316","2,463"
2021년02월_여_50~59세,"35,293","1,457","1,842",983,"1,430","2,129","1,028","1,325","1,454","1,932","1,222","2,171","2,445","1,404","3,184","2,143","1,500","2,155","1,191","1,274","3,024"
2021년02월_여_60~69세,"29,423","1,109","1,435",820,"1,163","1,451",781,"1,016","1,213","1,821","1,226","1,965","1,812","1,111","2,539","1,876","1,397","1,750","1,160","1,022","2,756"
2021년02월_여_70~79세,"18,974",796,"1,066",613,723,845,580,625,812,"1,125",859,"1,208","1,192",655,"1,681","1,204",896,999,796,519,"1,780"
2021년02월_여_80~89세,"8,807",408,502,294,366,447,278,281,373,500,429,522,518,280,926,507,426,457,344,220,729
2021년02월_여_90~99세,"1,572",95,81,51,52,98,45,58,60,87,84,105,106,47,165,81,80,73,63,39,102
2021년02월_여_100세 이상,293,10,26,12,8,8,11,10,13,16,8,20,19,15,31,18,11,11,25,13,8
