카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년10월_남_20~29세,"32,272","2,974","1,175","5,004","2,070","1,951","2,229","2,710","2,253","1,787","1,598","1,177","1,101","3,065","1,620","1,558"
2020년10월_남_30~39세,"31,643","2,945","1,088","3,130","2,300","2,207","2,539","2,297","2,456","2,225","1,984","1,286","1,319","2,706","1,533","1,628"
2020년10월_남_40~49세,"29,616","2,253",856,"3,264","2,171","1,838","2,222","2,521","1,519","2,010","1,978","1,071","1,176","3,204","1,942","1,591"
2020년10월_남_50~59세,"28,138","2,282","1,099","2,985","1,999","1,857","2,121","2,522","1,405","2,000","1,735",984,"1,038","2,942","1,873","1,296"
2020년10월_남_60~69세,"22,528","1,973",930,"2,439","1,517","1,404","1,730","1,845","1,362","1,762","1,610",869,830,"1,870","1,378","1,009"
2020년10월_남_70~79세,"13,328","1,096",555,"1,375",878,937,987,"1,094",828,"1,116",963,569,459,"1,064",757,650
2020년10월_남_80~89세,"4,688",424,222,484,340,307,321,439,253,373,299,170,145,398,258,255
2020년10월_남_90~99세,476,46,19,63,38,24,36,48,11,35,22,16,12,49,29,28
2020년10월_남_100세 이상,91,10,5,11,8,5,4,15,1,14,6,0,1,6,1,4
2020년10월_여_총인구수,"202,684","16,147","6,078","23,381","14,558","13,177","14,946","16,656","12,132","14,190","12,948","7,561","7,619","20,409","12,294","10,588"
2020년10월_여_연령구간인구수,"202,684","16,147","6,078","23,381","14,558","13,177","14,946","16,656","12,132","14,190","12,948","7,561","7,619","20,409","12,294","10,588"
2020년10월_여_0~9세,"12,244",971,169,"1,459","1,120",631,854,"1,159",420,874,"1,060",363,531,"1,143",774,716
2020년10월_여_10~19세,"13,645",972,291,"1,592",936,839,883,"1,053",437,734,764,358,490,"2,169","1,281",846
2020년10월_여_20~29세,"34,453","2,701","1,015","4,891","2,282","2,276","2,409","2,467","2,965","1,952","1,808","1,354","1,142","3,453","1,772","1,966"
2020년10월_여_30~39세,"30,786","2,501",762,"3,196","2,433","2,023","2,343","2,317","2,221","2,264","2,161","1,243","1,293","2,773","1,562","1,694"
2020년10월_여_40~49세,"29,598","2,081",704,"3,313","2,175","1,902","2,187","2,410","1,440","2,088","1,879","1,015","1,176","3,453","2,133","1,642"
2020년10월_여_50~59세,"30,525","2,438","1,076","3,409","2,147","2,048","2,326","2,739","1,705","2,217","1,933","1,138","1,166","2,918","1,867","1,398"
2020년10월_여_60~69세,"26,428","2,245","1,052","2,807","1,753","1,760","2,006","2,146","1,680","2,105","1,816","1,118",967,"2,274","1,541","1,158"
2020년10월_여_70~79세,"16,375","1,391",661,"1,709","1,084","1,120","1,262","1,453",928,"1,326","1,077",666,554,"1,445",887,812
2020년10월_여_80~89세,"7,076",702,283,815,512,485,584,722,276,514,362,248,233,647,399,294
2020년10월_여_90~99세,"1,334",126,58,162,96,84,83,152,54,97,73,52,55,116,72,54
2020년10월_여_100세 이상,220,19,7,28,20,9,9,38,6,19,15,6,12,18,6,8
