카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021년01월_남_100세 이상,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2021년01월_여_총인구수,"156,159","10,427","7,283","6,701","5,836","13,824","10,907","12,754","8,597","7,996","5,369","13,780","19,797","14,282","5,705","9,796","3,105"
2021년01월_여_연령구간인구수,"156,159","10,427","7,283","6,701","5,836","13,824","10,907","12,754","8,597","7,996","5,369","13,780","19,797","14,282","5,705","9,796","3,105"
2021년01월_여_0~9세,"9,605",517,429,252,253,802,611,695,533,528,479,934,"1,539",869,608,473,83
2021년01월_여_10~19세,"12,135",750,552,370,404,"1,098",831,"1,023",569,628,452,"1,176","1,861","1,197",390,714,120
2021년01월_여_20~29세,"18,410","1,155",733,709,639,"1,636","1,696","2,287",881,"1,070",478,"1,660","2,033","1,506",634,"1,062",231
2021년01월_여_30~39세,"17,268","1,069",720,682,533,"1,465","1,301","1,462",975,"1,032",721,"1,712","2,175","1,357",991,881,192
2021년01월_여_40~49세,"22,365","1,414","1,058",771,815,"1,957","1,493","1,720","1,201","1,190",899,"2,143","3,297","2,070",843,"1,209",285
2021년01월_여_50~59세,"27,893","1,868","1,171","1,170","1,020","2,643","1,890","2,197","1,535","1,508",806,"2,479","3,526","2,761",902,"1,911",506
2021년01월_여_60~69세,"26,719","1,873","1,419","1,454","1,195","2,448","1,752","1,939","1,544","1,270",828,"2,217","2,863","2,442",818,"1,972",685
2021년01월_여_70~79세,"14,204","1,085",805,856,646,"1,175",876,975,905,502,493,"1,037","1,586","1,265",339,"1,048",611
2021년01월_여_80~89세,"6,325",569,329,378,280,514,380,393,369,221,192,352,778,678,138,434,320
2021년01월_여_90~99세,"1,106",105,58,52,45,79,70,60,67,45,20,68,130,130,36,81,60
2021년01월_여_100세 이상,129,22,9,7,6,7,7,3,18,2,1,2,9,7,6,11,12
