카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021년07월_계_80~89세,"17,051",752,"1,058","1,159","1,073",989,984,710,555,508,795,"1,631","1,265",602,"1,231",955,"1,032",555,672,525
2021년07월_계_90~99세,"2,494",103,180,138,162,140,128,101,68,67,121,222,200,92,136,153,194,86,117,86
2021년07월_계_100세 이상,125,10,7,6,5,4,6,1,4,6,4,8,11,6,23,9,7,4,3,1
2021년07월_남_총인구수,"248,250","11,256","13,027","14,430","18,038","19,025","12,898","10,593","11,856","13,178","9,747","15,965","18,638","9,995","13,146","11,753","15,287","10,932","9,814","8,672"
2021년07월_남_연령구간인구수,"248,250","11,256","13,027","14,430","18,038","19,025","12,898","10,593","11,856","13,178","9,747","15,965","18,638","9,995","13,146","11,753","15,287","10,932","9,814","8,672"
2021년07월_남_0~9세,"16,269",587,851,"1,107","1,027","1,451",592,750,799,"1,031",563,974,"1,144",462,688,532,"1,198","1,207",652,654
2021년07월_남_10~19세,"26,625",876,"1,055","1,097","1,326","2,188","1,673","1,390","2,233","2,942","1,207","1,491","1,722",917,"1,111","1,023","1,534",982,"1,044",814
2021년07월_남_20~29세,"36,425","2,175","1,690","1,736","3,223","3,243","2,373","1,526","1,607","1,525","1,312","2,118","2,601","1,616","1,694","1,778","2,176","1,373","1,410","1,249"
2021년07월_남_30~39세,"31,649","1,438","1,557","2,262","2,668","2,548","1,335","1,199",871,846,971,"2,013","2,416","1,218","1,498","1,387","2,289","2,313","1,403","1,417"
2021년07월_남_40~49세,"39,680","1,709","2,118","2,320","2,722","2,991","1,803","1,821","2,112","2,786","1,594","2,750","2,670","1,441","1,911","1,748","2,459","1,893","1,511","1,321"
2021년07월_남_50~59세,"42,221","1,735","2,214","2,198","2,762","2,939","2,404","1,849","2,351","2,429","1,782","2,655","3,282","1,950","2,382","2,158","2,559","1,434","1,650","1,488"
2021년07월_남_60~69세,"32,548","1,518","2,012","2,102","2,575","2,208","1,698","1,225","1,208","1,043","1,260","2,171","2,936","1,464","2,140","1,783","1,831",998,"1,289","1,087"
2021년07월_남_70~79세,"16,199",875,"1,141","1,166","1,283","1,046",692,572,457,401,751,"1,220","1,314",673,"1,210",969,857,515,606,451
2021년07월_남_80~89세,"5,994",318,340,413,413,369,286,234,201,153,276,519,507,234,474,331,343,190,224,169
2021년07월_남_90~99세,619,24,48,29,38,41,42,27,17,19,31,54,43,19,30,44,41,26,24,22
2021년07월_남_100세 이상,21,1,1,0,1,1,0,0,0,3,0,0,3,1,8,0,0,1,1,0
2021년07월_여_총인구수,"266,948","10,536","13,993","15,770","18,945","20,122","14,009","11,687","12,450","13,891","10,454","18,771","19,877","10,200","13,314","12,473","17,696","11,827","10,873","10,060"
2021년07월_여_연령구간인구수,"266,948","10,536","13,993","15,770","18,945","20,122","14,009","11,687","12,450","13,891","10,454","18,771","19,877","10,200","13,314","12,473","17,696","11,827","10,873","10,060"
2021년07월_여_0~9세,"15,346",552,823,"1,061",966,"1,343",518,695,698,886,543,946,"1,105",490,654,524,"1,133","1,138",623,648
2021년07월_여_10~19세,"24,698",756,999,993,"1,267","2,054","1,324","1,337","2,208","2,665",996,"1,611","1,558",881,915,973,"1,409",975,970,807
2021년07월_여_20~29세,"34,924","1,568","1,472","1,762","3,320","3,367","2,091","1,480","1,515","1,407","1,219","2,063","2,576","1,593","1,502","1,622","2,321","1,366","1,300","1,380"
2021년07월_여_30~39세,"31,910","1,177","1,575","2,257","2,580","2,578","1,360","1,312",962,"1,124",951,"2,146","2,408","1,105","1,341","1,224","2,572","2,403","1,349","1,486"
2021년07월_여_40~49세,"43,705","1,610","2,064","2,244","2,602","3,381","2,259","2,106","2,773","3,604","1,778","2,884","2,921","1,507","1,885","1,795","2,901","1,936","1,845","1,610"
2021년07월_여_50~59세,"44,820","1,696","2,352","2,554","2,939","3,052","2,540","2,004","2,188","2,125","1,792","2,989","3,629","1,945","2,328","2,299","3,093","1,607","1,909","1,779"
2021년07월_여_60~69세,"37,426","1,619","2,466","2,592","2,982","2,439","1,995","1,413","1,100","1,116","1,416","2,774","3,174","1,490","2,300","2,010","2,287","1,313","1,577","1,363"
2021년07월_여_70~79세,"21,083","1,036","1,386","1,446","1,501","1,186","1,132",789,597,558,"1,146","2,070","1,583",743,"1,511","1,284","1,131",661,757,566
2021년07월_여_80~89세,"11,057",434,718,746,660,620,698,476,354,355,519,"1,112",758,368,757,624,689,365,448,356
2021년07월_여_90~99세,"1,875",79,132,109,124,99,86,74,51,48,90,168,157,73,106,109,153,60,93,64
2021년07월_여_100세 이상,104,9,6,6,4,3,6,1,4,3,4,8,8,5,15,9,7,3,2,1
