,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년08월_계_100세 이상,659,74,40,34,70,32,48,38,53,22,38,38,34,14,26,15,16,22,10,9,10,22,24,26,15,3
2021년08월_남_총인구수,"1,325,354","254,837","119,156","135,681","126,304","70,304","77,935","212,607","50,715","51,795","47,126","34,883","134,763","11,698","24,913","12,340","8,155","16,902","20,518","15,830","22,197","59,390","27,439","15,627","24,146","4,930"
2021년08월_남_연령구간인구수,"1,325,354","254,837","119,156","135,681","126,304","70,304","77,935","212,607","50,715","51,795","47,126","34,883","134,763","11,698","24,913","12,340","8,155","16,902","20,518","15,830","22,197","59,390","27,439","15,627","24,146","4,930"
2021년08월_남_0~9세,"93,745","19,754","8,638","11,116","7,995","5,207","5,357","20,329","3,030","2,855","2,593","1,991","10,137",331,974,485,364,762,740,696,931,"4,627","2,288",654,"1,449",196
2021년08월_남_10~19세,"117,142","24,246","11,020","13,226","10,618","6,694","6,984","23,107","4,522","3,566","3,931","2,976","11,886",504,"1,145",624,466,"1,045","1,128","1,032","1,213","5,981","2,347",968,"1,929",230
2021년08월_남_20~29세,"158,381","32,745","15,887","16,858","14,716","8,012","8,977","30,933","5,570","5,864","4,497","3,496","19,907",848,"1,706",983,638,"1,332","1,563","1,391","1,954","6,717","2,312","1,122","2,584",514
2021년08월_남_30~39세,"151,084","30,776","14,147","16,629","13,270","7,688","7,952","34,027","4,406","5,008","3,832","2,905","17,853",712,"1,712",922,541,"1,173","1,403","1,146","1,719","7,611","2,697",988,"2,251",492
2021년08월_남_40~49세,"197,136","38,702","18,384","20,318","18,770","10,115","11,225","36,757","6,967","6,788","5,878","4,575","21,372","1,191","2,623","1,314",963,"2,040","2,355","2,041","2,695","11,021","3,868","1,787","3,318",771
2021년08월_남_50~59세,"235,361","44,774","21,265","23,509","24,085","12,256","13,236","35,556","8,963","9,643","8,623","6,129","22,867","2,337","4,520","2,433","1,592","3,228","3,777","3,268","4,494","10,738","4,176","3,021","4,576","1,069"
2021년08월_남_60~69세,"213,440","40,250","18,870","21,380","21,139","11,440","12,983","21,813","9,202","9,805","9,385","6,802","18,163","2,936","6,116","2,842","1,813","3,639","4,993","3,454","5,150","7,662","4,888","3,695","4,328",942
2021년08월_남_70~79세,"108,946","17,789","8,425","9,364","11,118","5,879","7,451","7,245","5,318","5,717","5,421","3,977","8,942","1,858","3,874","1,783","1,129","2,362","3,038","1,838","2,754","3,393","3,036","2,108","2,421",495
2021년08월_남_80~89세,"46,041","5,398","2,362","3,036","4,232","2,741","3,454","2,609","2,494","2,351","2,709","1,855","3,362",910,"2,061",888,588,"1,223","1,393",883,"1,178","1,479","1,698","1,162","1,173",200
2021년08월_남_90~99세,"3,983",390,150,240,348,269,307,228,234,193,253,169,268,70,179,63,59,95,127,77,109,159,127,121,117,21
2021년08월_남_100세 이상,95,13,8,5,13,3,9,3,9,5,4,8,6,1,3,3,2,3,1,4,0,2,2,1,0,0
2021년08월_여_총인구수,"1,304,900","248,507","111,394","137,113","126,040","69,826","79,599","201,206","51,543","50,086","48,893","36,162","133,172","11,155","26,039","12,433","8,195","18,776","21,218","14,962","20,683","54,631","28,407","15,342","23,979","4,046"
2021년08월_여_연령구간인구수,"1,304,900","248,507","111,394","137,113","126,040","69,826","79,599","201,206","51,543","50,086","48,893","36,162","133,172","11,155","26,039","12,433","8,195","18,776","21,218","14,962","20,683","54,631","28,407","15,342","23,979","4,046"
2021년08월_여_0~9세,"88,360","18,349","8,045","10,304","7,652","4,871","4,892","19,265","2,797","2,766","2,389","1,880","9,824",294,872,467,330,777,691,652,928,"4,297","2,218",614,"1,348",187
2021년08월_여_10~19세,"105,906","21,999","9,960","12,039","9,738","5,632","6,404","21,139","4,132","3,067","3,507","2,508","11,052",415,"1,067",544,439,991,"1,071",899,990,"5,436","2,118",865,"1,670",223
2021년08월_여_20~29세,"121,197","24,091","10,782","13,309","11,343","6,328","7,506","24,448","4,016","4,046","3,283","2,677","16,588",554,"1,243",643,452,963,"1,099",973,"1,299","5,034","1,779",743,"1,770",319
2021년08월_여_30~39세,"131,676","27,179","11,893","15,286","11,560","6,894","7,261","29,741","3,807","4,186","3,306","2,587","15,326",515,"1,349",668,449,"1,080","1,201",968,"1,459","6,429","2,692",819,"1,865",335
2021년08월_여_40~49세,"181,028","37,981","17,056","20,925","17,293","9,092","10,479","35,952","6,537","5,584","5,205","3,966","20,284",842,"1,873",991,656,"1,674","1,903","1,581","1,854","9,459","3,303","1,289","2,753",477
2021년08월_여_50~59세,"218,513","44,311","19,600","24,711","22,423","11,207","12,472","34,193","8,432","8,384","7,629","5,657","22,783","1,769","3,796","2,115","1,252","2,750","3,310","2,472","3,647","9,101","3,779","2,538","3,774",719
2021년08월_여_60~69세,"215,079","41,913","19,312","22,601","21,697","11,678","13,735","20,694","9,938","9,593","9,626","7,133","18,907","2,598","6,000","2,850","1,761","3,938","4,856","3,059","4,582","7,032","4,873","3,380","4,381",855
2021년08월_여_70~79세,"133,477","20,066","9,220","10,846","13,720","7,509","9,135","9,017","6,427","6,956","6,993","5,163","11,063","2,131","4,964","2,202","1,462","3,429","3,609","2,290","3,123","4,265","3,712","2,547","3,130",564
2021년08월_여_80~89세,"93,348","10,717","4,718","5,999","9,100","5,600","6,504","5,721","4,556","4,832","5,836","3,875","6,381","1,754","4,202","1,671","1,174","2,703","2,965","1,804","2,385","3,066","3,356","2,140","2,704",302
2021년08월_여_90~99세,"15,752","1,840",776,"1,064","1,457",986,"1,172","1,001",857,655,"1,085",686,936,270,650,270,206,452,504,259,406,492,555,382,569,62
2021년08월_여_100세 이상,564,61,32,29,57,29,39,35,44,17,34,30,28,13,23,12,14,19,9,5,10,20,22,25,15,3
