,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년09월_계_80~89세,"11,870",503,647,729,579,584,427,558,362,409,681,475,440,226,776,452,666,407,774,397,378,563,216,621
2021년09월_계_90~99세,"1,722",67,75,82,93,85,55,79,63,54,91,64,44,37,133,77,102,54,114,89,64,76,36,88
2021년09월_계_100세 이상,60,2,5,2,2,2,4,3,4,0,1,2,2,2,2,1,6,2,3,4,2,2,0,7
2021년09월_남_총인구수,"233,248","11,148","7,773","8,723","7,959","8,208","5,884","13,143","9,439","5,787","11,449","11,080","12,525","6,028","7,078","10,562","20,582","7,472","24,630","1,924","8,346","17,439","6,457","9,612"
2021년09월_남_연령구간인구수,"233,248","11,148","7,773","8,723","7,959","8,208","5,884","13,143","9,439","5,787","11,449","11,080","12,525","6,028","7,078","10,562","20,582","7,472","24,630","1,924","8,346","17,439","6,457","9,612"
2021년09월_남_0~9세,"18,661","1,038",375,461,547,517,305,879,568,409,924,600,686,188,369,892,"2,668",630,"3,103",56,784,"1,608",462,592
2021년09월_남_10~19세,"25,007","1,543",524,704,771,638,314,"1,242",644,530,"1,246",853,954,292,652,"1,428","2,506",833,"3,118",86,"1,774","2,166",667,"1,522"
2021년09월_남_20~29세,"37,452","1,437","1,413","1,357","1,056","1,134","1,125","2,515","2,116",800,"1,654","2,282","2,884","1,564",988,"1,492","2,525","1,299","3,433",158,858,"2,645","1,317","1,400"
2021년09월_남_30~39세,"33,223","1,273",900,986,877,"1,113","1,119","2,346","1,918",729,"1,338","2,001","2,288","1,130",780,"1,272","3,147","1,027","3,821",151,549,"2,586","1,051",821
2021년09월_남_40~49세,"37,059","2,023",993,"1,222","1,108","1,153",899,"2,083","1,487",891,"1,885","1,528","1,901",847,887,"1,533","3,941","1,035","4,453",244,"1,774","2,778",946,"1,448"
2021년09월_남_50~59세,"37,262","1,761","1,292","1,441","1,386","1,451",808,"2,057","1,165",939,"1,873","1,594","1,937",973,"1,321","1,776","2,789","1,295","3,811",367,"1,361","3,034","1,065","1,766"
2021년09월_남_60~69세,"27,788","1,239","1,292","1,442","1,396","1,289",746,"1,337",949,852,"1,462","1,446","1,292",687,"1,283","1,556","1,974",859,"1,861",447,677,"1,835",661,"1,206"
2021년09월_남_70~79세,"12,062",612,718,794,595,651,398,467,432,459,773,585,432,262,552,442,750,333,773,256,386,566,205,621
2021년09월_남_80~89세,"4,336",205,245,299,200,241,152,203,146,168,272,179,143,79,215,153,254,143,240,142,159,206,75,217
2021년09월_남_90~99세,386,16,20,17,22,20,17,14,14,10,22,11,8,5,30,18,26,18,17,17,22,15,8,19
2021년09월_남_100세 이상,12,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,0
2021년09월_여_총인구수,"241,196","11,471","7,562","8,629","8,328","7,964","6,442","14,252","9,861","6,135","12,452","10,577","12,528","5,249","7,801","10,919","21,266","8,227","25,761","1,799","8,620","18,610","6,415","10,328"
2021년09월_여_연령구간인구수,"241,196","11,471","7,562","8,629","8,328","7,964","6,442","14,252","9,861","6,135","12,452","10,577","12,528","5,249","7,801","10,919","21,266","8,227","25,761","1,799","8,620","18,610","6,415","10,328"
2021년09월_여_0~9세,"17,498",994,328,381,483,430,276,772,569,377,905,509,692,179,380,838,"2,573",615,"2,901",34,743,"1,503",469,547
2021년09월_여_10~19세,"23,557","1,499",476,655,672,582,303,"1,126",604,537,"1,360",762,"1,033",248,618,"1,231","2,379",757,"3,004",83,"1,639","2,015",608,"1,366"
2021년09월_여_20~29세,"36,028","1,378","1,146","1,119",917,993,"1,329","2,973","2,468",796,"1,536","2,012","2,743","1,347",850,"1,203","2,478","1,466","3,358",130,769,"2,755","1,032","1,230"
2021년09월_여_30~39세,"31,688","1,289",719,818,836,891,"1,031","2,311","1,677",684,"1,351","1,456","1,935",772,728,"1,339","3,399","1,013","3,994",112,745,"2,784",957,847
2021년09월_여_40~49세,"39,472","2,241",805,"1,084","1,138","1,076",793,"2,324","1,339",904,"2,071","1,528","1,853",639,"1,031","1,824","3,932","1,267","4,936",157,"2,193","3,354","1,080","1,903"
2021년09월_여_50~59세,"39,611","1,750","1,322","1,479","1,649","1,415",918,"2,233","1,353","1,012","2,097","1,761","2,087",910,"1,457","2,096","2,989","1,495","3,865",302,"1,157","3,296","1,179","1,789"
2021년09월_여_60~69세,"30,150","1,338","1,478","1,691","1,481","1,397",942,"1,471","1,055",995,"1,749","1,606","1,374",676,"1,348","1,513","2,174",837,"2,112",332,684,"1,836",660,"1,401"
2021년09월_여_70~79세,"14,274",632,827,905,701,771,534,619,527,545,904,593,476,298,724,516,850,475,957,318,429,647,261,765
2021년09월_여_80~89세,"7,534",298,402,430,379,343,275,355,216,241,409,296,297,147,561,299,412,264,534,255,219,357,141,404
2021년09월_여_90~99세,"1,336",51,55,65,71,65,38,65,49,44,69,53,36,32,103,59,76,36,97,72,42,61,28,69
2021년09월_여_100세 이상,48,1,4,2,1,1,3,3,4,0,1,1,2,1,1,1,4,2,3,4,0,2,0,7
