,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년11월_남_0~9세,"10,693",24,315,22,"1,108",144,75,37,8,11,29,116,47,78,65,145,63,77,371,243,614,893,352,392,532,"1,406","2,357",617,507,36,9
2020년11월_남_10~19세,"13,769",47,335,38,"1,032",177,164,79,18,18,46,150,114,165,121,181,120,123,485,306,984,"1,137",583,645,483,"2,065","2,396","1,045",612,71,29
2020년11월_남_20~29세,"19,174",110,436,77,"1,270",274,323,93,32,31,97,243,200,235,204,393,238,261,734,419,"1,413","1,470","1,088",775,594,"2,967","2,462","2,021",476,169,69
2020년11월_남_30~39세,"16,731",80,436,52,"1,350",248,230,79,38,14,82,256,197,201,173,354,171,247,648,367,"1,042","1,289",735,632,706,"2,115","2,828","1,393",600,122,46
2020년11월_남_40~49세,"22,221",164,767,101,"1,682",497,392,166,68,55,164,338,207,328,310,453,252,403,875,496,"1,386","1,696",984,829,846,"2,704","3,186","1,732",867,179,94
2020년11월_남_50~59세,"25,404",255,779,165,"1,821",611,718,286,102,91,277,375,265,382,358,547,316,518,"1,012",556,"1,604","1,775","1,233",934,776,"3,086","3,132","2,402",590,292,146
2020년11월_남_60~69세,"20,168",317,790,237,"1,317",624,749,340,178,81,264,441,274,425,397,581,354,551,994,660,"1,452","1,396",891,692,730,"1,651","1,657","1,431",333,243,118
2020년11월_남_70~79세,"11,100",242,448,178,614,465,496,264,151,74,152,347,233,314,343,453,282,455,613,364,592,644,392,285,467,682,576,563,188,152,71
2020년11월_남_80~89세,"3,554",109,177,77,238,206,185,116,58,32,55,72,92,92,101,125,94,133,166,86,215,183,110,65,126,165,162,165,50,60,39
2020년11월_남_90~99세,285,9,15,9,18,15,27,8,7,4,3,9,6,9,7,9,4,11,5,6,12,15,6,3,7,10,18,19,2,8,4
2020년11월_남_100세 이상,17,0,0,0,1,2,0,1,0,0,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2020년11월_여_총인구수,"137,433","1,350","4,158",985,"10,021","3,042","3,155","1,387",688,414,909,"2,277","1,599","2,238","1,974","2,992","1,946","2,697","5,786","3,502","9,607","10,331","5,572","5,145","5,222","15,916","18,669","10,187","3,981","1,111",572
2020년11월_여_연령구간인구수,"137,433","1,350","4,158",985,"10,021","3,042","3,155","1,387",688,414,909,"2,277","1,599","2,238","1,974","2,992","1,946","2,697","5,786","3,502","9,607","10,331","5,572","5,145","5,222","15,916","18,669","10,187","3,981","1,111",572
2020년11월_여_0~9세,"10,321",29,282,18,993,127,63,30,6,10,27,123,58,75,47,101,89,94,372,233,638,808,335,387,529,"1,365","2,307",615,505,36,19
2020년11월_여_10~19세,"12,733",47,324,36,"1,023",140,133,62,20,20,37,131,95,141,111,130,133,144,434,317,908,"1,115",508,574,439,"1,907","2,159","1,026",526,57,36
2020년11월_여_20~29세,"14,641",83,314,58,941,184,244,51,33,25,67,179,185,171,149,301,193,197,551,325,"1,127","1,184",727,669,491,"2,124","2,187","1,364",388,84,45
2020년11월_여_30~39세,"14,376",43,391,38,"1,279",191,145,44,20,15,52,193,120,155,106,229,131,200,504,349,958,"1,148",537,521,667,"1,898","2,867",909,583,64,19
2020년11월_여_40~49세,"19,857",80,517,50,"1,519",237,227,83,24,32,63,225,148,245,186,307,192,224,719,434,"1,400","1,710",832,895,721,"2,863","3,377","1,610",796,105,36
2020년11월_여_50~59세,"23,167",210,641,159,"1,688",448,516,170,85,45,187,345,224,348,295,500,298,404,"1,085",596,"1,812","1,694","1,006",948,779,"2,854","2,966","2,133",448,193,90
2020년11월_여_60~69세,"20,501",302,808,212,"1,223",616,627,320,132,85,206,518,327,533,461,683,445,678,"1,113",686,"1,540","1,373",790,690,808,"1,663","1,636","1,336",370,218,102
2020년11월_여_70~79세,"13,358",330,555,212,773,589,634,343,180,100,145,381,307,394,420,499,287,506,693,400,770,800,516,307,500,756,702,704,250,186,119
2020년11월_여_80~89세,"7,075",186,277,169,502,411,466,247,149,68,98,150,118,151,169,203,144,211,269,135,386,411,274,122,235,395,385,417,100,140,87
2020년11월_여_90~99세,"1,314",38,48,32,75,96,95,35,37,13,24,30,16,17,26,34,32,32,38,24,67,88,46,31,46,86,82,72,15,20,19
2020년11월_여_100세 이상,90,2,1,1,5,3,5,2,2,1,3,2,1,8,4,5,2,7,8,3,1,0,1,1,7,5,1,1,0,8,0
