,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년03월_계_80~89세,"25,081","6,325",432,358,309,539,501,424,447,459,470,472,267,300,128,878,77,171,93,"5,751",957,394,197,692,285,775,651,409,351,469,571,"13,005",735,653,260,241,407,896,658,522,897,442,618,396,467,597,773,359,417,475,"1,075",484,"1,251",382
2021년03월_계_90~99세,"4,090",906,55,57,41,58,62,63,49,74,58,70,32,43,35,150,17,28,14,813,141,51,23,86,28,89,87,58,55,87,108,"2,371",127,99,45,38,71,114,125,106,159,78,135,77,92,105,143,57,75,84,197,95,281,68
2021년03월_계_100세 이상,210,75,3,5,2,3,6,2,1,23,7,7,3,1,2,6,0,1,3,59,8,1,33,3,0,2,2,6,1,1,2,76,4,3,2,1,4,6,4,1,3,1,5,1,6,3,11,2,3,2,2,2,9,1
2021년03월_남_총인구수,"462,773","120,965","7,025","9,919","5,887","7,958","7,807","6,878","6,778","6,566","8,053","7,802","4,331","4,907","6,107","22,412","2,545","4,310","1,680","109,074","17,525","7,298","3,565","12,451","5,168","12,060","13,315","7,052","6,519","10,627","13,494","232,734","12,943","8,570","5,125","6,952","9,833","14,613","7,497","7,507","15,582","9,207","12,602","6,677","8,699","7,969","14,269","11,644","12,078","13,296","13,501","8,573","15,066","10,531"
2021년03월_남_연령구간인구수,"462,773","120,965","7,025","9,919","5,887","7,958","7,807","6,878","6,778","6,566","8,053","7,802","4,331","4,907","6,107","22,412","2,545","4,310","1,680","109,074","17,525","7,298","3,565","12,451","5,168","12,060","13,315","7,052","6,519","10,627","13,494","232,734","12,943","8,570","5,125","6,952","9,833","14,613","7,497","7,507","15,582","9,207","12,602","6,677","8,699","7,969","14,269","11,644","12,078","13,296","13,501","8,573","15,066","10,531"
2021년03월_남_0~9세,"34,573","7,806",250,865,209,268,357,310,341,186,377,542,210,289,360,"2,512",261,388,81,"6,717",776,456,211,663,352,674,855,276,281,705,"1,468","20,050","1,019",663,563,530,732,"1,029",499,689,"1,245",732,"1,184",524,648,623,"1,125","1,520","1,406","1,453",964,693,"1,086","1,123"
2021년03월_남_10~19세,"44,550","8,849",383,803,340,381,571,457,591,362,573,680,364,475,246,"2,035",251,252,85,"8,460",986,453,220,981,486,"1,020",929,475,480,958,"1,472","27,241","1,541","1,154",972,"1,264",961,"1,616",729,920,"2,206","1,202","1,561",991,678,909,"1,012","1,782","1,527","1,605","1,160",822,"1,416","1,213"
2021년03월_남_20~29세,"67,166","18,384","1,081","1,323",909,"1,444","1,321","1,110","1,124",980,"1,206","1,131",599,691,"1,215","2,819",466,668,297,"16,059","2,972",847,481,"1,862",882,"1,926","1,865",941,963,"1,643","1,677","32,723","1,926","1,182",507,950,"1,653","2,138","1,034","1,041","2,239","1,457","1,739",913,"1,405","1,035","2,131","1,140","1,518","1,882","1,978","1,318","2,299","1,238"
2021년03월_남_30~39세,"69,070","18,952","1,049","1,718",892,"1,214","1,177",933,899,858,"1,154","1,131",574,570,"1,533","3,485",478,986,301,"16,785","3,365",973,606,"1,895",691,"1,655","2,219",897,910,"1,511","2,063","33,333","1,803","1,126",357,776,"1,795","2,288","1,459","1,102","2,021","1,184","1,722",602,"1,433",970,"2,827","1,331","1,606","1,716","2,253","1,358","2,196","1,408"
2021년03월_남_40~49세,"76,761","19,644","1,158","1,515",953,"1,207","1,171","1,045","1,065",968,"1,187","1,252",773,836,"1,212","4,119",411,545,227,"17,222","2,665","1,227",552,"1,948",801,"1,805","2,180","1,074",968,"1,553","2,449","39,895","2,106","1,625","1,184","1,443","1,529","2,615","1,199","1,314","2,861","1,447","2,107","1,043","1,365","1,239","2,195","2,496","2,265","2,212","2,020","1,394","2,289","1,947"
2021년03월_남_50~59세,"77,475","20,700","1,387","1,657","1,169","1,405","1,423","1,322","1,227","1,375","1,433","1,339",719,881,738,"3,431",302,655,237,"19,143","2,826","1,451",607,"2,173",877,"2,200","2,321","1,557","1,303","1,877","1,951","37,632","2,081","1,482",834,"1,122","1,446","2,442","1,123","1,171","2,530","1,621","2,076","1,192","1,263","1,249","2,116","1,810","1,994","2,292","2,138","1,414","2,499","1,737"
2021년03월_남_60~69세,"56,487","16,375","1,080","1,323",857,"1,208","1,072","1,076",883,"1,102","1,247","1,008",614,679,515,"2,684",243,516,268,"15,495","2,371","1,215",572,"1,790",641,"1,650","1,881","1,166","1,038","1,639","1,532","24,617","1,428",673,376,546,"1,032","1,244",849,692,"1,376",986,"1,310",845,"1,146","1,116","1,821",991,"1,138","1,391","1,689",927,"1,801","1,240"
2021년03월_남_70~79세,"26,297","7,740",489,566,432,618,533,458,466,551,663,520,360,359,230,"1,006",104,245,140,"7,002","1,166",520,227,859,338,821,820,535,460,586,670,"11,555",696,383,210,224,479,778,398,329,687,395,624,382,543,551,778,414,451,570,852,423,914,474
2021년03월_남_80~89세,"9,327","2,284",134,129,115,196,173,151,174,153,197,181,111,117,52,288,25,48,40,"2,025",362,144,80,261,96,291,226,119,108,144,194,"5,018",306,248,109,86,187,413,177,218,374,166,242,167,192,249,236,148,156,149,392,196,469,138
2021년03월_남_90~99세,"1,014",207,13,18,10,17,8,15,8,23,13,14,7,9,6,31,4,7,4,155,34,12,4,19,4,18,18,10,8,11,17,652,35,34,11,11,18,46,29,30,42,17,35,17,25,28,28,12,16,26,55,28,96,13
2021년03월_남_100세 이상,53,24,1,2,1,0,1,1,0,8,3,4,0,1,0,2,0,0,0,11,2,0,5,0,0,0,1,2,0,0,1,18,2,0,2,0,1,4,1,1,1,0,2,1,1,0,0,0,1,0,0,0,1,0
2021년03월_여_총인구수,"471,535","118,019","6,293","10,305","5,372","7,571","7,749","6,538","6,614","6,053","7,975","7,970","4,082","5,017","4,974","23,434","2,203","4,398","1,471","106,262","16,309","6,441","3,367","12,982","5,388","12,176","12,421","6,499","5,926","10,464","14,289","247,254","13,376","9,419","5,442","7,075","9,840","16,372","8,318","7,990","16,693","9,433","13,272","6,956","8,874","8,728","14,736","12,106","12,710","14,258","15,175","9,138","16,300","11,043"
2021년03월_여_연령구간인구수,"471,535","118,019","6,293","10,305","5,372","7,571","7,749","6,538","6,614","6,053","7,975","7,970","4,082","5,017","4,974","23,434","2,203","4,398","1,471","106,262","16,309","6,441","3,367","12,982","5,388","12,176","12,421","6,499","5,926","10,464","14,289","247,254","13,376","9,419","5,442","7,075","9,840","16,372","8,318","7,990","16,693","9,433","13,272","6,956","8,874","8,728","14,736","12,106","12,710","14,258","15,175","9,138","16,300","11,043"
2021년03월_여_0~9세,"33,026","7,621",236,903,220,246,385,294,335,183,408,514,188,273,347,"2,436",241,332,80,"6,385",789,399,195,700,302,598,789,252,275,726,"1,360","19,020",964,611,605,509,697,994,407,634,"1,192",676,"1,081",482,640,646,"1,047","1,445","1,271","1,380",946,631,"1,116","1,046"
2021년03월_여_10~19세,"42,294","8,436",339,810,291,375,496,469,583,297,517,611,331,446,230,"2,118",202,258,63,"7,930",947,402,217,"1,024",518,917,871,472,391,797,"1,374","25,928","1,394","1,050",973,"1,144",956,"1,687",626,840,"2,127","1,080","1,558",849,610,854,"1,030","1,647","1,522","1,475","1,173",851,"1,297","1,185"
2021년03월_여_20~29세,"63,949","16,591",906,"1,322",836,"1,368","1,191",841,937,808,"1,136","1,008",457,682,"1,061","2,826",267,726,219,"14,981","2,911",704,461,"1,991",916,"1,701","1,582",793,822,"1,452","1,648","32,377","1,776","1,274",450,899,"1,450","2,569","1,014",962,"2,316","1,279","1,625",865,"1,316","1,085","1,993","1,188","1,518","1,918","2,051","1,400","2,224","1,205"
2021년03월_여_30~39세,"66,687","16,511",735,"1,639",654,947,967,777,723,607,947,"1,066",458,524,"1,046","3,888",402,917,214,"14,420","2,474",896,492,"1,783",683,"1,378","1,770",709,647,"1,372","2,216","35,756","1,778","1,293",508,773,"1,646","2,666","1,456","1,199","2,176","1,180","1,864",720,"1,413","1,107","2,486","1,716","1,942","2,012","2,414","1,391","2,305","1,711"
2021년03월_여_40~49세,"78,697","17,455",838,"1,567",751,926,"1,069",931,"1,044",775,"1,087","1,188",622,799,788,"3,972",360,543,195,"15,447","2,137",929,467,"1,870",805,"1,796","1,773",858,800,"1,490","2,522","45,795","2,472","2,066","1,416","1,695","1,687","3,325","1,430","1,499","3,400","1,785","2,465","1,313","1,369","1,497","2,141","2,762","2,392","2,466","2,328","1,538","2,656","2,093"
2021년03월_여_50~59세,"77,512","19,936","1,107","1,828",985,"1,289","1,362","1,215","1,138","1,156","1,420","1,395",713,863,617,"3,662",296,660,230,"18,702","2,678","1,113",590,"2,179",884,"2,223","2,258","1,298","1,211","2,030","2,238","38,874","2,204","1,385",655,"1,021","1,493","2,394","1,248","1,238","2,529","1,676","2,102","1,214","1,420","1,330","2,421","1,619","1,976","2,516","2,426","1,511","2,722","1,774"
2021년03월_여_60~69세,"58,887","17,386","1,166","1,416",884,"1,240","1,195","1,063",948,"1,158","1,365","1,163",681,751,549,"2,738",262,542,265,"15,714","2,338","1,082",528,"1,941",683,"1,808","1,929","1,178",984,"1,538","1,705","25,787","1,512",716,390,582,"1,096","1,304",922,764,"1,446",978,"1,350",808,"1,155","1,145","2,004","1,009","1,246","1,471","1,866",945,"1,818","1,260"
2021년03월_여_70~79세,"31,496","9,292",624,549,525,793,697,626,591,697,773,675,448,462,229,"1,081",108,275,139,"8,251","1,327",626,253,993,384,"1,198",954,597,505,657,757,"13,953",753,551,260,269,539,880,635,474,865,441,748,416,604,636,951,462,521,634,"1,144",514,"1,187",469
2021년03월_여_80~89세,"15,754","4,041",298,229,194,343,328,273,273,306,273,291,156,183,76,590,52,123,53,"3,726",595,250,117,431,189,484,425,290,243,325,377,"7,987",429,405,151,155,220,483,481,304,523,276,376,229,275,348,537,211,261,326,683,288,782,244
2021년03월_여_90~99세,"3,076",699,42,39,31,41,54,48,41,51,45,56,25,34,29,119,13,21,10,658,107,39,19,67,24,71,69,48,47,76,91,"1,719",92,65,34,27,53,68,96,76,117,61,100,60,67,77,115,45,59,58,142,67,185,55
2021년03월_여_100세 이상,157,51,2,3,1,3,5,1,1,15,4,3,3,0,2,4,0,1,3,48,6,1,28,3,0,2,1,4,1,1,1,58,2,3,0,1,3,2,3,0,2,1,3,0,5,3,11,2,2,2,2,2,8,1
