카테고리,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2020년08월_남_총인구수,"775,113","139,086","175,152","105,651","45,887","21,749","40,742","33,268","35,613","23,783","20,023","21,350","19,235","23,280","13,440","11,816","17,026","13,852","14,160"
2020년08월_남_연령구간인구수,"775,113","139,086","175,152","105,651","45,887","21,749","40,742","33,268","35,613","23,783","20,023","21,350","19,235","23,280","13,440","11,816","17,026","13,852","14,160"
2020년08월_남_0~9세,"54,767","11,197","14,576","7,068","3,483","1,387","2,976","1,994","1,939","1,167",908,959,910,"1,711",928,897,"1,298",666,703
2020년08월_남_10~19세,"72,409","14,109","18,764","10,139","4,607","2,011","3,895","2,736","2,719","1,886","1,599","1,567","1,345","1,993",926,"1,063","1,188",880,982
2020년08월_남_20~29세,"100,634","19,773","23,992","13,719","5,493","2,111","5,059","4,150","4,207","2,181","1,900","1,956","1,606","3,804","2,684","2,060","2,689","1,853","1,397"
2020년08월_남_30~39세,"87,933","17,487","23,051","11,445","4,968","2,038","4,960","3,216","3,372","1,843","1,559","1,724","1,805","2,592","1,670","1,444","2,219","1,257","1,283"
2020년08월_남_40~49세,"115,854","21,063","28,324","16,517","7,656","3,458","6,225","4,993","4,472","2,842","2,578","2,944","2,887","3,096","1,504","1,397","2,227","1,734","1,937"
2020년08월_남_50~59세,"138,066","23,592","30,425","18,449","8,078","3,999","7,466","6,088","6,799","4,678","4,093","4,355","3,894","3,885","2,147","1,893","2,821","2,646","2,758"
2020년08월_남_60~69세,"117,102","18,065","21,922","15,788","6,542","3,742","6,016","5,471","6,955","5,184","4,119","4,493","3,886","3,187","1,972","1,760","2,707","2,601","2,692"
2020년08월_남_70~79세,"60,768","9,168","9,570","8,702","3,638","2,194","2,942","3,184","3,453","2,719","2,218","2,324","2,057","2,133","1,075",881,"1,298","1,520","1,692"
2020년08월_남_80~89세,"24,821","4,127","4,103","3,464","1,308",726,"1,063","1,317","1,518","1,147",940,943,750,791,472,378,507,615,652
2020년08월_남_90~99세,"2,500",459,399,333,105,57,127,107,170,125,94,74,75,76,55,37,67,77,63
2020년08월_남_100세 이상,259,46,26,27,9,26,13,12,9,11,15,11,20,12,7,6,5,3,1
2020년08월_여_총인구수,"765,576","142,768","177,812","107,284","44,661","21,231","41,601","32,440","33,554","22,626","18,750","20,392","17,771","21,553","11,362","10,513","14,545","13,005","13,708"
2020년08월_여_연령구간인구수,"765,576","142,768","177,812","107,284","44,661","21,231","41,601","32,440","33,554","22,626","18,750","20,392","17,771","21,553","11,362","10,513","14,545","13,005","13,708"
2020년08월_여_0~9세,"52,265","10,630","14,007","6,642","3,275","1,287","2,927","1,935","1,907","1,048",798,971,851,"1,662",924,870,"1,231",636,664
2020년08월_여_10~19세,"66,659","13,030","17,393","9,142","4,232","1,853","3,639","2,529","2,532","1,728","1,372","1,403","1,255","1,854",887,"1,037","1,111",767,895
2020년08월_여_20~29세,"78,633","17,330","21,220","11,350","3,860","1,566","3,912","3,247","2,732","1,675","1,402","1,421","1,234","2,057","1,170","1,039","1,371","1,068",979
2020년08월_여_30~39세,"79,718","16,929","22,343","10,370","4,409","1,857","4,318","2,724","2,801","1,643","1,291","1,465","1,373","2,140","1,190","1,153","1,662",960,"1,090"
2020년08월_여_40~49세,"109,463","21,441","29,085","15,883","7,044","3,048","6,307","4,040","3,852","2,282","2,104","2,448","2,096","2,659","1,260","1,170","1,773","1,363","1,608"
2020년08월_여_50~59세,"130,618","23,491","30,080","18,333","7,546","3,460","7,672","5,358","6,096","4,170","3,331","3,801","3,223","3,425","1,831","1,677","2,492","2,269","2,363"
2020년08월_여_60~69세,"118,570","19,245","22,395","17,182","7,062","3,880","6,424","5,471","6,482","4,752","3,812","4,180","3,516","3,383","1,711","1,552","2,328","2,473","2,722"
2020년08월_여_70~79세,"75,068","11,859","12,108","10,806","4,431","2,714","3,824","4,049","3,864","2,924","2,667","2,714","2,505","2,659","1,375","1,156","1,425","2,008","1,980"
2020년08월_여_80~89세,"45,499","7,318","7,726","6,219","2,374","1,320","2,084","2,583","2,803","1,992","1,684","1,683","1,417","1,400",850,744,965,"1,193","1,144"
2020년08월_여_90~99세,"8,503","1,430","1,373","1,278",407,210,473,466,452,390,253,276,271,280,156,107,178,255,248
2020년08월_여_100세 이상,580,65,82,79,21,36,21,38,33,22,36,30,30,34,8,8,9,13,15
