카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년08월_남_90~99세,396,19,25,20,12,11,35,28,27,17,19,12,23,10,23,20,10,16,22,30,17
2020년08월_남_100세 이상,31,0,4,1,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년08월_여_총인구수,"265,772","16,470","18,398","14,439","7,605","11,678","11,152","14,290","14,695","8,595","12,743","8,987","11,072","7,865","12,852","10,376","20,185","10,476","16,165","16,310","21,419"
2020년08월_여_연령구간인구수,"265,772","16,470","18,398","14,439","7,605","11,678","11,152","14,290","14,695","8,595","12,743","8,987","11,072","7,865","12,852","10,376","20,185","10,476","16,165","16,310","21,419"
2020년08월_여_0~9세,"21,013","1,630","1,777",746,339,620,822,839,916,406,922,657,787,332,749,877,"2,979",660,"1,456","1,235","2,264"
2020년08월_여_10~19세,"24,650","1,571","2,161",841,511,821,"1,027","1,106","1,187",555,"1,242",823,938,518,"1,188","1,081","1,726",915,"1,794","1,635","3,010"
2020년08월_여_20~29세,"34,550","2,133","2,103","3,489","1,029","1,576","1,372","2,004","2,110","1,019","1,581","1,208","1,376","1,021","1,663","1,105","2,042","1,309","1,959","2,096","2,355"
2020년08월_여_30~39세,"35,983","2,531","2,469","2,469",756,"1,537","1,422","1,781","1,983",965,"1,535","1,065","1,387",829,"1,432","1,249","4,076","1,111","2,233","2,125","3,028"
2020년08월_여_40~49세,"43,988","2,697","3,512","2,087","1,079","1,687","1,885","2,108","2,269","1,139","2,121","1,429","1,728",999,"2,035","1,766","3,487","1,655","2,891","2,803","4,611"
2020년08월_여_50~59세,"45,952","2,674","2,911","2,225","1,544","2,131","1,909","2,705","2,707","1,647","2,303","1,651","2,015","1,596","2,563","1,826","2,627","2,147","2,746","2,817","3,208"
2020년08월_여_60~69세,"33,135","1,888","2,063","1,473","1,182","1,696","1,485","2,048","1,958","1,360","1,806","1,222","1,605","1,399","1,675","1,453","2,008","1,462","1,756","1,878","1,718"
2020년08월_여_70~79세,"16,714",826,941,745,733,"1,022",799,"1,096",964,889,815,617,727,794,892,659,807,770,831,"1,041",746
2020년08월_여_80~89세,"8,118",409,370,316,363,488,358,508,492,531,339,256,424,310,531,304,358,376,402,575,408
2020년08월_여_90~99세,"1,566",105,83,47,60,92,70,85,99,82,66,54,82,66,119,55,73,69,95,96,68
2020년08월_여_100세 이상,103,6,8,1,9,8,3,10,10,2,13,5,3,1,5,1,2,2,2,9,3
