카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021년01월_계_90~99세,"2,264",98,74,89,170,126,70,84,68,108,45,94,99,90,140,47,83,74,256,111,103,75,160
2021년01월_계_100세 이상,301,10,20,20,18,30,7,15,14,22,8,27,22,11,15,13,9,8,10,4,7,4,7
2021년01월_남_총인구수,"257,647","7,688","10,832","10,105","12,539","12,641","6,586","14,296","12,472","18,936","9,597","17,269","17,300","10,467","15,762","3,201","10,710","11,307","20,991","11,788","7,679","8,575","6,906"
2021년01월_남_연령구간인구수,"257,647","7,688","10,832","10,105","12,539","12,641","6,586","14,296","12,472","18,936","9,597","17,269","17,300","10,467","15,762","3,201","10,710","11,307","20,991","11,788","7,679","8,575","6,906"
2021년01월_남_0~9세,"18,853",509,339,566,"1,017","1,165",461,"1,259","1,047","1,064",381,515,"1,479",847,"1,490",197,840,864,"2,234","1,195",387,678,319
2021년01월_남_10~19세,"30,827",845,424,688,"1,347","1,201",747,"1,936","3,105","3,744","1,339",700,"2,662","1,104","2,092",302,"1,236","1,118","2,250","1,945",682,"1,080",280
2021년01월_남_20~29세,"35,177","1,017","2,088","1,577","1,491","1,724","1,018","1,842","1,268","2,620","1,623","3,200","2,016","1,395","1,839",377,"1,490","1,623","2,588","1,372","1,140","1,035",834
2021년01월_남_30~39세,"37,299","1,047","2,778","2,052","1,432","1,914",905,"2,062",603,"1,516","1,503","4,984","2,228","1,441","1,447",309,"1,318","1,753","3,098","1,340","1,187","1,228","1,154"
2021년01월_남_40~49세,"46,071","1,287","1,886","1,831","2,222","2,204",991,"2,939","2,674","3,072","1,761","3,092","3,982","1,844","2,912",452,"1,690","1,844","3,854","2,101","1,089","1,469",875
2021년01월_남_50~59세,"40,320","1,225","1,409","1,457","2,016","1,888","1,047","2,134","2,130","3,479","1,631","2,232","2,672","1,719","2,759",534,"1,841","1,923","2,914","1,813","1,210","1,273","1,014"
2021년01월_남_60~69세,"27,283",821,"1,019",957,"1,388","1,378",780,"1,103",916,"2,094",718,"1,447","1,170","1,256","1,722",552,"1,439","1,369","2,247","1,320","1,141","1,063","1,383"
2021년01월_남_70~79세,"16,178",618,651,727,"1,110",848,471,755,547,"1,068",479,808,793,625,"1,093",356,691,625,"1,308",552,659,602,792
2021년01월_남_80~89세,"5,052",288,216,224,468,280,143,245,163,256,153,265,266,202,370,111,151,170,435,134,161,133,218
2021년01월_남_90~99세,528,30,19,20,46,32,21,18,16,21,7,21,30,29,36,10,13,16,59,15,22,14,33
2021년01월_남_100세 이상,59,1,3,6,2,7,2,3,3,2,2,5,2,5,2,1,1,2,4,1,1,0,4
2021년01월_여_총인구수,"280,889","8,895","12,143","11,618","14,651","14,397","6,755","15,729","12,303","18,363","10,750","18,447","19,617","11,608","18,137","3,417","11,474","11,876","23,219","12,097","7,976","9,123","8,294"
2021년01월_여_연령구간인구수,"280,889","8,895","12,143","11,618","14,651","14,397","6,755","15,729","12,303","18,363","10,750","18,447","19,617","11,608","18,137","3,417","11,474","11,876","23,219","12,097","7,976","9,123","8,294"
2021년01월_여_0~9세,"17,597",436,364,547,"1,117",983,389,"1,107",887,908,371,517,"1,424",904,"1,402",178,815,806,"2,205",986,362,583,306
2021년01월_여_10~19세,"28,243",843,460,637,"1,454","1,068",540,"1,587","2,412","2,565","1,164",693,"2,924","1,268","2,685",295,"1,294","1,073","2,335","1,433",532,693,288
2021년01월_여_20~29세,"38,357","1,207","2,530","1,961","1,681","2,077",876,"2,028","1,183","2,228","1,782","4,312","2,636","1,563","2,169",360,"1,408","1,604","2,786","1,245","1,060",885,776
2021년01월_여_30~39세,"44,086","1,321","3,014","2,500","1,917","2,528","1,040","2,853",935,"1,756","1,838","5,076","2,974","1,763","2,098",370,"1,472","1,811","3,686","1,598","1,064","1,337","1,135"
2021년01월_여_40~49세,"53,109","1,654","2,001","1,988","2,656","2,594","1,172","3,468","3,405","4,123","2,320","2,976","4,659","2,032","3,627",504,"2,004","2,063","3,969","2,448","1,067","1,596",783
2021년01월_여_50~59세,"40,192","1,273","1,412","1,531","2,093","2,122","1,128","2,053","1,694","3,189","1,606","1,993","2,232","1,807","2,724",537,"1,977","1,944","3,075","1,918","1,297","1,346","1,241"
2021년01월_여_60~69세,"32,338",968,"1,293","1,283","1,778","1,637",901,"1,346","1,006","2,102",858,"1,607","1,422","1,313","1,869",649,"1,581","1,588","2,768","1,558","1,400","1,432","1,979"
2021년01월_여_70~79세,"18,131",797,722,814,"1,310",933,495,937,528,"1,045",604,880,957,621,"1,057",340,623,695,"1,395",560,742,891,"1,185"
2021년01월_여_80~89세,"6,858",319,275,274,505,338,160,272,190,340,163,298,300,270,389,135,222,228,797,252,365,295,471
2021년01월_여_90~99세,"1,736",68,55,69,124,94,49,66,52,87,38,73,69,61,104,37,70,58,197,96,81,61,127
2021년01월_여_100세 이상,242,9,17,14,16,23,5,12,11,20,6,22,20,6,13,12,8,6,6,3,6,4,3
