카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동,대구광역시 동구 공산동
2021년10월_남_60~69세,"24,791",693,611,689,977,559,935,800,574,"1,279","1,069",394,"1,338","1,373","1,381","1,601","1,345","2,992",973,905,"1,775",734,"1,794"
2021년10월_남_70~79세,"13,334",415,374,415,530,331,580,385,332,725,587,207,658,692,707,882,788,"1,427",493,581,865,315,"1,045"
2021년10월_남_80~89세,"5,003",205,169,163,183,141,267,182,121,323,236,84,211,218,263,352,250,475,202,214,278,82,384
2021년10월_남_90~99세,332,9,15,7,19,6,23,12,5,19,23,5,15,12,17,22,16,32,13,15,18,4,25
2021년10월_남_100세 이상,12,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,0,1,0,1
2021년10월_여_총인구수,"173,070","3,806","5,501","5,504","5,737","3,363","6,833","5,972","3,681","6,942","6,941","1,890","10,946","7,290","7,766","9,780","7,551","21,762","5,545","10,918","14,754","9,513","11,075"
2021년10월_여_연령구간인구수,"173,070","3,806","5,501","5,504","5,737","3,363","6,833","5,972","3,681","6,942","6,941","1,890","10,946","7,290","7,766","9,780","7,551","21,762","5,545","10,918","14,754","9,513","11,075"
2021년10월_여_0~9세,"11,789",135,440,540,170,108,331,403,79,196,340,98,"1,085",305,375,435,354,"1,671",314,"1,137","1,157","1,440",676
2021년10월_여_10~19세,"12,466",159,397,314,271,175,406,422,142,357,465,91,"1,134",416,414,602,408,"1,727",280,"1,370","1,423",787,706
2021년10월_여_20~29세,"19,054",392,464,574,826,328,714,689,675,799,784,187,"1,010",829,960,"1,090",836,"2,393",609,"1,077","1,761",987,"1,070"
2021년10월_여_30~39세,"20,174",277,672,906,578,247,691,709,467,573,658,180,"1,326",616,802,837,673,"2,604",606,"1,487","1,876","2,183","1,206"
2021년10월_여_40~49세,"24,693",419,889,732,673,379,890,942,380,760,933,190,"2,013",791,909,"1,146",875,"3,278",632,"2,167","2,471","1,697","1,527"
2021년10월_여_50~59세,"28,859",625,810,838,"1,052",637,"1,166","1,053",604,"1,268","1,177",347,"1,679","1,446","1,448","1,949","1,330","3,504","1,103","1,424","2,421",968,"2,010"
2021년10월_여_60~69세,"28,621",771,834,821,"1,119",738,"1,234",867,676,"1,473","1,326",372,"1,470","1,561","1,468","1,922","1,524","3,535","1,078","1,117","1,990",844,"1,881"
2021년10월_여_70~79세,"17,228",602,624,498,701,476,883,534,407,977,805,257,783,849,883,"1,104",986,"1,857",622,737,"1,079",410,"1,154"
2021년10월_여_80~89세,"8,910",362,332,246,306,249,450,312,226,487,391,146,373,427,448,620,494,"1,030",258,358,510,164,721
2021년10월_여_90~99세,"1,236",58,38,33,40,25,65,39,24,51,59,22,70,48,59,71,69,159,43,43,66,31,123
2021년10월_여_100세 이상,40,6,1,2,1,1,3,2,1,1,3,0,3,2,0,4,2,4,0,1,0,2,1
