카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2021년04월_여_총인구수,"1,719,452","21,189","54,924","44,974","56,429","184,695","138,116","135,408","142,582","207,429","154,966","117,689","67,413","107,286","92,956","104,413","88,983"
2021년04월_여_연령구간인구수,"1,719,452","21,189","54,924","44,974","56,429","184,695","138,116","135,408","142,582","207,429","154,966","117,689","67,413","107,286","92,956","104,413","88,983"
2021년04월_여_0~9세,"110,857",607,"2,648","1,917","2,453","10,308","9,312","8,603","8,986","13,577","9,405","6,201","9,663","7,043","4,968","5,872","9,294"
2021년04월_여_10~19세,"130,295",997,"3,567","2,417","3,509","12,147","11,863","11,033","10,936","18,208","12,032","8,433","5,964","7,932","5,659","7,096","8,502"
2021년04월_여_20~29세,"204,361","2,899","6,842","5,152","5,272","26,952","15,407","16,406","16,978","22,979","18,225","15,101","5,721","12,617","12,442","13,298","8,070"
2021년04월_여_30~39세,"201,536","2,063","5,271","4,850","4,752","23,408","16,187","14,303","15,990","23,614","16,920","11,834","13,307","13,199","11,927","11,444","12,467"
2021년04월_여_40~49세,"251,556","2,414","6,964","5,446","7,068","25,242","21,935","20,614","20,160","34,265","22,121","15,916","10,806","16,110","12,819","13,713","15,963"
2021년04월_여_50~59세,"287,971","3,448","8,550","7,044","9,233","29,597","22,994","21,645","27,734","36,493","27,510","20,822","8,236","17,736","14,709","20,205","12,015"
2021년04월_여_60~69세,"283,992","4,213","10,181","8,509","11,542","29,969","22,197","22,162","23,720","31,034","27,009","20,974","8,063","17,739","16,036","18,914","11,730"
2021년04월_여_70~79세,"160,955","2,899","6,879","6,044","8,142","17,485","12,059","13,719","11,611","17,273","14,222","11,773","3,450","9,884","9,430","9,262","6,823"
2021년04월_여_80~89세,"75,691","1,368","3,473","3,115","3,853","8,376","5,277","5,975","5,594","8,561","6,412","5,705","1,819","4,365","4,278","4,022","3,498"
2021년04월_여_90~99세,"11,620",265,527,434,557,"1,162",825,894,841,"1,362","1,078",874,368,631,661,547,594
2021년04월_여_100세 이상,618,16,22,46,48,49,60,54,32,63,32,56,16,30,27,40,27
