카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년05월_계_90~99세,"1,782",21,42,18,41,44,47,115,63,52,68,79,84,31,108,53,78,53,88,108,48,85,59,47,79,32,76,120,43
2021년05월_계_100세 이상,69,2,1,2,5,1,4,1,3,3,1,4,2,2,8,1,3,1,1,6,0,5,2,2,0,2,2,4,1
2021년05월_남_총인구수,"212,637","2,536","3,472","2,542","1,682","3,878","6,285","19,191","9,380","6,101","6,233","11,665","5,134","2,926","10,325","7,848","7,540","3,903","7,990","6,554","7,352","14,738","6,880","5,642","6,189","1,356","11,372","19,059","14,864"
2021년05월_남_연령구간인구수,"212,637","2,536","3,472","2,542","1,682","3,878","6,285","19,191","9,380","6,101","6,233","11,665","5,134","2,926","10,325","7,848","7,540","3,903","7,990","6,554","7,352","14,738","6,880","5,642","6,189","1,356","11,372","19,059","14,864"
2021년05월_남_0~9세,"16,750",109,138,140,47,281,219,"1,298",884,248,466,"1,110",202,265,824,517,536,156,431,226,521,"1,231",603,316,238,30,"1,377","2,047","2,290"
2021년05월_남_10~19세,"22,217",107,229,163,49,289,354,"2,002","1,157",449,755,"1,232",354,253,891,976,736,332,700,415,928,"2,491",944,538,441,79,"1,293","2,078","1,982"
2021년05월_남_20~29세,"32,539",404,691,467,231,490,"1,172","3,786","1,294",912,"1,019","1,609",696,394,"1,360","1,276","1,294",606,"1,207",811,"1,290","2,536","1,076",941,987,142,"1,466","2,689","1,693"
2021년05월_남_30~39세,"28,646",507,464,404,245,543,"1,034","2,564","1,076",753,722,"1,793",533,400,"1,576",811,"1,048",398,954,699,885,"1,391",822,668,804,132,"1,768","3,089","2,563"
2021년05월_남_40~49세,"33,428",373,450,410,238,608,925,"2,785","1,415",843,872,"1,979",672,492,"1,574","1,123","1,161",535,"1,112",821,"1,153","2,416","1,053",847,816,130,"2,064","3,324","3,237"
2021년05월_남_50~59세,"35,078",382,520,369,324,608,"1,031","3,166","1,453","1,102","1,012","1,841",924,482,"1,641","1,402","1,150",678,"1,434","1,288","1,366","2,780","1,111","1,079","1,149",294,"1,751","2,938","1,803"
2021년05월_남_60~69세,"25,910",363,477,311,296,523,855,"2,159","1,265",980,871,"1,255",946,331,"1,427","1,086",929,595,"1,205","1,369",769,"1,189",796,783,"1,077",310,"1,032","1,828",883
2021년05월_남_70~79세,"13,295",211,338,197,179,391,495,"1,075",651,589,381,653,598,235,752,489,473,447,718,668,335,470,340,367,502,157,458,811,315
2021년05월_남_80~89세,"4,415",71,147,76,63,138,189,330,171,215,125,172,195,71,254,158,193,143,214,238,97,213,126,95,166,75,156,233,91
2021년05월_남_90~99세,354,8,18,5,9,7,11,26,14,10,10,20,14,3,25,10,19,13,15,19,8,21,9,8,9,7,7,22,7
2021년05월_남_100세 이상,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"215,625","2,380","3,342","2,298","1,495","4,002","5,681","19,286","10,064","6,008","6,735","11,987","5,386","2,924","10,678","8,287","8,313","3,924","8,152","7,074","6,858","15,385","7,146","5,488","6,454","1,230","11,142","18,811","15,095"
2021년05월_여_연령구간인구수,"215,625","2,380","3,342","2,298","1,495","4,002","5,681","19,286","10,064","6,008","6,735","11,987","5,386","2,924","10,678","8,287","8,313","3,924","8,152","7,074","6,858","15,385","7,146","5,488","6,454","1,230","11,142","18,811","15,095"
2021년05월_여_0~9세,"15,984",117,131,123,38,248,224,"1,302",839,290,444,"1,065",190,264,841,574,513,118,431,218,447,"1,129",554,310,266,38,"1,282","1,842","2,146"
2021년05월_여_10~19세,"19,911",79,231,138,61,263,332,"1,759","1,110",432,652,"1,065",303,260,758,895,690,294,634,392,721,"2,080",787,490,349,47,"1,235","2,014","1,840"
2021년05월_여_20~29세,"29,281",531,650,448,252,497,"1,093","3,399","1,220",808,848,"1,451",625,318,"1,239","1,111","1,256",538,"1,086",756,987,"2,158",902,822,913,97,"1,269","2,433","1,574"
2021년05월_여_30~39세,"26,363",446,313,287,175,548,753,"2,196","1,178",550,728,"1,748",438,392,"1,433",773,922,340,790,581,802,"1,545",857,583,663,86,"1,740","2,777","2,719"
2021년05월_여_40~49세,"33,179",241,410,302,143,531,644,"2,766","1,680",782,"1,001","1,901",577,421,"1,431","1,304","1,181",470,"1,074",732,"1,236","3,156","1,215",772,741,93,"2,003","3,237","3,135"
2021년05월_여_50~59세,"36,409",280,462,291,227,589,865,"3,506","1,641","1,019","1,267","2,071",891,428,"1,808","1,584","1,417",702,"1,476","1,303","1,284","2,888","1,328","1,057","1,280",229,"1,601","2,955","1,960"
2021년05월_여_60~69세,"28,635",316,505,327,265,661,860,"2,418","1,447","1,125","1,027","1,569","1,132",407,"1,640","1,127","1,207",722,"1,439","1,440",756,"1,226",808,796,"1,130",265,"1,028","1,960","1,032"
2021년05월_여_70~79세,"16,317",246,425,257,195,466,593,"1,285",641,659,466,736,779,263,940,582,719,490,816,968,401,703,414,424,635,208,548,"1,003",455
2021년05월_여_80~89세,"8,054",110,190,110,103,161,277,565,256,298,243,319,379,141,498,293,347,209,332,589,184,431,229,193,407,140,365,488,197
2021년05월_여_90~99세,"1,428",13,24,13,32,37,36,89,49,42,58,59,70,28,83,43,59,40,73,89,40,64,50,39,70,25,69,98,36
2021년05월_여_100세 이상,64,1,1,2,4,1,4,1,3,3,1,3,2,2,7,1,2,1,1,6,0,5,2,2,0,2,2,4,1
