카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년01월_남_60~69세,"22,887","1,583","1,882",999,"1,583","1,709","1,830","2,310","1,495","1,362","1,112","1,298","2,131","1,608","1,985"
2020년01월_남_70~79세,"12,475",848,994,589,779,804,"1,246","1,314",946,722,720,519,"1,282",877,835
2020년01월_남_80~89세,"4,138",297,357,187,307,292,387,424,289,265,233,186,329,270,315
2020년01월_남_90~99세,432,32,21,13,46,35,40,48,24,23,21,26,34,32,37
2020년01월_남_100세 이상,41,2,1,3,2,4,2,5,7,7,0,0,1,4,3
2020년01월_여_총인구수,"170,052","13,558","15,413","7,318","14,349","13,319","10,891","14,513","11,412","10,190","8,821","10,334","14,948","10,326","14,660"
2020년01월_여_연령구간인구수,"170,052","13,558","15,413","7,318","14,349","13,319","10,891","14,513","11,412","10,190","8,821","10,334","14,948","10,326","14,660"
2020년01월_여_0~9세,"9,922",803,996,421,940,808,476,898,619,523,439,634,864,522,979
2020년01월_여_10~19세,"13,290","1,161","1,145",552,"1,379","1,051",601,885,904,732,550,"1,062","1,158",739,"1,371"
2020년01월_여_20~29세,"21,943","1,710","2,095",934,"1,874","1,885","1,288","1,736","1,623","1,297","1,333","1,298","1,956","1,276","1,638"
2020년01월_여_30~39세,"21,065","1,828","2,187",836,"1,801","1,789","1,119","1,889","1,298","1,296","1,203","1,284","1,721","1,128","1,686"
2020년01월_여_40~49세,"25,706","2,233","2,354","1,098","2,456","1,968","1,438","1,948","1,677","1,470","1,219","1,705","2,268","1,510","2,362"
2020년01월_여_50~59세,"30,629","2,298","2,765","1,344","2,615","2,473","1,972","2,380","1,957","1,858","1,558","1,941","2,770","1,958","2,740"
2020년01월_여_60~69세,"24,730","1,793","2,034","1,043","1,694","1,831","1,976","2,494","1,672","1,554","1,256","1,358","2,282","1,606","2,137"
2020년01월_여_70~79세,"14,691","1,130","1,251",739,933,929,"1,369","1,468","1,098",921,879,624,"1,271","1,057","1,022"
2020년01월_여_80~89세,"6,797",514,516,293,560,486,564,676,469,454,326,350,531,443,615
2020년01월_여_90~99세,"1,156",81,69,51,91,91,75,116,83,76,52,74,116,75,106
2020년01월_여_100세 이상,123,7,1,7,6,8,13,23,12,9,6,4,11,12,4
