카테고리,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2021년12월_남_0~9세,"10,674",147,"1,027",9,57,13,44,32,6,684,42,61,43,99,465,359,250,610,866,149,193,66,"1,117","2,141",994,"1,200"
2021년12월_남_10~19세,"13,788",226,"1,276",36,60,18,106,72,9,870,86,91,64,100,357,409,427,720,952,211,328,117,"2,137","2,920",993,"1,203"
2021년12월_남_20~29세,"20,039",401,"1,057",61,152,29,130,112,19,"1,079",116,490,170,219,498,625,969,"1,075","1,330",274,"1,652",490,"2,653","3,336","1,447","1,655"
2021년12월_남_30~39세,"17,625",351,"1,094",56,102,33,116,63,27,"1,184",141,230,153,217,764,592,755,"1,025","1,371",236,807,325,"1,863","2,922","1,651","1,547"
2021년12월_남_40~49세,"20,733",458,"1,746",67,139,45,198,98,33,"1,417",199,201,181,223,586,684,758,"1,008","1,459",343,777,260,"2,650","3,772","1,657","1,774"
2021년12월_남_50~59세,"23,571",735,"1,564",137,282,119,378,219,111,"1,444",370,256,247,279,670,786,949,"1,080","1,587",366,983,348,"3,110","3,961","1,771","1,819"
2021년12월_남_60~69세,"20,132",806,"1,298",254,325,167,545,371,183,"1,205",485,248,237,243,545,649,947,820,"1,412",343,860,326,"2,077","2,810","1,537","1,439"
2021년12월_남_70~79세,"8,956",397,437,95,146,95,272,176,92,440,246,175,133,129,237,296,457,383,619,165,470,165,876,"1,058",708,689
2021년12월_남_80~89세,"4,576",235,204,64,81,56,139,87,47,235,110,63,72,65,152,153,227,196,292,107,261,118,465,560,256,331
2021년12월_남_90~99세,470,30,20,4,7,5,14,8,2,27,15,9,8,7,27,17,23,27,30,12,15,8,37,59,30,29
2021년12월_남_100세 이상,20,1,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,0,3,0,3,0,1,1,3,0
2021년12월_여_총인구수,"144,010","3,775","9,932",666,"1,251",493,"1,840","1,258",438,"8,616","1,616","1,718","1,392","1,757","4,213","4,737","5,788","7,651","10,908","2,207","5,659","2,139","17,607","25,272","11,560","11,517"
2021년12월_여_연령구간인구수,"144,010","3,775","9,932",666,"1,251",493,"1,840","1,258",438,"8,616","1,616","1,718","1,392","1,757","4,213","4,737","5,788","7,651","10,908","2,207","5,659","2,139","17,607","25,272","11,560","11,517"
2021년12월_여_0~9세,"10,152",161,991,17,44,6,56,33,7,626,28,37,36,120,410,350,218,612,826,164,186,61,"1,129","2,053",933,"1,048"
2021년12월_여_10~19세,"12,688",211,"1,177",21,75,13,69,60,9,831,64,71,49,96,278,348,388,661,952,156,294,107,"2,046","2,746",898,"1,068"
2021년12월_여_20~29세,"17,398",308,889,42,83,19,108,60,13,"1,009",101,412,173,205,512,544,865,"1,063","1,242",237,"1,195",468,"2,346","2,960","1,336","1,208"
2021년12월_여_30~39세,"16,754",319,"1,210",36,93,16,104,46,13,"1,078",96,190,131,215,662,553,586,"1,044","1,320",211,538,254,"1,731","3,085","1,637","1,586"
2021년12월_여_40~49세,"21,216",379,"1,812",37,110,39,135,104,23,"1,406",138,168,158,217,541,635,706,"1,089","1,585",307,592,190,"2,957","4,350","1,740","1,798"
2021년12월_여_50~59세,"23,249",662,"1,499",96,209,69,287,217,80,"1,362",278,232,213,258,522,818,923,"1,216","1,780",374,793,310,"3,084","4,299","1,961","1,707"
2021년12월_여_60~69세,"21,537",758,"1,351",191,323,145,466,354,124,"1,244",453,280,263,277,570,719,"1,037",979,"1,636",370,916,362,"2,211","3,157","1,769","1,582"
2021년12월_여_70~79세,"11,439",485,542,105,145,93,280,186,102,582,238,174,188,208,407,446,583,534,857,221,639,211,"1,200","1,430",736,847
2021년12월_여_80~89세,"8,051",417,367,110,138,73,265,163,56,399,183,138,147,130,276,270,411,383,609,139,432,148,775,"1,017",444,561
2021년12월_여_90~99세,"1,483",73,91,10,31,19,66,35,11,76,35,15,34,30,35,52,70,65,99,27,74,27,124,173,100,111
2021년12월_여_100세 이상,43,2,3,1,0,1,4,0,0,3,2,1,0,1,0,2,1,5,2,1,0,1,4,2,6,1
