,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년08월_남_40~49세,"20,797",432,535,412,123,82,116,138,184,152,199,316,264,290,156,81,237,392,454,"1,757",680,786,"3,088",727,"1,649","1,184","2,211",890,540,"2,722"
2021년08월_남_50~59세,"24,726",616,676,722,232,148,195,209,325,263,307,463,399,471,302,124,278,513,624,"1,985",893,964,"2,970",652,"2,090","1,280","2,269","1,116",573,"3,067"
2021년08월_남_60~69세,"20,837",711,734,724,264,192,249,315,371,381,317,544,544,487,291,193,385,474,605,"1,701",811,997,"2,461",530,"1,709",524,"1,078",989,486,"1,770"
2021년08월_남_70~79세,"11,211",381,395,451,174,137,147,235,242,263,256,284,375,279,174,139,259,256,446,819,400,773,"1,183",259,639,230,403,662,257,693
2021년08월_남_80~89세,"4,191",170,177,205,74,78,65,107,115,117,94,116,170,120,87,74,98,74,162,261,117,303,419,85,181,79,123,209,98,213
2021년08월_남_90~99세,459,15,18,20,12,9,8,16,8,11,9,16,39,22,11,8,13,3,17,22,9,23,51,6,20,6,12,20,17,18
2021년08월_남_100세 이상,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021년08월_여_총인구수,"140,252","3,470","3,904","3,471","1,143",756,940,"1,314","1,444","1,513","1,631","2,496","2,102","2,159","1,238",792,"1,559","2,240","3,407","11,383","4,593","5,580","19,953","4,254","11,621","7,176","12,740","7,790","3,179","16,404"
2021년08월_여_연령구간인구수,"140,252","3,470","3,904","3,471","1,143",756,940,"1,314","1,444","1,513","1,631","2,496","2,102","2,159","1,238",792,"1,559","2,240","3,407","11,383","4,593","5,580","19,953","4,254","11,621","7,176","12,740","7,790","3,179","16,404"
2021년08월_여_0~9세,"8,733",150,241,115,34,15,14,32,61,49,92,165,29,76,25,12,37,127,136,783,179,211,"1,707",413,661,568,992,276,250,"1,283"
2021년08월_여_10~19세,"13,334",304,309,226,65,17,47,73,51,78,76,165,77,112,42,34,45,175,194,"1,035",309,355,"2,203",448,"1,285",945,"1,610",630,311,"2,113"
2021년08월_여_20~29세,"16,151",247,301,275,69,44,50,69,81,53,129,211,113,155,86,32,159,216,443,"1,099",639,538,"2,237",417,"1,450","1,102","1,658","1,901",308,"2,069"
2021년08월_여_30~39세,"13,204",235,326,224,46,24,36,49,88,48,100,209,74,155,54,35,112,218,305,"1,112",380,403,"2,277",572,"1,138",777,"1,488",600,354,"1,765"
2021년08월_여_40~49세,"19,943",348,469,316,90,41,56,77,118,107,125,258,125,182,80,47,147,311,341,"1,626",563,625,"3,158",672,"1,808","1,445","2,545",750,493,"3,020"
2021년08월_여_50~59세,"23,728",558,632,587,180,97,138,159,209,214,230,406,329,349,228,104,252,408,500,"1,996",939,890,"3,294",617,"2,280","1,253","2,311","1,118",517,"2,933"
2021년08월_여_60~69세,"21,267",710,754,697,214,196,223,299,302,367,340,522,475,456,266,182,360,405,704,"1,902",841,"1,152","2,652",595,"1,772",542,"1,184","1,090",439,"1,626"
2021년08월_여_70~79세,"13,681",504,479,553,232,151,187,293,291,311,258,329,454,311,223,178,283,228,470,"1,128",471,934,"1,468",339,718,360,592,793,255,888
2021년08월_여_80~89세,"8,524",346,326,388,169,136,149,217,206,241,242,203,355,301,183,139,125,130,270,613,237,402,817,154,418,150,311,505,187,604
2021년08월_여_90~99세,"1,628",66,67,84,41,34,39,46,36,42,39,28,68,61,48,27,35,22,42,84,35,70,135,26,89,33,48,117,63,103
2021년08월_여_100세 이상,59,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,5,0,0,5,1,2,1,1,10,2,0
