카테고리,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2021년01월_남_연령구간인구수,"811,057","426,213","95,118","96,402","135,102","99,591","106,269","66,633","16,271","25,447","23,487","19,125","43,937","19,702","49,247","14,726"
2021년01월_남_0~9세,"62,672","37,701","8,206","6,947","12,309","10,239","7,347","4,440",738,"1,334","1,169","1,647","3,984",650,"3,043",619
2021년01월_남_10~19세,"77,417","44,686","10,329","10,534","13,773","10,050","9,757","6,002","1,120","2,065","1,744","1,740","4,235","1,081","3,936","1,051"
2021년01월_남_20~29세,"110,536","65,507","13,360","15,342","22,272","14,533","13,951","8,152","1,390","2,478","2,461","2,632","5,343","1,822","5,503","1,297"
2021년01월_남_30~39세,"103,077","61,943","11,722","11,574","21,743","16,904","12,634","6,788","1,199","2,012","1,700","2,637","6,316","1,403","5,370","1,075"
2021년01월_남_40~49세,"124,791","69,202","15,130","15,111","21,952","17,009","15,856","9,453","1,858","3,339","2,887","3,008","7,420","2,267","7,687","1,814"
2021년01월_남_50~59세,"140,506","69,072","16,546","16,791","21,597","14,138","19,185","12,232","3,209","4,782","4,470","3,181","7,489","4,017","9,865","3,004"
2021년01월_남_60~69세,"112,689","48,025","11,973","12,233","13,755","10,064","16,030","11,417","3,536","5,072","4,717","2,511","5,334","4,622","8,139","3,286"
2021년01월_남_70~79세,"54,477","21,259","5,482","5,540","5,568","4,669","7,764","5,656","2,050","2,933","2,872","1,213","2,532","2,550","3,903","1,745"
2021년01월_남_80~89세,"22,669","8,059","2,126","2,147","1,967","1,819","3,416","2,287","1,066","1,279","1,336",507,"1,190","1,182","1,595",752
2021년01월_남_90~99세,"2,062",708,231,168,160,149,314,181,104,147,120,45,89,100,180,74
2021년01월_남_100세 이상,161,51,13,15,6,17,15,25,1,6,11,4,5,8,26,9
2021년01월_여_총인구수,"788,601","419,497","96,245","97,752","131,094","94,406","103,870","66,126","16,093","25,021","23,743","17,682","39,912","18,636","43,698","14,323"
2021년01월_여_연령구간인구수,"788,601","419,497","96,245","97,752","131,094","94,406","103,870","66,126","16,093","25,021","23,743","17,682","39,912","18,636","43,698","14,323"
2021년01월_여_0~9세,"59,831","36,143","7,976","6,658","11,832","9,677","7,127","4,221",707,"1,230","1,136","1,552","3,716",645,"2,789",565
2021년01월_여_10~19세,"71,505","41,357","9,521","9,719","12,764","9,353","9,089","5,611",978,"1,822","1,606","1,613","3,844",987,"3,679",919
2021년01월_여_20~29세,"88,026","54,534","11,326","12,888","18,806","11,514","10,360","6,497",973,"1,870","1,916","1,880","3,924","1,240","3,928",904
2021년01월_여_30~39세,"91,147","56,409","11,369","10,931","19,527","14,582","10,673","6,159",995,"1,854","1,534","2,088","5,194","1,090","4,217",934
2021년01월_여_40~49세,"115,922","67,374","15,373","15,409","21,299","15,293","15,024","8,910","1,446","2,874","2,427","2,572","6,164","1,663","5,986","1,482"
2021년01월_여_50~59세,"132,569","68,817","16,563","17,329","21,445","13,480","18,346","11,701","2,641","4,158","3,964","2,849","6,252","3,385","7,831","2,625"
2021년01월_여_60~69세,"112,494","50,128","12,272","13,179","14,186","10,491","15,981","11,524","3,338","4,861","4,515","2,514","5,107","4,169","7,243","3,114"
2021년01월_여_70~79세,"66,291","26,263","6,892","6,939","6,649","5,783","9,690","6,823","2,532","3,426","3,653","1,478","3,013","2,912","4,346","2,155"
2021년01월_여_80~89세,"43,191","15,609","4,140","3,969","3,895","3,605","6,539","3,977","2,064","2,478","2,557",994,"2,300","2,174","3,098","1,401"
2021년01월_여_90~99세,"7,216","2,724",770,697,662,595,987,651,393,427,406,136,384,349,549,210
2021년01월_여_100세 이상,409,139,43,34,29,33,54,52,26,21,29,6,14,22,32,14
