카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021년11월_여_0~9세,"13,502","1,187","1,069",498,409,673,832,486,"1,250","1,504",432,"1,207",739,479,321,415,"2,001"
2021년11월_여_10~19세,"18,212","1,116","1,214",818,685,"1,156","1,431",835,"1,280","1,117",704,"1,659",942,707,561,398,"3,589"
2021년11월_여_20~29세,"34,171","2,594","2,652","2,124","1,730","2,221","2,251","2,733","2,443","1,310","1,754","3,401","1,903","1,390","1,011",773,"3,881"
2021년11월_여_30~39세,"34,122","3,066","2,706","1,833","1,321","1,929","2,009","2,140","2,841","2,552","1,569","3,288","1,972","1,281",953,940,"3,722"
2021년11월_여_40~49세,"37,468","2,718","2,936","1,720","1,499","2,310","2,436","1,966","2,827","2,623","1,656","3,707","2,082","1,503","1,080",848,"5,557"
2021년11월_여_50~59세,"39,974","3,048","3,534","2,554","2,071","2,528","2,836","2,131","2,504","1,927","2,034","4,046","2,320","1,761","1,294","1,049","4,337"
2021년11월_여_60~69세,"36,049","2,929","3,131","2,418","1,926","2,103","2,461","2,025","2,183","1,656","2,045","3,597","2,188","1,661","1,296",920,"3,510"
2021년11월_여_70~79세,"21,730","1,765","1,972","1,524","1,099","1,311","1,419","1,344","1,338",981,"1,485","2,155","1,268",880,749,516,"1,924"
2021년11월_여_80~89세,"10,098",806,"1,008",672,432,569,687,615,601,468,738,939,539,446,319,280,979
2021년11월_여_90~99세,"1,520",140,133,97,81,74,103,85,81,71,100,135,75,61,48,47,189
2021년11월_여_100세 이상,67,3,9,10,3,2,4,6,1,3,4,8,1,4,2,0,7
