카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021년01월_계_90~99세,"1,767",83,29,48,56,40,26,30,24,38,74,80,50,34,49,21,33,167,77,91,86,70,83,40,41,114,67,58,51,72,35
2021년01월_계_100세 이상,95,2,3,4,1,2,1,0,1,1,2,2,2,1,3,2,1,16,6,18,3,1,4,2,6,1,1,5,1,1,2
2021년01월_남_총인구수,"172,072","4,135","2,059","4,141","1,056",934,"1,289",804,751,760,"1,621","10,563","2,378",782,"1,988",502,"1,090","13,432","5,337","5,415","6,998","9,768","12,350","5,959","13,641","13,299","5,620","5,987","10,123","13,570","15,720"
2021년01월_남_연령구간인구수,"172,072","4,135","2,059","4,141","1,056",934,"1,289",804,751,760,"1,621","10,563","2,378",782,"1,988",502,"1,090","13,432","5,337","5,415","6,998","9,768","12,350","5,959","13,641","13,299","5,620","5,987","10,123","13,570","15,720"
2021년01월_남_0~9세,"14,603",350,203,460,20,24,47,19,14,19,31,"1,135",122,10,68,11,35,820,247,173,349,508,724,356,"1,809","1,067",340,352,"1,224","1,276","2,790"
2021년01월_남_10~19세,"18,623",352,223,258,61,29,101,31,32,39,81,"1,485",215,29,101,20,54,"1,346",386,373,560,816,"1,337",532,"2,285","1,826",592,734,"1,455","1,329","1,941"
2021년01월_남_20~29세,"24,779",430,223,570,94,73,141,50,39,72,138,"1,305",257,49,192,56,77,"2,317",785,620,944,"1,625","2,129",841,"1,859","2,201",860,911,"1,262","2,966","1,693"
2021년01월_남_30~39세,"21,255",493,205,821,70,68,87,47,47,45,94,"1,232",191,33,124,26,52,"1,409",638,494,720,"1,120","1,407",747,"1,718","1,498",589,549,"1,131","2,205","3,395"
2021년01월_남_40~49세,"26,996",553,324,616,121,98,168,62,111,99,176,"1,794",348,77,238,55,143,"1,935",840,778,"1,036","1,439","1,751",926,"2,481","2,060",773,838,"1,950","2,004","3,202"
2021년01월_남_50~59세,"28,422",734,365,581,205,185,272,169,132,151,344,"1,657",483,170,401,108,239,"2,171",889,981,"1,317","1,735","2,386","1,064","2,051","2,466",964,"1,125","1,564","1,904","1,609"
2021년01월_남_60~69세,"22,026",737,296,538,245,244,255,225,178,156,354,"1,210",431,206,492,133,271,"1,797",858,"1,049","1,146","1,439","1,695",918,958,"1,383",846,897,"1,031","1,241",797
2021년01월_남_70~79세,"11,194",350,164,224,152,127,150,128,138,126,266,537,225,138,251,62,134,"1,185",502,725,690,812,723,437,365,543,462,460,377,498,243
2021년01월_남_80~89세,"3,849",123,51,69,83,76,61,66,55,48,122,197,96,63,112,28,78,410,178,200,225,259,185,132,103,234,181,111,120,138,45
2021년01월_남_90~99세,305,13,4,4,5,10,6,7,5,5,14,10,10,7,8,3,7,36,13,19,11,15,11,6,10,21,13,9,9,9,5
2021년01월_남_100세 이상,20,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,6,1,3,0,0,2,0,2,0,0,1,0,0,0
2021년01월_여_총인구수,"175,950","4,043","2,070","3,963","1,180",985,"1,335",803,760,735,"1,644","10,477","2,360",830,"2,045",557,"1,152","13,971","5,451","5,833","7,208","9,961","12,392","5,780","13,267","14,404","6,160","6,145","11,093","13,368","15,978"
2021년01월_여_연령구간인구수,"175,950","4,043","2,070","3,963","1,180",985,"1,335",803,760,735,"1,644","10,477","2,360",830,"2,045",557,"1,152","13,971","5,451","5,833","7,208","9,961","12,392","5,780","13,267","14,404","6,160","6,145","11,093","13,368","15,978"
2021년01월_여_0~9세,"13,553",277,174,447,22,22,45,8,20,20,27,"1,016",115,13,68,16,26,718,207,158,258,506,644,372,"1,559","1,037",313,310,"1,198","1,115","2,842"
2021년01월_여_10~19세,"16,622",314,228,231,52,31,83,18,15,39,62,"1,291",201,23,101,23,47,"1,115",337,302,504,772,"1,165",534,"1,747","1,676",526,552,"1,559","1,268","1,806"
2021년01월_여_20~29세,"20,268",345,198,457,58,55,85,24,26,36,70,959,180,29,147,42,64,"1,931",668,475,860,"1,296","1,650",681,"1,503","1,916",773,677,"1,092","2,265","1,706"
2021년01월_여_30~39세,"20,322",435,216,713,53,52,92,21,33,23,79,"1,220",190,26,97,28,54,"1,213",569,363,616,982,"1,153",638,"1,987","1,523",555,544,"1,367","1,939","3,541"
2021년01월_여_40~49세,"27,215",481,339,506,68,53,123,39,45,56,93,"1,937",308,38,194,39,75,"1,969",741,612,864,"1,369","1,940",809,"2,801","2,610",842,944,"2,151","2,102","3,067"
2021년01월_여_50~59세,"29,259",678,324,662,180,152,231,116,88,107,251,"1,711",395,117,362,84,176,"2,333",921,975,"1,322","1,884","2,624","1,029","1,987","2,730","1,131","1,217","1,671","2,088","1,713"
2021년01월_여_60~69세,"24,107",644,271,475,224,240,250,196,181,149,353,"1,226",385,174,468,109,243,"2,227","1,009","1,363","1,371","1,735","1,860",955,911,"1,493","1,095","1,039","1,137","1,443",881
2021년01월_여_70~79세,"14,417",460,161,245,264,162,210,184,167,128,318,644,313,187,326,97,210,"1,533",616,996,882,964,832,528,476,834,564,535,589,736,256
2021년01월_여_80~89세,"8,650",337,132,179,207,186,196,174,165,143,330,402,231,195,239,99,230,791,314,502,453,397,450,198,261,491,306,274,286,348,134
2021년01월_여_90~99세,"1,462",70,25,44,51,30,20,23,19,33,60,70,40,27,41,18,26,131,64,72,75,55,72,34,31,93,54,49,42,63,30
2021년01월_여_100세 이상,75,2,2,4,1,2,0,0,1,1,1,1,2,1,2,2,1,10,5,15,3,1,2,2,4,1,1,4,1,1,2
