카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년10월_남_100세 이상,15,2,0,1,3,0,0,1,1,0,0,0,2,1,0,0,1,1,2
2021년10월_여_총인구수,"228,772","16,035","15,370","11,479","12,994","20,806","9,994","10,593","7,234","9,215","7,387","7,074","10,185","10,485","9,972","25,430","16,786","12,671","15,062"
2021년10월_여_연령구간인구수,"228,772","16,035","15,370","11,479","12,994","20,806","9,994","10,593","7,234","9,215","7,387","7,074","10,185","10,485","9,972","25,430","16,786","12,671","15,062"
2021년10월_여_0~9세,"14,523","1,372",762,594,669,"1,516",442,656,352,683,432,722,461,855,640,"1,771",713,954,929
2021년10월_여_10~19세,"23,754","2,538","1,165",682,"1,491","3,318",623,878,531,758,566,622,615,"1,416","1,409","2,710","1,095","1,736","1,601"
2021년10월_여_20~29세,"28,472","1,657","2,480","1,750","1,904","2,051","1,257","1,262",922,"1,018","1,027",791,"1,192","1,167","1,160","2,953","2,779","1,460","1,642"
2021년10월_여_30~39세,"28,377","1,774","2,567","2,017","1,363","2,071","1,192","1,384",885,"1,180",957,"1,290","1,216","1,088",910,"3,113","2,298","1,485","1,587"
2021년10월_여_40~49세,"40,076","3,674","2,362","1,623","2,407","4,925","1,399","1,592",948,"1,470","1,101","1,080","1,354","2,128","2,020","4,320","2,532","2,553","2,588"
2021년10월_여_50~59세,"38,323","2,379","2,528","1,949","2,475","3,255","1,760","1,697","1,288","1,455","1,285","1,038","1,801","1,706","1,680","4,392","2,771","2,232","2,632"
2021년10월_여_60~69세,"31,372","1,561","2,088","1,668","1,437","2,260","1,862","1,814","1,206","1,514","1,178",945,"1,871","1,201","1,182","3,443","2,580","1,418","2,144"
2021년10월_여_70~79세,"15,386",688,900,731,811,837,"1,001",905,753,737,550,406,"1,034",566,613,"1,780","1,421",491,"1,162"
2021년10월_여_80~89세,"7,130",323,443,396,367,456,374,338,309,349,245,152,557,281,296,800,515,271,658
2021년10월_여_90~99세,"1,303",68,73,64,61,114,79,64,39,48,46,24,82,74,60,142,80,69,116
2021년10월_여_100세 이상,56,1,2,5,9,3,5,3,1,3,0,4,2,3,2,6,2,2,3
