카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년03월_남_총인구수,"172,040","4,273","2,106","3,627","1,087",963,"1,301",822,758,749,"1,656","10,861","2,415",807,"2,072",535,"1,089","13,930","5,439","5,701","7,176","10,236","12,925","6,174","13,785","13,709","5,826","6,216","10,497","12,761","12,544"
2020년03월_남_연령구간인구수,"172,040","4,273","2,106","3,627","1,087",963,"1,301",822,758,749,"1,656","10,861","2,415",807,"2,072",535,"1,089","13,930","5,439","5,701","7,176","10,236","12,925","6,174","13,785","13,709","5,826","6,216","10,497","12,761","12,544"
2020년03월_남_0~9세,"15,250",361,219,418,24,22,53,20,14,15,46,"1,234",144,8,79,11,32,888,280,227,388,612,823,399,"1,921","1,173",377,420,"1,390","1,223","2,429"
2020년03월_남_10~19세,"18,987",370,234,235,64,34,102,37,29,37,94,"1,542",219,40,115,28,62,"1,489",417,390,614,902,"1,460",575,"2,292","1,953",623,750,"1,468","1,383","1,429"
2020년03월_남_20~29세,"24,706",494,217,495,99,78,138,52,53,71,150,"1,341",254,55,206,64,74,"2,357",759,679,"1,003","1,661","2,221",892,"1,873","2,249",898,983,"1,273","2,655","1,362"
2020년03월_남_30~39세,"21,485",513,216,707,87,75,96,50,45,48,103,"1,281",217,39,156,26,57,"1,494",725,549,751,"1,227","1,557",792,"1,819","1,519",648,588,"1,294","2,007","2,799"
2020년03월_남_40~49세,"27,395",587,345,522,118,104,186,77,115,107,202,"1,969",374,86,248,63,160,"2,071",857,824,"1,084","1,536","1,891",991,"2,497","2,219",809,880,"2,010","1,990","2,473"
2020년03월_남_50~59세,"28,514",774,366,528,224,205,263,178,129,147,338,"1,682",481,175,424,111,241,"2,280",892,"1,048","1,347","1,810","2,454","1,087","2,012","2,523","1,004","1,180","1,607","1,788","1,216"
2020년03월_남_60~69세,"20,831",706,296,456,226,231,248,206,173,145,322,"1,093",402,195,480,127,240,"1,738",830,"1,061","1,104","1,414","1,663",881,908,"1,292",853,859,955,"1,116",611
2020년03월_남_70~79세,"10,952",335,158,199,156,129,151,131,138,128,268,522,223,138,254,70,142,"1,189",500,708,663,818,670,428,351,537,446,444,388,474,194
2020년03월_남_80~89세,"3,585",120,51,61,82,76,57,64,59,45,118,185,94,64,100,30,75,381,166,190,213,241,170,118,100,223,154,97,105,117,29
2020년03월_남_90~99세,314,13,3,6,7,9,6,7,3,6,14,12,7,7,9,5,6,37,12,23,9,15,14,11,9,21,13,14,7,7,2
2020년03월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년03월_여_총인구수,"175,506","4,174","2,111","3,432","1,216","1,019","1,371",819,768,745,"1,684","10,772","2,429",851,"2,089",579,"1,159","14,417","5,575","6,008","7,471","10,358","12,868","5,966","13,394","14,785","6,372","6,338","11,425","12,629","12,682"
2020년03월_여_연령구간인구수,"175,506","4,174","2,111","3,432","1,216","1,019","1,371",819,768,745,"1,684","10,772","2,429",851,"2,089",579,"1,159","14,417","5,575","6,008","7,471","10,358","12,868","5,966","13,394","14,785","6,372","6,338","11,425","12,629","12,682"
2020년03월_여_0~9세,"14,009",302,186,391,25,25,53,10,18,22,32,"1,114",144,11,80,16,24,825,243,187,294,559,733,439,"1,630","1,123",333,357,"1,342","1,120","2,371"
2020년03월_여_10~19세,"17,007",324,246,193,58,34,94,18,21,41,71,"1,371",202,26,100,25,48,"1,193",359,315,549,853,"1,309",572,"1,785","1,806",580,607,"1,555","1,321","1,331"
2020년03월_여_20~29세,"20,097",374,189,395,69,65,89,26,33,39,84,969,194,38,174,48,74,"1,940",684,506,909,"1,337","1,739",679,"1,471","1,963",820,700,"1,135","1,965","1,389"
2020년03월_여_30~39세,"20,826",470,231,622,59,56,106,29,33,27,85,"1,338",207,25,112,30,53,"1,353",612,398,665,"1,079","1,257",699,"2,105","1,601",613,589,"1,561","1,811","3,000"
2020년03월_여_40~49세,"27,521",516,357,438,70,65,130,43,42,53,112,"2,022",310,48,197,45,80,"2,110",767,660,953,"1,491","2,097",873,"2,838","2,789",887,"1,008","2,183","2,086","2,251"
2020년03월_여_50~59세,"29,381",699,318,571,189,169,234,121,106,107,261,"1,702",401,135,385,92,182,"2,400",967,"1,063","1,418","2,020","2,736","1,089","1,945","2,736","1,193","1,267","1,641","1,929","1,305"
2020년03월_여_60~69세,"22,663",632,264,378,230,230,237,179,168,149,333,"1,167",382,156,453,105,225,"2,175",995,"1,332","1,300","1,644","1,702",905,877,"1,366","1,049",957,"1,093","1,309",671
2020년03월_여_70~79세,"14,260",465,169,236,264,173,219,195,172,132,349,622,325,198,318,99,241,"1,517",585,"1,000",870,938,800,483,447,836,546,534,588,721,218
2020년03월_여_80~89세,"8,319",328,130,166,209,175,187,171,156,141,304,398,222,186,229,97,211,770,304,468,444,386,428,191,262,483,298,264,282,312,117
2020년03월_여_90~99세,"1,354",61,19,38,43,25,22,27,19,33,51,67,41,27,40,20,20,124,54,66,67,50,65,33,31,82,53,51,43,54,28
2020년03월_여_100세 이상,69,3,2,4,0,2,0,0,0,1,2,2,1,1,1,2,1,10,5,13,2,1,2,3,3,0,0,4,2,1,1
