카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년06월_계_80~89세,"14,990","8,612",635,601,"1,140",668,364,882,730,605,594,879,584,618,312,"6,378",823,525,397,659,267,305,472,955,394,375,658,548
2021년06월_계_90~99세,"2,197","1,283",98,92,198,99,70,110,97,67,58,122,132,96,44,914,113,58,74,123,24,33,74,151,55,47,77,85
2021년06월_계_100세 이상,92,50,4,4,12,3,0,0,5,0,3,6,9,3,1,42,6,0,6,2,0,9,4,5,1,2,2,5
2021년06월_남_총인구수,"336,051","180,215","12,668","12,763","17,263","16,649","20,772","19,432","13,150","9,952","11,248","19,607","13,025","8,958","4,728","155,836","20,462","10,851","12,573","22,174","3,529","9,259","12,178","24,197","9,197","8,754","17,918","4,744"
2021년06월_남_연령구간인구수,"336,051","180,215","12,668","12,763","17,263","16,649","20,772","19,432","13,150","9,952","11,248","19,607","13,025","8,958","4,728","155,836","20,462","10,851","12,573","22,174","3,529","9,259","12,178","24,197","9,197","8,754","17,918","4,744"
2021년06월_남_0~9세,"22,039","11,632",825,503,906,"1,265","2,176","1,292",746,482,723,"1,107",855,524,228,"10,407","1,305",559,810,"1,717",139,642,810,"1,930",690,430,"1,191",184
2021년06월_남_10~19세,"32,335","17,388","1,181",808,"1,446","1,788","2,662","2,045","1,327",842,"1,030","1,906","1,297",662,394,"14,947","2,013",956,"1,064","2,684",157,895,"1,270","2,373",743,797,"1,801",194
2021년06월_남_20~29세,"56,830","31,327","1,937","2,308","3,326","2,826","3,846","3,153","2,246","1,822","1,817","3,829","2,423","1,170",624,"25,503","3,345","2,059","2,625","3,802",284,"1,416","1,781","3,958","1,458","1,310","3,044",421
2021년06월_남_30~39세,"46,518","23,960","1,654","2,186","2,661","2,228","2,817","2,415","1,591","1,310","1,343","2,410","1,686","1,139",520,"22,558","2,799","1,749","2,115","2,822",372,"1,315","1,629","4,059","1,682","1,039","2,603",374
2021년06월_남_40~49세,"54,389","29,002","2,350","2,197","2,907","2,693","3,452","3,479","2,056","1,494","1,822","2,876","1,577","1,391",708,"25,387","3,772","1,580","1,775","3,339",581,"1,393","2,237","4,134","1,425","1,528","3,067",556
2021년06월_남_50~59세,"65,092","35,167","2,492","2,420","3,347","3,186","3,394","3,868","2,715","2,051","2,476","4,053","2,582","1,571","1,012","29,925","4,075","2,042","2,145","4,376",986,"1,788","2,327","4,129","1,590","2,020","3,412","1,035"
2021년06월_남_60~69세,"39,891","21,108","1,384","1,490","1,640","1,846","1,857","2,091","1,593","1,235","1,370","2,452","1,868","1,471",811,"18,783","2,168","1,284","1,494","2,556",609,"1,264","1,455","2,446","1,152","1,115","2,059","1,181"
2021년06월_남_70~79세,"13,535","7,470",606,616,642,575,441,760,599,474,451,696,516,769,325,"6,065",723,456,418,627,284,433,490,839,329,382,523,561
2021년06월_남_80~89세,"4,938","2,862",221,216,328,221,114,308,255,223,203,258,178,240,97,"2,076",239,159,115,224,110,106,163,304,118,117,209,212
2021년06월_남_90~99세,463,287,18,18,55,21,13,21,22,19,13,20,38,20,9,176,23,7,10,27,7,6,15,24,10,15,9,23
2021년06월_남_100세 이상,21,12,0,1,5,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021년06월_여_총인구수,"319,064","172,959","12,132","11,144","15,589","16,268","20,413","18,148","13,380","9,937","10,546","18,759","13,544","8,812","4,287","146,105","18,233","10,862","12,650","21,965","2,615","9,025","10,474","22,929","8,737","7,402","16,972","4,241"
2021년06월_여_연령구간인구수,"319,064","172,959","12,132","11,144","15,589","16,268","20,413","18,148","13,380","9,937","10,546","18,759","13,544","8,812","4,287","146,105","18,233","10,862","12,650","21,965","2,615","9,025","10,474","22,929","8,737","7,402","16,972","4,241"
2021년06월_여_0~9세,"21,142","11,251",819,528,822,"1,169","2,262","1,215",748,434,683,"1,042",785,525,219,"9,891","1,225",565,743,"1,685",138,631,758,"1,820",616,438,"1,143",129
2021년06월_여_10~19세,"30,424","16,530","1,225",755,"1,313","1,711","2,564","1,876","1,379",826,"1,051","1,687","1,192",593,358,"13,894","1,799",875,"1,040","2,466",147,851,"1,196","2,273",678,702,"1,695",172
2021년06월_여_20~29세,"49,968","27,481","1,820","2,054","2,712","2,521","3,317","2,777","2,109","1,683","1,584","3,277","2,168",987,472,"22,487","2,677","2,091","2,632","3,649",173,"1,294","1,320","3,413","1,235","1,099","2,601",303
2021년06월_여_30~39세,"38,710","20,192","1,356","1,530","1,904","1,968","2,927","2,040","1,346","1,104","1,042","2,012","1,580",971,412,"18,518","2,174","1,369","1,811","2,711",256,"1,142","1,235","3,226","1,309",773,"2,223",289
2021년06월_여_40~49세,"51,672","27,855","2,051","1,688","2,494","2,722","3,679","3,233","2,177","1,501","1,689","2,908","1,909","1,207",597,"23,817","3,218","1,596","1,889","3,778",373,"1,379","1,775","3,929","1,298","1,211","2,952",419
2021년06월_여_50~59세,"62,560","33,974","2,185","2,070","3,006","3,164","3,404","3,477","2,763","2,138","2,228","4,072","3,007","1,631",829,"28,586","3,503","2,051","2,324","4,514",600,"1,863","2,005","4,130","1,725","1,564","3,382",925
2021년06월_여_60~69세,"36,293","19,467","1,347","1,336","1,467","1,762","1,537","1,830","1,486","1,185","1,209","2,114","1,790","1,614",790,"16,826","1,981","1,275","1,430","2,011",453,"1,200","1,314","2,309","1,095",920,"1,742","1,096"
2021년06월_여_70~79세,"16,438","9,425",831,721,909,723,416,"1,037",817,636,621,918,609,828,359,"7,013",976,623,431,618,301,431,500,"1,047",459,404,715,508
2021년06월_여_80~89세,"10,052","5,750",414,385,812,447,250,574,475,382,391,621,406,378,215,"4,302",584,366,282,435,157,199,309,651,276,258,449,336
2021년06월_여_90~99세,"1,734",996,80,74,143,78,57,89,75,48,45,102,94,76,35,738,90,51,64,96,17,27,59,127,45,32,68,62
2021년06월_여_100세 이상,71,38,4,3,7,3,0,0,5,0,3,6,4,2,1,33,6,0,4,2,0,8,3,4,1,1,2,2
