카테고리,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2021년08월_계_90~99세,"1,634",67,43,52,61,69,91,39,47,40,22,44,20,42,49,65,40,56,83,47,45,29,136,71,128,104,85,59
2021년08월_계_100세 이상,55,1,1,0,5,6,1,4,1,3,2,2,1,1,0,1,2,0,3,1,0,2,7,1,2,3,3,2
2021년08월_남_총인구수,"134,677","1,621","2,434","1,742","1,346","1,266","2,440","1,512","1,421","1,137","1,867","1,515","1,120","2,611","3,509","2,705","2,256","6,415","11,392","3,701","4,019","1,441","27,720","6,219","11,386","16,060","9,380","6,442"
2021년08월_남_연령구간인구수,"134,677","1,621","2,434","1,742","1,346","1,266","2,440","1,512","1,421","1,137","1,867","1,515","1,120","2,611","3,509","2,705","2,256","6,415","11,392","3,701","4,019","1,441","27,720","6,219","11,386","16,060","9,380","6,442"
2021년08월_남_0~9세,"10,163",41,282,88,33,44,68,35,35,23,49,55,56,83,171,79,146,567,"1,298",194,238,78,"3,301",315,783,"1,225",560,316
2021년08월_남_10~19세,"13,594",61,194,178,60,49,130,76,58,54,89,78,73,194,293,156,107,569,"1,114",261,351,127,"3,988",601,"1,378","2,098",826,431
2021년08월_남_20~29세,"16,225",151,213,144,130,89,187,162,156,78,179,155,68,245,458,338,203,699,"1,364",359,574,177,"3,541",831,"1,621","2,322","1,094",687
2021년08월_남_30~39세,"15,443",113,359,107,91,93,181,106,83,66,165,114,88,207,280,208,356,877,"1,916",406,515,129,"3,506",667,"1,013","1,760","1,205",832
2021년08월_남_40~49세,"22,428",190,403,262,149,151,306,152,146,127,300,208,147,360,483,324,340,"1,004","1,926",603,555,173,"5,383",868,"1,771","2,924","1,906","1,267"
2021년08월_남_50~59세,"23,190",335,377,327,237,235,437,298,279,210,415,263,185,460,559,455,344,"1,055","1,606",634,686,243,"4,290","1,160","2,081","2,857","1,855","1,307"
2021년08월_남_60~69세,"19,124",349,339,318,353,317,562,360,335,287,404,302,232,543,615,551,371,892,"1,258",649,693,247,"2,365","1,082","1,658","1,772","1,270","1,000"
2021년08월_남_70~79세,"10,576",254,184,189,205,184,387,237,227,200,198,245,203,365,482,410,291,549,722,449,310,180,"1,012",530,790,804,515,454
2021년08월_남_80~89세,"3,595",110,79,120,77,89,163,79,91,82,65,81,64,144,161,170,87,187,175,135,93,78,307,150,257,273,139,139
2021년08월_남_90~99세,330,16,4,9,11,14,19,7,11,9,3,14,3,10,7,13,11,16,13,11,4,8,26,15,34,24,9,9
2021년08월_남_100세 이상,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021년08월_여_총인구수,"131,349","1,516","2,358","1,652","1,285","1,251","2,448","1,454","1,434","1,043","1,467","1,445","1,184","2,589","3,541","2,844","2,184","6,358","11,073","3,726","4,024","1,390","27,743","6,268","12,119","16,137","7,632","5,184"
2021년08월_여_연령구간인구수,"131,349","1,516","2,358","1,652","1,285","1,251","2,448","1,454","1,434","1,043","1,467","1,445","1,184","2,589","3,541","2,844","2,184","6,358","11,073","3,726","4,024","1,390","27,743","6,268","12,119","16,137","7,632","5,184"
2021년08월_여_0~9세,"9,783",38,293,89,24,30,61,42,50,17,47,53,53,81,157,65,120,510,"1,260",185,268,88,"3,165",306,789,"1,189",494,309
2021년08월_여_10~19세,"12,710",55,197,161,44,57,98,63,74,38,69,69,78,182,283,169,89,533,971,227,333,108,"3,713",502,"1,443","1,993",780,381
2021년08월_여_20~29세,"13,195",87,164,91,87,58,133,99,92,52,124,111,92,176,328,246,207,619,"1,217",320,506,112,"3,075",668,"1,271","1,947",801,512
2021년08월_여_30~39세,"14,090",66,350,106,59,56,150,76,91,49,90,81,88,189,266,165,261,809,"1,794",308,441,122,"3,817",553,"1,058","1,672",829,544
2021년08월_여_40~49세,"20,355",110,346,182,88,84,193,125,102,85,162,131,104,296,426,251,272,917,"1,726",464,533,157,"5,599",911,"1,975","3,014","1,327",775
2021년08월_여_50~59세,"20,794",242,309,232,204,174,329,244,262,145,300,190,153,403,516,460,305,965,"1,523",581,757,227,"3,951","1,184","2,115","2,788","1,341",894
2021년08월_여_60~69세,"19,607",358,299,282,302,292,597,345,322,238,330,306,258,566,738,592,425,987,"1,396",788,666,279,"2,433","1,164","1,784","1,904","1,120",836
2021년08월_여_70~79세,"12,690",288,213,268,235,230,478,259,248,208,213,289,243,445,527,566,335,700,773,584,340,171,"1,276",643,976,"1,026",608,548
2021년08월_여_80~89세,"6,775",221,147,198,187,210,336,165,156,178,111,183,98,218,258,278,139,278,340,232,139,104,598,280,612,522,254,333
2021년08월_여_90~99세,"1,304",51,39,43,50,55,72,32,36,31,19,30,17,32,42,52,29,40,70,36,41,21,110,56,94,80,76,50
2021년08월_여_100세 이상,46,0,1,0,5,5,1,4,1,2,2,2,0,1,0,0,2,0,3,1,0,1,6,1,2,2,2,2
