카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년06월_계_100세 이상,169,85,0,0,2,1,3,2,8,4,11,2,9,5,10,6,3,10,9,84,30,2,4,15,8,6,1,5,2,2,3,5,1
2020년06월_남_총인구수,"335,230","131,239","12,357","2,241","2,189","2,245","1,716","1,256","3,249","1,156","2,947","1,951","4,637","4,906","9,095","12,329","22,995","28,014","17,956","203,991","12,887","11,580","10,565","4,654","8,597","13,716","7,012","18,850","9,317","20,514","34,964","21,915","29,420"
2020년06월_남_연령구간인구수,"335,230","131,239","12,357","2,241","2,189","2,245","1,716","1,256","3,249","1,156","2,947","1,951","4,637","4,906","9,095","12,329","22,995","28,014","17,956","203,991","12,887","11,580","10,565","4,654","8,597","13,716","7,012","18,850","9,317","20,514","34,964","21,915","29,420"
2020년06월_남_0~9세,"32,455","10,877",927,81,63,74,47,31,128,17,94,50,247,157,566,"1,183","2,587","3,185","1,440","21,578",696,988,732,160,419,522,496,"1,800",757,"2,981","5,433","1,864","4,730"
2020년06월_남_10~19세,"35,867","13,843","1,492",126,120,125,88,52,188,52,163,84,422,391,762,"1,700","3,104","3,587","1,387","22,024","1,269","1,248","1,017",327,534,753,643,"2,700","1,304","2,937","4,716","2,065","2,511"
2020년06월_남_20~29세,"50,266","18,816","1,522",244,209,233,148,114,513,86,303,261,630,659,"1,455","1,665","3,364","3,796","3,614","31,450","1,616","1,429","1,432",567,"1,345","3,266","1,280","3,126","1,438","2,697","4,380","4,710","4,164"
2020년06월_남_30~39세,"56,719","17,838","1,334",196,164,199,127,117,355,59,294,247,504,579,"1,337","1,279","3,704","4,399","2,944","38,881","1,266","1,659","1,613",463,"1,331","3,388","1,050","2,635","1,220","3,478","7,530","4,635","8,613"
2020년06월_남_40~49세,"57,776","22,319","2,390",289,250,288,216,163,437,126,404,286,678,731,"1,512","2,317","4,572","5,091","2,569","35,457","2,183","2,262","2,014",681,"1,372","2,138",969,"3,221","1,550","3,920","6,772","3,525","4,850"
2020년06월_남_50~59세,"52,713","22,571","2,331",444,477,500,362,268,612,269,646,398,924,"1,004","1,705","2,139","3,433","4,166","2,893","30,142","2,331","2,011","1,885",997,"1,733","1,905","1,207","3,182","1,672","2,804","4,335","3,112","2,968"
2020년06월_남_60~69세,"30,543","14,970","1,369",482,505,447,397,264,586,265,575,382,695,721,"1,152","1,259","1,510","2,427","1,934","15,573","1,907","1,219","1,127",795,"1,134","1,194",914,"1,488",910,"1,172","1,273","1,279","1,161"
2020년06월_남_70~79세,"13,312","6,999",667,259,264,247,231,146,270,176,331,168,389,456,457,584,517,978,859,"6,313","1,116",538,496,438,537,416,328,493,325,403,385,516,322
2020년06월_남_80~89세,"5,047","2,723",296,109,120,122,93,96,142,96,120,64,133,193,134,183,180,347,295,"2,324",457,205,231,193,173,122,109,186,129,105,126,194,94
2020년06월_남_90~99세,487,261,29,11,17,10,6,5,17,9,13,11,13,13,12,16,23,36,20,226,37,21,18,31,16,12,16,16,11,16,13,12,7
2020년06월_남_100세 이상,45,22,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,2,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년06월_여_총인구수,"322,284","127,757","11,808","1,923","2,154","2,115","1,567","1,062","2,896","1,000","2,641","1,749","4,270","4,624","8,690","12,317","22,181","28,016","18,744","194,527","11,952","10,603","8,867","4,052","7,722","12,001","7,222","19,524","9,933","20,494","34,792","20,608","26,757"
2020년06월_여_연령구간인구수,"322,284","127,757","11,808","1,923","2,154","2,115","1,567","1,062","2,896","1,000","2,641","1,749","4,270","4,624","8,690","12,317","22,181","28,016","18,744","194,527","11,952","10,603","8,867","4,052","7,722","12,001","7,222","19,524","9,933","20,494","34,792","20,608","26,757"
2020년06월_여_0~9세,"31,131","10,283",883,69,61,79,41,30,139,15,86,45,191,150,526,"1,132","2,396","3,035","1,405","20,848",649,"1,008",681,160,383,491,432,"1,804",774,"2,940","5,207","1,768","4,551"
2020년06월_여_10~19세,"33,352","12,857","1,351",117,81,124,93,41,167,30,146,93,297,331,681,"1,601","2,830","3,453","1,421","20,495","1,115","1,197",897,268,564,698,629,"2,412","1,121","2,726","4,529","1,927","2,412"
2020년06월_여_20~29세,"45,693","16,659","1,230",146,170,149,110,83,259,52,255,245,489,513,"1,338","1,336","2,867","3,457","3,960","29,034","1,235","1,144",958,371,"1,111","3,236","1,237","2,873","1,300","2,494","4,453","4,580","4,042"
2020년06월_여_30~39세,"50,165","16,219","1,225",132,138,138,77,61,227,43,211,165,410,369,"1,082","1,462","3,386","4,344","2,749","33,946","1,024","1,438","1,089",270,942,"2,217",904,"2,675","1,239","3,756","7,602","3,617","7,173"
2020년06월_여_40~49세,"54,174","20,997","2,200",180,211,243,129,77,315,55,302,197,599,664,"1,403","2,319","4,478","5,122","2,503","33,177","1,752","1,940","1,521",473,"1,118","1,660",995,"3,666","1,735","3,851","7,045","3,396","4,025"
2020년06월_여_50~59세,"49,873","21,504","2,019",358,427,407,288,183,594,192,464,313,855,938,"1,599","2,071","3,330","4,217","3,249","28,369","1,983","1,685","1,579",824,"1,479","1,664","1,418","3,490","1,862","2,780","3,972","2,957","2,676"
2020년06월_여_60~69세,"30,122","14,874","1,364",403,451,440,339,226,518,225,578,327,727,782,"1,147","1,258","1,600","2,439","2,050","15,248","1,928","1,102","1,047",774,"1,117","1,158",945,"1,506",939,"1,142","1,189","1,302","1,099"
2020년06월_여_70~79세,"16,332","8,310",843,257,305,267,255,180,353,191,379,231,419,533,581,699,748,"1,188",881,"8,022","1,354",648,645,515,656,545,408,655,548,474,476,640,458
2020년06월_여_80~89세,"9,680","5,108",602,221,261,223,199,159,264,158,187,117,238,297,275,375,474,623,435,"4,572",772,373,391,335,306,271,208,393,347,284,257,362,273
2020년06월_여_90~99세,"1,638",883,91,40,47,44,34,20,53,36,26,14,38,44,51,62,70,130,83,755,119,66,55,49,41,55,45,48,67,46,60,57,47
2020년06월_여_100세 이상,124,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,8,8,61,21,2,4,13,5,6,1,2,1,1,2,2,1
