카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년07월_남_20~29세,"56,620","31,186","1,938","2,317","3,309","2,826","3,811","3,128","2,249","1,813","1,798","3,804","2,401","1,163",629,"25,434","3,337","2,065","2,601","3,798",278,"1,407","1,774","3,972","1,440","1,306","3,040",416
2021년07월_남_30~39세,"46,542","23,986","1,649","2,201","2,680","2,214","2,799","2,416","1,589","1,318","1,343","2,424","1,695","1,130",528,"22,556","2,797","1,754","2,132","2,802",373,"1,317","1,624","4,063","1,692","1,024","2,599",379
2021년07월_남_40~49세,"54,175","28,901","2,337","2,180","2,899","2,677","3,450","3,472","2,029","1,492","1,827","2,868","1,569","1,391",710,"25,274","3,749","1,579","1,762","3,327",582,"1,390","2,218","4,111","1,418","1,524","3,053",561
2021년07월_남_50~59세,"65,017","35,137","2,496","2,419","3,349","3,179","3,414","3,883","2,706","2,045","2,462","4,044","2,568","1,558","1,014","29,880","4,083","2,036","2,141","4,376",982,"1,777","2,328","4,137","1,590","2,013","3,396","1,021"
2021년07월_남_60~69세,"40,254","21,299","1,392","1,511","1,648","1,855","1,876","2,096","1,611","1,246","1,387","2,482","1,890","1,481",824,"18,955","2,184","1,293","1,509","2,591",611,"1,285","1,477","2,466","1,155","1,120","2,075","1,189"
2021년07월_남_70~79세,"13,558","7,486",611,616,645,575,444,755,599,473,449,700,522,770,327,"6,072",725,457,419,628,287,425,492,843,329,381,525,561
2021년07월_남_80~89세,"4,967","2,870",219,217,328,222,115,309,254,227,199,261,181,239,99,"2,097",239,160,115,220,108,112,167,312,120,118,211,215
2021년07월_남_90~99세,465,293,20,18,54,22,13,21,23,18,15,20,38,21,10,172,22,6,10,26,7,6,15,27,10,15,7,21
2021년07월_남_100세 이상,22,12,0,1,5,0,0,0,0,0,0,0,5,1,0,10,0,1,2,0,0,1,1,1,0,1,0,3
2021년07월_여_총인구수,"318,928","172,856","12,153","11,153","15,561","16,255","20,386","18,109","13,364","9,931","10,558","18,750","13,531","8,792","4,313","146,072","18,225","10,858","12,621","21,929","2,623","9,050","10,478","22,961","8,723","7,392","16,956","4,256"
2021년07월_여_연령구간인구수,"318,928","172,856","12,153","11,153","15,561","16,255","20,386","18,109","13,364","9,931","10,558","18,750","13,531","8,792","4,313","146,072","18,225","10,858","12,621","21,929","2,623","9,050","10,478","22,961","8,723","7,392","16,956","4,256"
2021년07월_여_0~9세,"21,027","11,184",811,527,814,"1,158","2,255","1,200",742,431,683,"1,036",783,526,218,"9,843","1,218",565,735,"1,666",140,630,749,"1,818",617,435,"1,145",125
2021년07월_여_10~19세,"30,342","16,474","1,231",748,"1,301","1,706","2,542","1,869","1,369",827,"1,047","1,692","1,187",594,361,"13,868","1,790",876,"1,039","2,463",152,857,"1,197","2,267",678,695,"1,685",169
2021년07월_여_20~29세,"49,822","27,393","1,829","2,047","2,701","2,519","3,291","2,766","2,107","1,673","1,585","3,269","2,156",976,474,"22,429","2,667","2,077","2,629","3,629",175,"1,297","1,313","3,415","1,234","1,104","2,582",307
2021년07월_여_30~39세,"38,689","20,174","1,355","1,539","1,901","1,976","2,919","2,022","1,349","1,098","1,045","2,013","1,585",961,411,"18,515","2,169","1,374","1,801","2,722",255,"1,144","1,223","3,227","1,313",774,"2,224",289
2021년07월_여_40~49세,"51,489","27,766","2,044","1,691","2,480","2,715","3,698","3,224","2,159","1,483","1,679","2,903","1,895","1,197",598,"23,723","3,208","1,596","1,869","3,769",372,"1,377","1,767","3,909","1,291","1,207","2,940",418
2021년07월_여_50~59세,"62,582","33,983","2,201","2,073","3,013","3,158","3,401","3,486","2,774","2,145","2,240","4,029","3,001","1,627",835,"28,599","3,507","2,056","2,319","4,507",600,"1,874","2,014","4,151","1,710","1,553","3,382",926
2021년07월_여_60~69세,"36,620","19,634","1,356","1,340","1,474","1,768","1,556","1,851","1,488","1,199","1,212","2,147","1,811","1,630",802,"16,986","2,010","1,276","1,448","2,029",455,"1,206","1,332","2,334","1,103",926,"1,756","1,111"
2021년07월_여_70~79세,"16,457","9,425",821,719,908,725,417,"1,030",821,641,625,919,611,827,361,"7,032",978,623,432,619,300,434,510,"1,051",455,407,714,509
2021년07월_여_80~89세,"10,094","5,793",424,389,820,449,253,573,476,388,391,633,404,377,216,"4,301",581,365,282,431,157,196,308,653,275,258,457,338
2021년07월_여_90~99세,"1,735",991,77,76,142,78,54,88,74,46,48,103,94,75,36,744,91,50,64,92,17,27,62,132,46,32,69,62
2021년07월_여_100세 이상,71,39,4,4,7,3,0,0,5,0,3,6,4,2,1,32,6,0,3,2,0,8,3,4,1,1,2,2
