카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2021년04월_남_60~69세,"11,197",776,339,389,317,466,488,411,435,223,286,370,206,184,257,155,694,696,399,"1,401","1,446",704,555
2021년04월_남_70~79세,"5,845",377,186,212,175,245,293,230,202,129,167,227,117,88,174,63,454,432,284,588,707,327,168
2021년04월_남_80~89세,"2,735",179,128,107,70,142,141,88,107,81,82,116,74,55,96,45,167,218,140,256,307,95,41
2021년04월_남_90~99세,272,20,13,10,11,17,12,15,8,7,9,19,13,8,9,4,13,12,14,22,21,10,5
2021년04월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"70,051","3,478","1,446","1,518","1,210","1,671","1,980","1,525","1,679",944,"1,109","1,421",777,636,"1,167",539,"3,268","3,918","2,040","12,841","10,202","5,432","11,250"
2021년04월_여_연령구간인구수,"70,051","3,478","1,446","1,518","1,210","1,671","1,980","1,525","1,679",944,"1,109","1,421",777,636,"1,167",539,"3,268","3,918","2,040","12,841","10,202","5,432","11,250"
2021년04월_여_0~9세,"4,929",161,62,28,18,27,68,43,36,17,25,28,20,9,17,3,83,105,58,982,687,435,"2,017"
2021년04월_여_10~19세,"5,677",199,58,65,53,50,67,56,86,29,41,31,21,17,157,15,188,198,106,"1,547",930,472,"1,291"
2021년04월_여_20~29세,"6,396",222,101,80,60,55,108,112,107,67,59,78,27,27,44,17,256,345,154,"1,691",967,644,"1,175"
2021년04월_여_30~39세,"7,037",258,93,89,60,73,101,64,88,36,50,51,25,20,45,14,199,275,118,"1,401",977,566,"2,434"
2021년04월_여_40~49세,"9,151",349,107,116,74,97,182,106,130,70,77,61,40,38,65,38,324,382,187,"2,122","1,504",888,"2,194"
2021년04월_여_50~59세,"11,285",658,229,258,215,264,333,276,334,169,194,233,109,88,162,87,479,659,306,"2,168","1,926",930,"1,208"
2021년04월_여_60~69세,"11,507",709,324,329,298,388,443,376,387,212,252,328,171,144,240,148,855,923,474,"1,466","1,666",811,563
2021년04월_여_70~79세,"7,487",479,250,262,216,318,350,272,249,155,179,275,182,134,195,92,538,623,381,818,889,413,217
2021년04월_여_80~89세,"5,552",362,192,233,183,334,268,194,210,159,198,278,160,135,206,110,302,344,222,565,551,226,120
2021년04월_여_90~99세,"1,002",80,29,56,32,65,59,26,49,30,32,58,21,22,33,15,44,62,33,76,104,46,30
2021년04월_여_100세 이상,28,1,1,2,1,0,1,0,3,0,2,0,1,2,3,0,0,2,1,5,1,1,1
