,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년06월_계_90~99세,"3,951","1,245",112,140,124,133,107,104,87,171,131,136,"1,158",45,101,83,164,132,98,149,89,68,102,82,45,699,21,52,57,86,85,64,79,59,111,85,849,68,66,77,73,96,83,47,80,60,38,87,74
2021년06월_계_100세 이상,205,62,9,7,4,4,1,7,7,1,4,18,56,1,13,4,9,6,3,3,3,2,7,3,2,47,4,7,5,5,6,3,6,1,6,4,40,4,5,4,3,2,6,3,1,2,3,2,5
2021년06월_남_총인구수,"596,269","136,189","11,835","22,768","14,451","14,480","21,052","10,267","9,715","14,275","9,069","8,277","184,469","5,149","12,121","9,570","20,477","19,253","12,353","22,545","23,112","12,642","24,021","14,741","8,485","92,354","3,117","5,569","9,790","11,029","12,972","5,599","10,087","8,575","19,915","5,701","183,257","8,979","7,396","18,697","10,640","19,674","17,333","13,957","16,703","15,762","13,969","25,961","14,186"
2021년06월_남_연령구간인구수,"596,269","136,189","11,835","22,768","14,451","14,480","21,052","10,267","9,715","14,275","9,069","8,277","184,469","5,149","12,121","9,570","20,477","19,253","12,353","22,545","23,112","12,642","24,021","14,741","8,485","92,354","3,117","5,569","9,790","11,029","12,972","5,599","10,087","8,575","19,915","5,701","183,257","8,979","7,396","18,697","10,640","19,674","17,333","13,957","16,703","15,762","13,969","25,961","14,186"
2021년06월_남_0~9세,"48,341","8,896",668,"1,517","1,223",911,"1,824",430,559,739,692,333,"16,035",437,579,423,"1,572","1,160",681,"2,440","3,592",640,"2,827",832,852,"5,252",119,220,827,714,"1,011",207,443,557,"1,015",139,"18,158",543,455,"1,421",674,"2,204","1,743","1,264","1,262","1,756","2,240","2,841","1,755"
2021년06월_남_10~19세,"60,323","14,633",940,"2,285","1,844","1,582","3,493",602,928,"1,409","1,011",539,"17,055",325,809,784,"1,809","1,628","1,020","2,598","2,345",886,"2,815","1,124",912,"7,212",171,227,639,"1,031","1,446",364,702,962,"1,426",244,"21,423",933,780,"2,208","1,104","1,908","2,432","1,109","2,239","2,043","1,680","3,420","1,567"
2021년06월_남_20~29세,"97,866","23,815","1,851","6,254","2,166","2,205","3,213","1,391","1,493","2,263","1,462","1,517","28,060",793,"1,889","1,443","3,343","3,067","2,057","3,151","2,486","2,521","3,389","2,842","1,079","15,705",461,999,"1,366","1,609","2,102",745,"1,704","1,989","3,997",733,"30,286","1,668","1,242","3,569","1,992","3,340","2,481","3,055","3,504","2,430","1,620","3,836","1,549"
2021년06월_남_30~39세,"92,484","16,833","1,596","3,054","1,665","1,862","2,120","1,381","1,356","1,768",969,"1,062","29,779",892,"2,026","1,384","2,958","2,919","1,740","3,233","4,315","2,442","3,717","3,009","1,144","14,533",503,919,"1,804","1,335","1,707",631,"1,610","1,139","4,108",777,"31,339","1,252","1,031","3,050","1,663","3,621","2,619","3,773","2,327","2,402","2,561","4,485","2,555"
2021년06월_남_40~49세,"101,025","21,796","1,852","3,173","2,497","2,405","4,070","1,565","1,543","2,200","1,320","1,171","31,476",755,"1,976","1,558","3,091","3,149","1,880","4,029","4,540","1,904","4,301","2,708","1,585","14,559",496,826,"1,555","1,811","2,068",856,"1,551","1,293","3,252",851,"33,194","1,380","1,157","3,373","1,690","3,808","3,262","2,148","2,812","2,820","2,827","5,105","2,812"
2021년06월_남_50~59세,"97,850","24,259","2,186","3,379","2,606","2,607","3,922","1,977","1,764","2,668","1,726","1,424","30,259",886,"2,103","1,670","3,643","3,351","2,338","3,682","2,896","2,071","3,683","2,463","1,473","15,854",588,"1,008","1,586","1,942","2,456","1,086","1,766","1,311","2,936","1,175","27,478","1,606","1,305","2,884","1,780","2,485","2,820","1,617","2,751","2,582","1,851","3,839","1,958"
2021년06월_남_60~69세,"62,958","15,917","1,711","2,011","1,515","1,690","1,584","1,771","1,313","1,955","1,143","1,224","20,869",641,"1,670","1,400","2,673","2,537","1,728","2,216","1,974","1,491","2,335","1,253",951,"11,772",461,852,"1,184","1,531","1,404","1,004","1,396",852,"2,047","1,041","14,400","1,044",923,"1,456","1,139","1,524","1,318",653,"1,287","1,247",847,"1,687","1,275"
2021년06월_남_70~79세,"25,350","6,921",739,743,652,827,555,833,537,888,449,698,"7,993",300,763,676,"1,013","1,080",664,843,719,519,714,347,355,"5,402",223,372,621,761,544,511,676,330,837,527,"5,034",424,371,541,426,581,417,221,344,356,258,559,536
2021년06월_남_80~89세,"9,142","2,799",263,309,258,360,251,296,197,332,255,278,"2,679",111,270,213,349,334,223,315,224,153,220,148,119,"1,887",85,123,197,268,212,182,224,131,276,189,"1,777",117,120,184,156,183,219,105,163,118,78,169,165
2021년06월_남_90~99세,884,305,27,42,24,30,20,19,22,53,39,29,251,9,31,18,25,26,22,38,20,15,17,15,15,167,9,20,11,25,20,12,15,11,20,24,161,11,11,11,15,20,20,11,14,8,7,20,13
2021년06월_남_100세 이상,46,15,2,1,1,1,0,2,3,0,3,2,13,0,5,1,1,2,0,0,1,0,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021년06월_여_총인구수,"587,941","134,184","11,643","20,221","14,887","15,064","21,099","9,815","9,858","14,025","9,776","7,796","180,739","5,135","11,380","9,394","19,987","18,533","12,121","23,072","23,296","12,128","24,853","12,597","8,243","90,769","2,797","4,841","9,610","11,628","13,416","5,362","10,136","8,486","19,528","4,965","182,249","8,910","7,540","17,438","11,128","19,185","17,942","12,401","16,007","15,512","13,992","27,029","15,165"
2021년06월_여_연령구간인구수,"587,941","134,184","11,643","20,221","14,887","15,064","21,099","9,815","9,858","14,025","9,776","7,796","180,739","5,135","11,380","9,394","19,987","18,533","12,121","23,072","23,296","12,128","24,853","12,597","8,243","90,769","2,797","4,841","9,610","11,628","13,416","5,362","10,136","8,486","19,528","4,965","182,249","8,910","7,540","17,438","11,128","19,185","17,942","12,401","16,007","15,512","13,992","27,029","15,165"
2021년06월_여_0~9세,"45,459","8,442",637,"1,465","1,174",916,"1,618",397,557,675,673,330,"15,049",417,528,472,"1,445","1,146",677,"2,322","3,276",608,"2,590",773,795,"5,121",120,198,790,735,933,181,409,574,"1,047",134,"16,847",540,382,"1,316",572,"2,056","1,689","1,220","1,227","1,631","2,010","2,568","1,636"
2021년06월_여_10~19세,"56,333","13,304",871,"1,958","1,590","1,496","3,286",577,777,"1,272","1,003",474,"15,815",275,748,706,"1,672","1,477",989,"2,350","2,320",780,"2,585","1,064",849,"6,903",146,237,684,"1,050","1,437",314,639,788,"1,405",203,"20,311",895,696,"2,112","1,093","1,727","2,279","1,013","2,032","1,974","1,562","3,409","1,519"
2021년06월_여_20~29세,"88,119","19,695","1,535","3,948","1,878","2,090","3,001","1,281","1,466","1,983","1,385","1,128","25,534",747,"1,676","1,238","2,852","2,700","1,823","2,958","2,485","2,530","3,115","2,454",956,"14,760",409,801,"1,364","1,545","1,957",607,"1,515","1,624","4,152",786,"28,130","1,351","1,240","2,879","1,774","3,153","2,385","2,383","3,041","2,054","1,648","4,601","1,621"
2021년06월_여_30~39세,"84,740","15,169","1,397","2,644","1,713","1,716","2,213","1,044","1,221","1,449","1,028",744,"27,080",799,"1,477","1,136","2,729","2,337","1,476","3,279","4,527","2,023","4,021","2,198","1,078","12,240",423,705,"1,493","1,266","1,734",505,"1,254","1,044","3,276",540,"30,251","1,105",880,"2,451","1,487","3,565","2,738","2,931","2,046","2,489","2,839","4,932","2,788"
2021년06월_여_40~49세,"99,619","22,281","1,754","3,198","2,767","2,517","4,667","1,298","1,501","2,117","1,526",936,"29,425",692,"1,694","1,432","2,918","2,783","1,739","4,092","4,048","1,768","4,605","2,128","1,526","13,532",342,605,"1,360","1,859","2,304",690,"1,357","1,403","3,056",556,"34,381","1,486","1,201","3,366","1,955","3,490","3,644","2,031","3,161","2,939","2,780","5,502","2,826"
2021년06월_여_50~59세,"98,161","24,283","2,149","3,369","2,693","2,687","3,589","1,903","1,857","2,703","2,044","1,289","31,103",952,"2,061","1,687","3,773","3,323","2,395","3,950","3,142","2,032","4,182","2,159","1,447","15,349",482,860,"1,560","2,057","2,595",941,"1,817","1,378","2,812",847,"27,426","1,639","1,426","2,747","1,976","2,342","2,898","1,594","2,628","2,579","1,835","3,515","2,247"
2021년06월_여_60~69세,"64,360","16,363","1,758","1,976","1,660","1,848","1,412","1,845","1,393","1,981","1,058","1,432","21,295",687,"1,824","1,499","2,640","2,699","1,748","2,277","2,053","1,431","2,439","1,055",943,"12,317",458,776,"1,299","1,663","1,334","1,064","1,670",942,"2,163",948,"14,385","1,132",946,"1,461","1,296","1,663","1,256",642,"1,053","1,093",820,"1,506","1,517"
2021년06월_여_70~79세,"31,157","8,740",929,971,831,"1,133",767,959,669,"1,076",557,848,"9,413",349,865,791,"1,157","1,320",741,"1,101",881,593,798,423,394,"6,651",262,413,715,951,644,667,944,456,995,604,"6,353",481,462,641,574,733,637,353,459,460,293,632,628
2021년06월_여_80~89세,"16,767","4,920",521,588,478,555,458,421,348,650,409,492,"5,075",180,429,365,654,638,454,629,493,308,429,273,223,"3,328",140,210,294,438,409,339,461,228,526,283,"3,444",221,248,395,341,378,349,196,293,239,171,295,318
2021년06월_여_90~99세,"3,067",940,85,98,100,103,87,85,65,118,92,107,907,36,70,65,139,106,76,111,69,53,85,67,30,532,12,32,46,61,65,52,64,48,91,61,688,57,55,66,58,76,63,36,66,52,31,67,61
2021년06월_여_100세 이상,159,47,7,6,3,3,1,5,4,1,1,16,43,1,8,3,8,4,3,3,2,2,4,3,2,36,3,4,5,3,4,2,6,1,5,3,33,3,4,4,2,2,4,2,1,2,3,2,4
