카테고리,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2021년11월_남_40~49세,"31,439","3,202","1,803","1,731","2,196","1,389","2,080",588,"1,691","2,050","2,473","2,408","1,595","1,637","3,217","1,811","1,568"
2021년11월_남_50~59세,"30,888","2,519","1,417","2,404","1,614","1,737","2,234","1,022","1,883","2,334","2,828","2,316","1,598","1,530","2,748","1,872",832
2021년11월_남_60~69세,"27,146","1,976","1,275","1,952","1,231","1,381","1,892",871,"1,722","2,047","2,553","2,361","1,628","1,458","2,322","1,771",706
2021년11월_남_70~79세,"15,119","1,011",498,"1,157",719,951,981,383,945,"1,082","1,391","1,451",862,884,"1,519",936,349
2021년11월_남_80~89세,"4,965",300,154,451,247,361,343,128,265,391,455,415,293,302,509,268,83
2021년11월_남_90~99세,381,20,20,26,19,22,25,9,23,30,43,35,21,15,42,20,11
2021년11월_남_100세 이상,12,2,1,0,0,0,0,0,1,1,1,3,1,0,0,2,0
2021년11월_여_총인구수,"201,317","18,446","10,635","11,795","11,459","10,164","15,007","4,060","11,245","13,439","16,951","15,893","10,379","11,613","19,941","11,968","8,322"
2021년11월_여_연령구간인구수,"201,317","18,446","10,635","11,795","11,459","10,164","15,007","4,060","11,245","13,439","16,951","15,893","10,379","11,613","19,941","11,968","8,322"
2021년11월_여_0~9세,"12,743","1,708",842,388,575,348,824,116,618,791,"1,095",966,539,579,"1,385",673,"1,296"
2021년11월_여_10~19세,"14,254","1,742",912,649,676,493,744,123,897,"1,063","1,130","1,109",661,581,"1,961",876,637
2021년11월_여_20~29세,"27,499","2,205","1,433","1,540","2,095","1,509","2,828",712,"1,461","1,667","2,154","1,867","1,237","2,301","2,254","1,430",806
2021년11월_여_30~39세,"29,931","3,173","1,858","1,236","2,177","1,356","2,750",517,"1,344","1,529","2,418","2,133","1,260","2,151","2,547","1,596","1,886"
2021년11월_여_40~49세,"29,864","3,353","1,784","1,532","1,783","1,311","1,965",458,"1,627","2,063","2,325","2,271","1,482","1,468","3,247","1,838","1,357"
2021년11월_여_50~59세,"31,457","2,589","1,548","2,174","1,444","1,694","2,244",709,"1,940","2,365","2,874","2,529","1,808","1,506","2,983","2,076",974
2021년11월_여_60~69세,"30,338","2,173","1,475","2,128","1,412","1,713","1,967",722,"1,867","2,079","2,730","2,835","1,923","1,572","2,910","1,935",897
2021년11월_여_70~79세,"16,788",983,504,"1,439",861,"1,143","1,136",434,978,"1,232","1,509","1,527",950,952,"1,785","1,055",300
2021년11월_여_80~89세,"7,249",435,233,611,387,528,476,234,441,574,603,568,455,421,730,418,135
2021년11월_여_90~99세,"1,156",83,43,93,48,69,70,31,71,73,110,85,62,78,138,70,32
2021년11월_여_100세 이상,38,2,3,5,1,0,3,4,1,3,3,3,2,4,1,1,2
