카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021년09월_여_총인구수,"154,117","10,183","7,176","6,512","6,359","13,554","10,748","12,724","8,247","7,882","5,216","13,487","19,454","13,963","6,219","9,476","2,917"
2021년09월_여_연령구간인구수,"154,117","10,183","7,176","6,512","6,359","13,554","10,748","12,724","8,247","7,882","5,216","13,487","19,454","13,963","6,219","9,476","2,917"
2021년09월_여_0~9세,"9,055",480,396,222,332,757,570,650,506,485,434,851,"1,412",799,645,447,69
2021년09월_여_10~19세,"11,935",732,566,363,480,"1,076",817,"1,018",529,623,448,"1,134","1,803","1,142",425,662,117
2021년09월_여_20~29세,"17,925","1,062",733,687,673,"1,574","1,666","2,342",816,"1,009",477,"1,595","1,965","1,408",703,"1,005",210
2021년09월_여_30~39세,"16,497","1,019",683,659,631,"1,374","1,228","1,437",882,967,672,"1,580","2,064","1,262","1,078",801,160
2021년09월_여_40~49세,"21,870","1,357","1,028",740,908,"1,904","1,439","1,698","1,143","1,162",860,"2,104","3,187","2,003",923,"1,148",266
2021년09월_여_50~59세,"27,141","1,806","1,126","1,108","1,070","2,540","1,869","2,125","1,442","1,496",778,"2,401","3,482","2,655",993,"1,795",455
2021년09월_여_60~69세,"27,575","1,929","1,417","1,449","1,276","2,502","1,804","1,999","1,581","1,344",827,"2,299","2,998","2,561",903,"2,023",663
2021년09월_여_70~79세,"14,418","1,102",818,850,658,"1,199",884,"1,003",896,525,498,"1,067","1,604","1,291",372,"1,060",591
2021년09월_여_80~89세,"6,577",590,349,384,282,537,398,390,398,221,201,389,805,715,133,456,329
2021년09월_여_90~99세,"1,091",102,57,50,47,90,73,60,52,50,20,65,130,123,42,76,54
2021년09월_여_100세 이상,33,4,3,0,2,1,0,2,2,0,1,2,4,4,2,3,3
