카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년04월_남_20~29세,"32,717","15,844",272,"2,088","4,010",166,546,127,63,"1,905","1,000",564,427,485,"2,143","2,048","16,873","2,370",113,185,84,174,45,14,26,876,"1,213","1,258","1,319","2,067","1,644","4,995",490
2021년04월_남_30~39세,"31,203","14,428",246,"1,529","4,399",154,527,108,54,"1,714",957,605,288,221,"1,805","1,821","16,775","2,594",77,142,73,152,38,13,36,979,959,"1,371","1,111","2,275","1,305","5,057",593
2021년04월_남_40~49세,"38,793","18,445",460,"2,486","5,565",189,673,188,122,"1,814","1,248",780,333,192,"2,432","1,963","20,348","3,197",133,269,119,220,79,23,53,"1,023","1,184","1,333","1,552","2,278","1,537","6,526",822
2021년04월_남_50~59세,"45,004","21,395",818,"3,049","4,615",366,940,396,190,"2,222","1,669","1,195",433,268,"2,678","2,556","23,609","3,558",243,490,257,483,222,58,118,"1,376","1,628","1,653","1,944","2,757","2,142","5,973",707
2021년04월_남_60~69세,"39,536","18,493",993,"2,211","3,336",493,946,489,233,"2,368","1,896","1,475",480,217,"1,998","1,358","21,043","3,004",423,559,315,653,312,98,194,"1,545","1,288","1,870","1,904","2,279","1,848","4,083",668
2021년04월_남_70~79세,"17,629","8,381",559,857,"1,206",259,499,390,153,"1,250","1,082",790,287,100,522,427,"9,248","1,319",231,362,218,402,187,64,116,886,474,"1,123",903,742,688,"1,228",305
2021년04월_남_80~89세,"5,273","2,318",238,220,378,69,173,205,64,229,250,214,78,30,80,90,"2,955",477,133,164,96,189,112,17,53,293,116,309,277,182,195,262,80
2021년04월_남_90~99세,392,144,16,11,23,4,13,19,2,15,9,19,2,1,4,6,248,41,5,13,8,23,8,5,8,18,10,28,27,14,16,21,3
2021년04월_남_100세 이상,15,10,2,1,0,0,1,0,0,0,1,1,2,0,1,1,5,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
2021년04월_여_총인구수,"248,981","111,805","3,716","14,934","25,941","1,672","4,894","2,085",962,"11,994","8,370","6,209","2,149","1,181","15,074","12,624","137,176","20,337","1,441","2,437","1,295","2,561","1,062",295,673,"8,013","8,632","10,046","11,302","16,548","11,625","36,081","4,828"
2021년04월_여_연령구간인구수,"248,981","111,805","3,716","14,934","25,941","1,672","4,894","2,085",962,"11,994","8,370","6,209","2,149","1,181","15,074","12,624","137,176","20,337","1,441","2,437","1,295","2,561","1,062",295,673,"8,013","8,632","10,046","11,302","16,548","11,625","36,081","4,828"
2021년04월_여_0~9세,"18,705","8,251",66,"1,091","2,707",34,256,24,14,544,287,185,95,57,"1,817","1,074","10,454","1,809",32,50,24,43,21,3,9,290,587,367,692,"1,431",772,"3,888",436
2021년04월_여_10~19세,"22,077","10,017",104,"1,755","2,750",66,382,74,27,699,371,329,131,97,"1,836","1,396","12,060","1,756",30,87,44,108,26,8,14,397,847,436,930,"1,453","1,152","4,222",550
2021년04월_여_20~29세,"24,137","10,824",169,"1,474","2,647",104,430,70,35,"1,364",660,450,208,152,"1,460","1,601","13,313","1,768",59,120,68,113,16,13,27,746,892,"1,088","1,017","1,721","1,255","4,002",408
2021년04월_여_30~39세,"27,646","12,173",201,"1,477","3,663",95,441,77,32,"1,215",635,414,197,123,"1,997","1,606","15,473","2,411",52,112,35,79,29,0,25,762,885,979,"1,051","2,208","1,169","5,078",598
2021년04월_여_40~49세,"38,309","17,254",273,"2,644","4,722",116,581,100,62,"1,512",939,653,204,165,"2,873","2,410","21,055","3,097",79,183,75,148,41,16,42,925,"1,458","1,171","1,704","2,596","1,767","6,902",851
2021년04월_여_50~59세,"44,527","19,720",593,"2,924","3,971",317,871,308,134,"2,243","1,624","1,107",366,225,"2,624","2,413","24,807","3,526",226,405,200,438,166,50,87,"1,346","1,800","1,793","2,146","3,207","2,514","6,163",740
2021년04월_여_60~69세,"41,196","19,005",994,"2,166","3,184",440,904,506,228,"2,804","2,281","1,702",495,203,"1,810","1,288","22,191","3,047",367,580,325,619,299,107,179,"1,794","1,340","2,387","2,258","2,377","1,879","3,872",761
2021년04월_여_70~79세,"19,914","9,108",763,851,"1,384",281,615,432,232,"1,188","1,130",920,310,105,408,489,"10,806","1,646",270,485,257,510,233,51,144,"1,161",543,"1,255","1,000",952,744,"1,214",341
2021년04월_여_80~89세,"10,587","4,657",481,484,795,178,350,417,165,353,388,382,121,47,193,303,"5,930","1,074",270,347,223,426,199,38,122,498,230,480,436,517,326,620,124
2021년04월_여_90~99세,"1,824",765,72,65,110,39,62,73,32,68,52,67,22,7,54,42,"1,059",201,55,67,44,76,31,9,21,91,47,87,66,84,46,116,18
2021년04월_여_100세 이상,59,31,0,3,8,2,2,4,1,4,3,0,0,0,2,2,28,2,1,1,0,1,1,0,3,3,3,3,2,2,1,4,1
