카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년11월_남_80~89세,"5,047",227,163,123,134,349,154,166,333,138,244,203,164,179,239,203,120,316,288,202,135,290,323,354
2020년11월_남_90~99세,433,19,11,17,12,26,6,14,30,8,33,16,14,18,16,16,10,28,30,22,11,27,28,21
2020년11월_남_100세 이상,27,1,0,3,2,0,1,1,1,1,1,3,0,0,0,1,1,0,1,1,1,2,2,4
2020년11월_여_총인구수,"219,315","8,574","8,235","8,573","9,719","11,911","5,751","9,746","10,123","6,270","8,117","12,703","5,824","5,844","8,721","6,675","7,324","11,857","10,134","6,373","8,661","16,299","14,067","17,814"
2020년11월_여_연령구간인구수,"219,315","8,574","8,235","8,573","9,719","11,911","5,751","9,746","10,123","6,270","8,117","12,703","5,824","5,844","8,721","6,675","7,324","11,857","10,134","6,373","8,661","16,299","14,067","17,814"
2020년11월_여_0~9세,"14,432",652,544,965,709,887,257,574,673,519,434,"1,021",276,356,486,509,465,488,517,182,618,"1,091",999,"1,210"
2020년11월_여_10~19세,"24,401","1,109",871,"1,055","2,032","1,213",516,"1,396","1,196",873,747,"2,071",441,365,644,446,571,821,933,341,888,"2,337","1,502","2,033"
2020년11월_여_20~29세,"25,749",984,"1,166","1,029",860,"1,342",832,"1,016","1,053",583,"1,036","1,251",897,725,"1,026",539,"1,039","1,527","1,192",644,945,"2,056","1,699","2,308"
2020년11월_여_30~39세,"22,063",850,"1,081","1,181",721,"1,235",554,808,859,625,771,"1,114",683,757,"1,000",770,947,"1,109",998,455,867,"1,444","1,463","1,771"
2020년11월_여_40~49세,"39,812","1,607","1,465","1,724","2,620","1,997",937,"2,590","1,759","1,278","1,275","2,751",926,926,"1,285",999,"1,219","1,744","1,555",680,"1,511","3,212","2,499","3,253"
2020년11월_여_50~59세,"38,822","1,469","1,363","1,283","1,292","2,110","1,067","1,589","1,678",890,"1,560","2,119",982,982,"1,509","1,083","1,425","2,292","1,989","1,223","1,645","3,070","2,644","3,558"
2020년11월_여_60~69세,"27,490",925,947,677,731,"1,577",805,879,"1,289",763,"1,150","1,266",817,865,"1,389","1,213",959,"1,900","1,567","1,291","1,314","1,655","1,730","1,781"
2020년11월_여_70~79세,"16,232",623,497,414,489,956,461,590,995,491,692,663,534,544,834,691,440,"1,217",805,919,516,848,915,"1,098"
2020년11월_여_80~89세,"8,841",311,264,203,229,511,285,267,535,220,393,370,229,276,446,349,217,643,510,555,299,502,525,702
2020년11월_여_90~99세,"1,400",39,35,37,36,80,36,36,82,24,53,74,37,45,97,70,40,110,67,80,56,81,87,98
2020년11월_여_100세 이상,73,5,2,5,0,3,1,1,4,4,6,3,2,3,5,6,2,6,1,3,2,3,4,2
