카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년02월_남_총인구수,"105,698","8,015","1,753",865,"2,083","2,316","1,857","2,333","3,292","7,613","2,430","1,738","12,737","3,975","5,227","6,599","2,397","4,275","8,369","9,257","14,239","4,328"
2020년02월_남_연령구간인구수,"105,698","8,015","1,753",865,"2,083","2,316","1,857","2,333","3,292","7,613","2,430","1,738","12,737","3,975","5,227","6,599","2,397","4,275","8,369","9,257","14,239","4,328"
2020년02월_남_0~9세,"7,210",340,70,22,111,58,68,104,196,755,99,59,975,208,241,334,125,377,782,497,"1,403",386
2020년02월_남_10~19세,"10,472",541,110,21,143,121,99,127,262,802,153,100,"1,688",357,423,716,239,497,866,933,"1,897",377
2020년02월_남_20~29세,"13,742",853,196,62,220,279,164,258,268,942,306,169,"1,873",496,690,916,354,532,"1,428","1,153","1,837",746
2020년02월_남_30~39세,"11,513",637,124,55,172,196,152,203,318,"1,092",257,176,"1,312",432,551,709,282,548,"1,125",954,"1,687",531
2020년02월_남_40~49세,"16,784","1,130",236,78,264,311,204,341,536,"1,297",327,253,"2,168",546,770,"1,020",367,716,"1,355","1,454","2,685",726
2020년02월_남_50~59세,"18,371","1,573",351,186,398,455,405,442,572,"1,198",430,330,"2,201",753,977,"1,202",465,659,"1,207","1,648","2,247",672
2020년02월_남_60~69세,"15,266","1,550",356,238,425,452,413,474,610,865,438,312,"1,403",663,858,"1,032",327,590,975,"1,317","1,490",478
2020년02월_남_70~79세,"8,674",966,213,142,245,291,247,257,377,471,290,242,761,372,506,497,155,244,454,923,707,314
2020년02월_남_80~89세,"3,326",377,90,57,91,129,97,116,135,172,107,94,331,136,195,163,76,99,164,347,263,87
2020년02월_남_90~99세,313,44,6,4,12,21,8,9,15,18,22,3,25,10,16,10,7,13,13,27,19,11
2020년02월_남_100세 이상,27,4,1,0,2,3,0,2,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020년02월_여_총인구수,"107,575","8,345","1,672",752,"1,979","2,080","1,787","2,188","3,313","7,945","2,686","1,654","13,352","3,996","5,365","6,826","2,487","4,513","8,554","9,228","14,606","4,247"
2020년02월_여_연령구간인구수,"107,575","8,345","1,672",752,"1,979","2,080","1,787","2,188","3,313","7,945","2,686","1,654","13,352","3,996","5,365","6,826","2,487","4,513","8,554","9,228","14,606","4,247"
2020년02월_여_0~9세,"6,782",292,58,11,86,45,64,89,203,686,95,50,921,200,219,335,168,387,755,536,"1,228",354
2020년02월_여_10~19세,"9,482",483,93,23,122,102,77,99,236,785,170,77,"1,577",325,382,600,204,437,825,772,"1,706",387
2020년02월_여_20~29세,"11,446",633,109,43,125,160,115,187,226,886,300,138,"1,587",420,606,804,250,458,"1,272",893,"1,576",658
2020년02월_여_30~39세,"10,620",535,90,24,159,99,98,181,284,"1,095",210,122,"1,323",345,427,594,260,562,"1,165",792,"1,749",506
2020년02월_여_40~49세,"16,062",934,168,48,204,162,137,251,450,"1,363",311,171,"2,515",553,685,"1,007",405,759,"1,297","1,271","2,713",658
2020년02월_여_50~59세,"18,405","1,522",350,155,353,361,323,407,592,"1,213",398,285,"2,218",713,"1,055","1,346",498,789,"1,317","1,573","2,303",634
2020년02월_여_60~69세,"16,656","1,755",314,211,403,460,404,451,657,959,540,381,"1,598",735,"1,040","1,171",338,588,"1,006","1,487","1,628",530
2020년02월_여_70~79세,"10,712","1,303",222,139,273,377,319,281,378,586,380,285,"1,015",427,624,579,203,317,548,"1,165",994,297
2020년02월_여_80~89세,"6,111",718,221,81,200,264,214,195,243,309,217,123,494,231,270,320,134,178,308,616,603,172
2020년02월_여_90~99세,"1,227",153,44,17,51,46,33,45,43,60,60,22,98,41,53,70,26,37,58,115,104,51
2020년02월_여_100세 이상,72,17,3,0,3,4,3,2,1,3,5,0,6,6,4,0,1,1,3,8,2,0
