카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2020년02월_남_20~29세,"52,761","2,256","1,031","1,929","3,355","2,552","4,643","2,686","1,845","2,789","1,762","3,180","2,179","3,246","2,620","3,945",900,"1,780","3,722","1,690","2,462","2,189"
2020년02월_남_30~39세,"48,639","2,317","1,330","2,011","3,297","1,942","3,340","2,894","1,631","2,726","2,039","2,737","1,869","2,893","2,242","3,168","1,007","1,888","3,183","1,643","2,361","2,121"
2020년02월_남_40~49세,"37,596","1,781","1,355","2,632","1,983","1,085","2,096","2,839",964,"1,915","1,222","1,540","1,319","1,937","1,583","1,403","1,560","1,269","2,423","1,966","2,510","2,214"
2020년02월_남_50~59세,"34,438","1,669","1,161","2,333","1,721",860,"1,837","2,381",965,"1,736","1,210","1,391","1,194","1,666","1,659",930,"1,320","1,294","1,910","2,260","2,484","2,457"
2020년02월_남_60~69세,"26,916","1,497",880,"1,725","1,436",653,"1,451","1,926",764,"1,294",982,"1,134",984,"1,267","1,185",672,951,"1,070","1,131","1,890","2,105","1,919"
2020년02월_남_70~79세,"16,739",963,515,"1,080",953,437,935,"1,231",509,801,615,723,695,755,747,446,609,576,586,"1,183","1,221","1,159"
2020년02월_남_80~89세,"5,034",267,192,337,260,125,284,369,160,265,183,222,207,226,234,127,162,201,214,396,299,304
2020년02월_남_90~99세,391,23,22,37,17,13,26,18,11,22,9,12,13,15,15,9,17,23,13,41,18,17
2020년02월_남_100세 이상,64,1,3,4,6,1,7,6,1,2,0,1,4,1,4,1,6,0,3,5,5,3
2020년02월_여_총인구수,"248,765","12,806","8,178","15,788","15,256","8,356","17,402","17,640","8,042","13,586","9,735","11,285","9,220","10,610","11,460","10,525","8,160","8,647","9,314","12,440","16,300","14,015"
2020년02월_여_연령구간인구수,"248,765","12,806","8,178","15,788","15,256","8,356","17,402","17,640","8,042","13,586","9,735","11,285","9,220","10,610","11,460","10,525","8,160","8,647","9,314","12,440","16,300","14,015"
2020년02월_여_0~9세,"11,874",653,687,"1,040",634,386,647,"1,099",204,624,541,343,352,462,413,201,645,388,394,470,970,721
2020년02월_여_10~19세,"14,766",761,576,"1,445",736,462,900,"1,315",353,820,474,444,453,537,569,263,727,415,494,817,"1,261",944
2020년02월_여_20~29세,"54,996","2,390",926,"1,940","4,125","2,746","5,910","2,873","2,516","3,051","2,152","3,149","2,122","2,449","2,977","4,308",830,"2,172","2,420","1,451","2,484","2,005"
2020년02월_여_30~39세,"39,879","2,002","1,343","2,064","2,858","1,534","3,018","2,749","1,385","2,413","1,865","2,036","1,413","1,772","1,762","2,472","1,036","1,455","1,524","1,279","2,165","1,734"
2020년02월_여_40~49세,"33,021","1,716","1,282","2,686","1,811",965,"1,861","2,623",822,"1,872","1,176","1,288","1,122","1,302","1,554","1,034","1,522","1,045","1,180","1,733","2,422","2,005"
2020년02월_여_50~59세,"34,932","1,894","1,220","2,460","1,851",815,"1,881","2,623",959,"1,826","1,435","1,524","1,287","1,476","1,635",803,"1,293","1,164","1,207","2,254","2,712","2,613"
2020년02월_여_60~69세,"30,922","1,757","1,065","2,058","1,694",701,"1,680","2,290",882,"1,584","1,180","1,368","1,238","1,404","1,325",766,"1,112","1,076","1,072","2,192","2,426","2,052"
2020년02월_여_70~79세,"19,682","1,139",692,"1,406","1,107",509,"1,099","1,466",645,"1,010",678,796,851,817,868,476,674,625,693,"1,491","1,290","1,350"
2020년02월_여_80~89세,"7,238",414,328,576,366,199,343,501,241,326,185,290,311,309,297,154,266,260,276,615,486,495
2020년02월_여_90~99세,"1,209",71,40,87,64,31,49,90,27,54,46,39,63,65,50,34,48,38,45,115,67,86
2020년02월_여_100세 이상,246,9,19,26,10,8,14,11,8,6,3,8,8,17,10,14,7,9,9,23,17,10
