카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년06월_남_70~79세,"12,634",855,"1,017",608,801,822,"1,274","1,330",949,725,722,539,"1,289",869,834
2020년06월_남_80~89세,"4,286",315,377,202,299,294,397,433,305,264,249,195,350,282,324
2020년06월_남_90~99세,442,36,21,11,45,36,42,45,24,29,21,26,34,32,40
2020년06월_남_100세 이상,46,2,0,3,4,4,2,6,7,7,1,0,1,5,4
2020년06월_여_총인구수,"168,705","13,431","15,305","7,242","14,301","13,209","10,770","14,410","11,402","10,128","8,717","10,257","14,800","10,225","14,508"
2020년06월_여_연령구간인구수,"168,705","13,431","15,305","7,242","14,301","13,209","10,770","14,410","11,402","10,128","8,717","10,257","14,800","10,225","14,508"
2020년06월_여_0~9세,"9,549",783,927,408,913,772,463,849,604,508,433,617,820,497,955
2020년06월_여_10~19세,"12,854","1,117","1,120",537,"1,326","1,013",581,865,876,710,504,"1,051","1,121",721,"1,312"
2020년06월_여_20~29세,"21,805","1,712","2,106",893,"1,898","1,901","1,250","1,734","1,638","1,285","1,325","1,270","1,931","1,279","1,583"
2020년06월_여_30~39세,"20,580","1,783","2,127",814,"1,772","1,751","1,083","1,835","1,304","1,285","1,165","1,248","1,692","1,071","1,650"
2020년06월_여_40~49세,"25,122","2,176","2,300","1,071","2,409","1,946","1,389","1,906","1,626","1,429","1,194","1,684","2,205","1,468","2,319"
2020년06월_여_50~59세,"30,216","2,283","2,731","1,317","2,609","2,426","1,930","2,362","1,942","1,837","1,539","1,913","2,725","1,938","2,664"
2020년06월_여_60~69세,"25,400","1,824","2,112","1,073","1,765","1,869","2,011","2,532","1,722","1,596","1,270","1,402","2,355","1,647","2,222"
2020년06월_여_70~79세,"14,893","1,136","1,268",761,935,939,"1,388","1,494","1,104",929,895,639,"1,293","1,063","1,049"
2020년06월_여_80~89세,"6,974",535,539,312,576,492,586,684,490,456,330,353,540,449,632
2020년06월_여_90~99세,"1,186",76,73,49,91,92,74,128,85,84,55,76,108,79,116
2020년06월_여_100세 이상,126,6,2,7,7,8,15,21,11,9,7,4,10,13,6
