카테고리,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2021년06월_남_20~29세,"99,587","19,904","24,006","13,638","5,506","2,066","4,985","3,876","4,033","2,172","1,822","1,950","1,567","3,575","2,601","1,977","2,800","1,708","1,401"
2021년06월_남_30~39세,"85,957","17,356","22,851","11,273","4,755","1,865","4,883","2,931","3,208","1,751","1,468","1,587","1,614","2,548","1,650","1,401","2,254","1,311","1,251"
2021년06월_남_40~49세,"113,209","20,767","27,940","16,271","7,469","3,280","6,153","4,745","4,322","2,803","2,381","2,825","2,752","2,979","1,440","1,329","2,178","1,673","1,902"
2021년06월_남_50~59세,"136,165","23,383","30,537","18,384","8,098","3,812","7,376","5,975","6,486","4,538","3,975","4,210","3,755","3,734","2,062","1,838","2,745","2,579","2,678"
2021년06월_남_60~69세,"125,765","19,458","23,877","16,660","6,949","3,810","6,466","5,804","7,638","5,618","4,371","4,803","4,065","3,461","2,172","1,896","2,975","2,801","2,941"
2021년06월_남_70~79세,"60,109","9,101","9,559","8,781","3,595","2,117","2,943","3,120","3,420","2,679","2,175","2,288","1,974","2,051","1,024",856,"1,251","1,480","1,695"
2021년06월_남_80~89세,"26,493","4,355","4,405","3,666","1,434",772,"1,146","1,344","1,624","1,256","1,008","1,011",777,840,500,417,553,671,714
2021년06월_남_90~99세,"2,478",462,426,326,100,53,111,119,155,118,97,71,57,82,51,39,66,77,68
2021년06월_남_100세 이상,115,19,10,12,2,9,7,4,4,4,8,4,8,5,5,5,4,3,2
2021년06월_여_총인구수,"762,581","143,006","178,889","107,234","44,297","20,413","41,482","31,693","33,277","22,687","18,346","19,998","17,237","21,100","11,142","10,407","14,567","13,076","13,730"
2021년06월_여_연령구간인구수,"762,581","143,006","178,889","107,234","44,297","20,413","41,482","31,693","33,277","22,687","18,346","19,998","17,237","21,100","11,142","10,407","14,567","13,076","13,730"
2021년06월_여_0~9세,"50,228","10,253","13,606","6,350","3,131","1,135","2,817","1,809","1,813","1,002",765,903,824,"1,626",865,835,"1,210",641,643
2021년06월_여_10~19세,"64,975","12,780","17,150","8,848","4,130","1,791","3,493","2,467","2,480","1,703","1,319","1,334","1,187","1,755",865,"1,030","1,072",727,844
2021년06월_여_20~29세,"77,503","17,405","21,078","11,293","3,818","1,495","3,900","3,067","2,619","1,619","1,309","1,340","1,133","1,954","1,134",998,"1,382",989,970
2021년06월_여_30~39세,"77,438","16,588","22,172","10,095","4,120","1,652","4,200","2,501","2,670","1,598","1,230","1,349","1,293","2,057","1,143","1,114","1,652",973,"1,031"
2021년06월_여_40~49세,"107,465","21,239","28,800","15,700","6,891","2,884","6,100","3,892","3,752","2,211","2,008","2,350","1,992","2,585","1,179","1,157","1,740","1,389","1,596"
2021년06월_여_50~59세,"127,759","23,126","30,173","18,003","7,485","3,273","7,550","5,064","5,789","4,020","3,159","3,620","3,012","3,274","1,740","1,588","2,382","2,182","2,319"
2021년06월_여_60~69세,"126,450","20,714","24,292","18,254","7,413","3,914","6,925","5,730","6,968","5,131","3,916","4,383","3,629","3,528","1,846","1,656","2,569","2,702","2,880"
2021년06월_여_70~79세,"73,589","11,605","11,923","10,792","4,364","2,681","3,840","3,948","3,784","2,817","2,586","2,612","2,432","2,555","1,264","1,118","1,371","1,951","1,946"
2021년06월_여_80~89세,"47,955","7,819","8,171","6,500","2,496","1,372","2,155","2,701","2,883","2,141","1,788","1,795","1,466","1,477",931,776,"1,001","1,259","1,224"
2021년06월_여_90~99세,"8,872","1,430","1,469","1,353",439,203,488,492,491,421,253,298,259,277,169,126,185,254,265
2021년06월_여_100세 이상,347,47,55,46,10,13,14,22,28,24,13,14,10,12,6,9,3,9,12
