카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년05월_남_30~39세,"33,385","1,289",899,996,887,"1,113","1,145","2,339","1,900",743,"1,361","1,971","2,260","1,132",796,"1,266","3,183","1,053","3,901",157,574,"2,554","1,037",829
2021년05월_남_40~49세,"37,353","2,042",973,"1,248","1,109","1,185",895,"2,099","1,453",898,"1,894","1,544","1,905",847,907,"1,547","3,919","1,065","4,459",247,"1,800","2,843",984,"1,490"
2021년05월_남_50~59세,"37,326","1,761","1,291","1,474","1,410","1,464",808,"2,069","1,159",959,"1,865","1,620","1,944",982,"1,319","1,796","2,751","1,281","3,787",375,"1,341","3,028","1,061","1,781"
2021년05월_남_60~69세,"27,306","1,221","1,289","1,422","1,377","1,267",750,"1,316",942,824,"1,441","1,426","1,270",663,"1,288","1,517","1,937",851,"1,790",438,667,"1,799",638,"1,173"
2021년05월_남_70~79세,"12,020",606,723,783,593,646,398,479,415,463,774,589,432,265,545,438,743,334,767,263,386,561,200,617
2021년05월_남_80~89세,"4,208",196,229,297,197,238,145,193,143,160,257,179,146,80,213,153,239,139,234,138,158,193,72,209
2021년05월_남_90~99세,398,17,20,20,20,21,17,16,13,13,22,10,8,6,31,16,26,16,15,21,23,17,9,21
2021년05월_남_100세 이상,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021년05월_여_총인구수,"241,642","11,530","7,493","8,589","8,398","7,989","6,491","14,276","9,811","6,231","12,427","10,567","12,525","5,218","7,882","10,977","21,132","8,250","25,817","1,830","8,661","18,730","6,443","10,375"
2021년05월_여_연령구간인구수,"241,642","11,530","7,493","8,589","8,398","7,989","6,491","14,276","9,811","6,231","12,427","10,567","12,525","5,218","7,882","10,977","21,132","8,250","25,817","1,830","8,661","18,730","6,443","10,375"
2021년05월_여_0~9세,"17,872","1,020",316,385,506,449,290,792,574,399,927,508,704,182,397,872,"2,576",630,"2,985",36,788,"1,505",469,562
2021년05월_여_10~19세,"23,643","1,487",478,655,680,582,300,"1,130",617,556,"1,384",772,"1,046",253,627,"1,233","2,346",756,"2,990",81,"1,607","2,055",627,"1,381"
2021년05월_여_20~29세,"36,096","1,382","1,118","1,078",936,"1,011","1,338","2,952","2,457",813,"1,506","2,004","2,766","1,321",867,"1,224","2,501","1,473","3,362",132,780,"2,794","1,048","1,233"
2021년05월_여_30~39세,"31,915","1,334",700,828,863,902,"1,029","2,304","1,670",708,"1,338","1,456","1,927",740,755,"1,379","3,406","1,012","4,085",109,791,"2,785",940,854
2021년05월_여_40~49세,"39,864","2,257",806,"1,101","1,157","1,091",808,"2,340","1,330",934,"2,090","1,542","1,865",666,"1,034","1,845","3,877","1,286","4,970",161,"2,205","3,465","1,105","1,929"
2021년05월_여_50~59세,"39,683","1,759","1,326","1,487","1,675","1,432",943,"2,266","1,349","1,020","2,092","1,768","2,073",916,"1,497","2,106","2,986","1,498","3,821",312,"1,131","3,261","1,181","1,784"
2021년05월_여_60~69세,"29,588","1,319","1,473","1,666","1,433","1,358",938,"1,445","1,032",985,"1,722","1,591","1,355",673,"1,312","1,471","2,107",820,"2,037",339,670,"1,809",648,"1,385"
2021년05월_여_70~79세,"14,190",624,827,887,702,770,534,625,517,533,895,590,460,292,746,493,847,473,942,324,431,631,267,780
2021년05월_여_80~89세,"7,419",293,387,435,381,331,270,358,214,235,405,283,288,145,543,296,404,261,526,262,217,365,129,391
2021년05월_여_90~99세,"1,323",53,57,65,64,62,38,61,47,48,67,52,40,29,103,57,79,39,96,70,41,56,29,70
2021년05월_여_100세 이상,49,2,5,2,1,1,3,3,4,0,1,1,1,1,1,1,3,2,3,4,0,4,0,6
