카테고리,충청남도 아산시,충청남도 아산시 염치읍,충청남도 아산시 배방읍,충청남도 아산시 송악면,충청남도 아산시 탕정면,충청남도 아산시 음봉면,충청남도 아산시 둔포면,충청남도 아산시 영인면,충청남도 아산시 인주면,충청남도 아산시 선장면,충청남도 아산시 도고면,충청남도 아산시 신창면,충청남도 아산시 온양1동,충청남도 아산시 온양2동,충청남도 아산시 온양3동,충청남도 아산시 온양4동,충청남도 아산시 온양5동,충청남도 아산시 온양6동
2020년05월_남_연령구간인구수,"162,712","3,446","37,880","2,192","11,346","10,672","11,919","2,948","3,644","1,659","2,322","10,498","5,011","5,613","18,430","9,429","11,185","14,518"
2020년05월_남_0~9세,"17,551",198,"4,960",117,"1,595","1,346","1,292",76,163,37,56,907,484,234,"2,204",846,"1,278","1,758"
2020년05월_남_10~19세,"17,562",258,"4,678",185,"1,479",872,697,159,212,59,97,"1,051",382,444,"2,445","1,281","1,460","1,803"
2020년05월_남_20~29세,"19,965",338,"4,816",183,"1,467","1,250","1,453",282,366,115,215,"1,357",565,975,"2,358","1,208","1,542","1,475"
2020년05월_남_30~39세,"26,363",399,"7,099",146,"2,118","2,054","2,787",238,439,120,184,"1,357","1,028",716,"2,692","1,106","1,659","2,221"
2020년05월_남_40~49세,"30,145",531,"7,426",335,"2,507","1,977","2,114",362,617,191,248,"1,887",865,807,"3,524","1,785","2,084","2,885"
2020년05월_남_50~59세,"24,532",637,"4,920",431,"1,345","1,472","1,700",598,772,307,508,"1,792",712,"1,063","2,713","1,620","1,692","2,250"
2020년05월_남_60~69세,"15,081",550,"2,440",392,478,"1,051","1,156",630,560,364,487,"1,196",541,756,"1,445",901,862,"1,272"
2020년05월_남_70~79세,"7,844",340,"1,100",271,244,465,495,374,318,289,331,652,305,442,738,472,420,588
2020년05월_남_80~89세,"3,350",179,397,120,105,171,207,208,180,162,186,274,115,158,285,184,175,244
2020년05월_남_90~99세,285,14,36,12,8,14,18,18,16,10,10,24,9,16,25,24,12,19
2020년05월_남_100세 이상,34,2,8,0,0,0,0,3,1,5,0,1,5,2,1,2,1,3
2020년05월_여_총인구수,"151,049","3,158","35,714","2,060","9,675","9,156","9,383","2,642","2,953","1,531","2,197","9,670","4,545","5,284","18,552","9,035","10,719","14,775"
2020년05월_여_연령구간인구수,"151,049","3,158","35,714","2,060","9,675","9,156","9,383","2,642","2,953","1,531","2,197","9,670","4,545","5,284","18,552","9,035","10,719","14,775"
2020년05월_여_0~9세,"16,580",204,"4,688",108,"1,526","1,379","1,182",75,157,26,60,845,453,240,"2,070",741,"1,141","1,685"
2020년05월_여_10~19세,"16,630",243,"4,418",165,"1,373",786,707,117,193,64,99,"1,031",343,393,"2,397","1,180","1,314","1,807"
2020년05월_여_20~29세,"15,950",230,"4,204",119,"1,037",779,984,165,198,86,160,"1,028",519,757,"2,140",891,"1,217","1,436"
2020년05월_여_30~39세,"23,064",258,"6,622",121,"1,979","1,685","1,831",150,241,62,133,"1,173",795,507,"2,732","1,031","1,557","2,187"
2020년05월_여_40~49세,"25,305",397,"6,626",262,"1,848","1,363","1,254",229,359,92,168,"1,578",649,716,"3,360","1,681","2,004","2,719"
2020년05월_여_50~59세,"21,014",537,"4,366",338,881,"1,238","1,320",457,531,226,378,"1,458",621,991,"2,538","1,470","1,615","2,049"
2020년05월_여_60~69세,"15,325",559,"2,524",388,490,967,998,569,513,396,448,"1,142",554,833,"1,669",994,907,"1,374"
2020년05월_여_70~79세,"9,938",381,"1,386",297,305,521,623,447,381,284,409,831,369,533,"1,039",628,604,900
2020년05월_여_80~89세,"6,187",296,761,220,197,364,402,367,331,252,300,509,187,264,533,356,296,552
2020년05월_여_90~99세,975,51,114,38,38,74,79,64,46,39,39,68,46,41,67,56,55,60
2020년05월_여_100세 이상,81,2,5,4,1,0,3,2,3,4,3,7,9,9,7,7,9,6
