,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년11월_남_70~79세,"109,852","18,097","8,584","9,513","11,186","5,918","7,479","7,318","5,328","5,800","5,458","4,012","9,031","1,861","3,897","1,793","1,127","2,372","3,062","1,851","2,779","3,402","3,026","2,126","2,429",500
2021년11월_남_80~89세,"46,459","5,468","2,405","3,063","4,283","2,774","3,474","2,630","2,515","2,372","2,717","1,882","3,418",918,"2,083",892,585,"1,216","1,411",902,"1,185","1,502","1,718","1,156","1,159",199
2021년11월_남_90~99세,"4,116",415,157,258,362,277,307,237,237,202,264,167,279,71,183,72,63,103,126,79,114,164,137,119,118,20
2021년11월_남_100세 이상,80,10,6,4,5,4,10,3,9,6,2,9,4,1,3,1,2,3,1,2,1,1,2,1,0,0
2021년11월_여_총인구수,"1,303,447","248,356","111,295","137,061","126,007","69,860","79,435","200,902","51,349","50,043","48,752","36,231","133,438","11,169","25,859","12,321","8,197","18,617","21,278","14,911","20,600","54,583","28,410","15,231","23,872","4,026"
2021년11월_여_연령구간인구수,"1,303,447","248,356","111,295","137,061","126,007","69,860","79,435","200,902","51,349","50,043","48,752","36,231","133,438","11,169","25,859","12,321","8,197","18,617","21,278","14,911","20,600","54,583","28,410","15,231","23,872","4,026"
2021년11월_여_0~9세,"87,010","18,039","7,948","10,091","7,539","4,830","4,828","18,915","2,749","2,734","2,346","1,874","9,729",275,848,445,323,744,693,637,913,"4,234","2,199",598,"1,335",183
2021년11월_여_10~19세,"105,576","21,991","9,946","12,045","9,689","5,598","6,359","21,212","4,114","3,049","3,456","2,498","10,976",417,"1,038",545,433,979,"1,084",887,988,"5,423","2,115",842,"1,657",226
2021년11월_여_20~29세,"120,004","23,928","10,710","13,218","11,246","6,242","7,445","24,063","3,981","3,957","3,260","2,684","16,630",557,"1,206",620,451,937,"1,073",962,"1,259","4,954","1,783",720,"1,737",309
2021년11월_여_30~39세,"130,319","26,852","11,747","15,105","11,469","6,903","7,182","29,461","3,741","4,194","3,269","2,571","15,238",495,"1,312",657,452,"1,040","1,187",943,"1,440","6,323","2,642",789,"1,828",331
2021년11월_여_40~49세,"180,684","37,948","17,031","20,917","17,180","9,079","10,462","35,985","6,520","5,518","5,170","3,977","20,255",840,"1,859",966,655,"1,670","1,907","1,561","1,836","9,479","3,349","1,275","2,722",471
2021년11월_여_50~59세,"218,715","44,288","19,575","24,713","22,510","11,251","12,455","34,350","8,391","8,378","7,602","5,677","22,899","1,769","3,743","2,084","1,248","2,751","3,324","2,471","3,599","9,154","3,758","2,527","3,767",719
2021년11월_여_60~69세,"216,686","42,265","19,418","22,847","21,813","11,796","13,768","21,008","9,927","9,709","9,683","7,173","19,094","2,619","6,000","2,875","1,780","3,918","4,881","3,090","4,626","7,111","4,877","3,398","4,406",869
2021년11월_여_70~79세,"133,848","20,240","9,319","10,921","13,823","7,511","9,174","9,088","6,455","6,929","6,932","5,156","11,195","2,141","4,948","2,183","1,458","3,404","3,611","2,273","3,140","4,267","3,729","2,526","3,110",555
2021년11월_여_80~89세,"94,057","10,857","4,774","6,083","9,186","5,638","6,537","5,781","4,566","4,880","5,890","3,899","6,440","1,770","4,217","1,670","1,174","2,699","3,001","1,821","2,387","3,114","3,364","2,142","2,723",301
2021년11월_여_90~99세,"16,017","1,890",795,"1,095","1,504",977,"1,190","1,007",856,680,"1,110",691,958,272,670,266,208,457,508,262,404,506,573,391,577,60
2021년11월_여_100세 이상,531,58,32,26,48,35,35,32,49,15,34,31,24,14,18,10,15,18,9,4,8,18,21,23,10,2
