카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년04월_남_90~99세,396,16,20,20,19,20,17,17,12,13,21,10,8,6,30,16,27,17,15,21,24,17,9,21
2021년04월_남_100세 이상,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021년04월_여_총인구수,"241,720","11,532","7,482","8,617","8,409","7,965","6,497","14,237","9,821","6,246","12,443","10,606","12,536","5,213","7,856","10,989","21,123","8,232","25,823","1,825","8,671","18,765","6,462","10,370"
2021년04월_여_연령구간인구수,"241,720","11,532","7,482","8,617","8,409","7,965","6,497","14,237","9,821","6,246","12,443","10,606","12,536","5,213","7,856","10,989","21,123","8,232","25,823","1,825","8,671","18,765","6,462","10,370"
2021년04월_여_0~9세,"17,974","1,024",320,379,519,451,286,791,575,407,937,515,711,178,396,884,"2,582",629,"3,000",38,792,"1,517",474,569
2021년04월_여_10~19세,"23,696","1,491",479,663,677,578,300,"1,135",621,554,"1,394",779,"1,059",257,625,"1,231","2,333",761,"2,998",79,"1,616","2,055",631,"1,380"
2021년04월_여_20~29세,"36,112","1,389","1,108","1,099",949,"1,003","1,348","2,935","2,458",808,"1,502","2,007","2,769","1,316",862,"1,234","2,504","1,462","3,360",132,770,"2,804","1,065","1,228"
2021년04월_여_30~39세,"31,960","1,330",704,824,858,903,"1,029","2,290","1,665",716,"1,353","1,477","1,917",743,745,"1,376","3,411","1,015","4,091",109,801,"2,810",936,857
2021년04월_여_40~49세,"39,973","2,253",804,"1,103","1,164","1,089",818,"2,348","1,333",943,"2,102","1,541","1,863",669,"1,034","1,853","3,891","1,289","4,985",160,"2,209","3,473","1,113","1,936"
2021년04월_여_50~59세,"39,707","1,770","1,335","1,497","1,687","1,434",939,"2,257","1,348","1,011","2,088","1,779","2,077",922,"1,502","2,114","2,975","1,502","3,812",314,"1,124","3,267","1,175","1,778"
2021년04월_여_60~69세,"29,387","1,309","1,461","1,661","1,409","1,346",946,"1,436","1,030",991,"1,711","1,582","1,349",663,"1,303","1,454","2,092",804,"2,022",333,677,"1,783",642,"1,383"
2021년04월_여_70~79세,"14,167",624,828,891,704,770,529,630,526,531,888,587,460,293,742,493,841,475,927,325,425,632,270,776
2021년04월_여_80~89세,"7,389",290,382,433,378,328,265,351,216,237,403,284,293,144,539,292,411,255,531,260,216,366,126,389
2021년04월_여_90~99세,"1,307",50,56,66,63,62,34,61,45,48,64,55,37,27,107,57,80,38,94,70,41,54,30,68
2021년04월_여_100세 이상,48,2,5,1,1,1,3,3,4,0,1,0,1,1,1,1,3,2,3,5,0,4,0,6
