,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2021년11월_계_100세 이상,75,5,8,1,3,3,2,7,7,2,2,1,6,1,6,2,6,3,0,7,3
2021년11월_남_총인구수,"257,523","15,301","17,453","14,981","7,381","10,525","10,955","13,774","14,461","8,400","11,938","8,977","10,280","7,603","11,816","9,924","19,630","10,852","16,152","16,683","20,437"
2021년11월_남_연령구간인구수,"257,523","15,301","17,453","14,981","7,381","10,525","10,955","13,774","14,461","8,400","11,938","8,977","10,280","7,603","11,816","9,924","19,630","10,852","16,152","16,683","20,437"
2021년11월_남_0~9세,"19,764","1,511","1,783",826,299,531,762,740,859,397,831,661,694,296,684,745,"2,846",631,"1,357","1,223","2,088"
2021년11월_남_10~19세,"24,936","1,487","2,253",926,517,781,"1,060","1,018","1,151",533,"1,200",808,955,478,"1,096","1,134","2,118",978,"1,820","1,689","2,934"
2021년11월_남_20~29세,"35,603","2,011","2,245","2,888","1,087","1,571","1,479","1,997","2,134","1,162","1,682","1,321","1,460","1,108","1,734","1,241","1,777","1,553","2,185","2,508","2,460"
2021년11월_남_30~39세,"35,723","2,117","1,988","3,114",906,"1,643","1,368","1,897","2,101","1,175","1,450","1,142","1,408","1,003","1,446","1,149","3,372","1,216","2,276","2,556","2,396"
2021년11월_남_40~49세,"44,226","2,926","3,178","2,621","1,167","1,644","1,885","2,183","2,309","1,225","2,047","1,490","1,584","1,057","1,685","1,691","4,063","1,689","2,909","2,776","4,097"
2021년11월_남_50~59세,"43,913","2,353","2,821","2,246","1,481","1,795","1,953","2,567","2,574","1,607","2,060","1,542","1,771","1,443","2,292","1,642","2,357","2,141","2,810","2,839","3,619"
2021년11월_남_60~69세,"34,114","1,903","2,086","1,523","1,179","1,533","1,497","2,106","2,116","1,417","1,676","1,311","1,537","1,340","1,869","1,511","2,089","1,711","1,864","1,896","1,950"
2021년11월_남_70~79세,"14,238",751,829,617,552,752,709,916,910,627,754,546,655,653,716,584,809,679,677,846,656
2021년11월_남_80~89세,"4,598",221,249,205,184,260,210,321,276,239,218,142,196,211,271,210,186,232,232,318,217
2021년11월_남_90~99세,398,21,19,15,9,15,32,26,31,18,20,14,18,14,23,17,12,22,22,30,20
2021년11월_남_100세 이상,10,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,2,0
2021년11월_여_총인구수,"260,849","16,142","18,053","15,079","7,212","10,840","10,996","13,839","14,542","8,772","12,411","8,739","10,760","7,668","12,506","10,007","19,918","10,288","15,869","16,294","20,914"
2021년11월_여_연령구간인구수,"260,849","16,142","18,053","15,079","7,212","10,840","10,996","13,839","14,542","8,772","12,411","8,739","10,760","7,668","12,506","10,007","19,918","10,288","15,869","16,294","20,914"
2021년11월_여_0~9세,"18,536","1,400","1,593",757,263,488,722,713,839,394,794,598,664,270,629,728,"2,697",571,"1,310","1,104","2,002"
2021년11월_여_10~19세,"23,769","1,590","2,128",861,414,728,978,981,"1,133",518,"1,241",789,860,482,"1,086","1,044","1,868",858,"1,688","1,586","2,936"
2021년11월_여_20~29세,"33,281","2,057","2,008","3,572","1,033","1,444","1,352","1,935","2,040","1,050","1,506","1,170","1,269","1,008","1,571","1,032","1,796","1,247","1,866","2,082","2,243"
2021년11월_여_30~39세,"33,468","2,281","2,284","2,651",685,"1,372","1,320","1,716","1,892",980,"1,357","1,016","1,321",742,"1,297","1,107","3,628","1,042","2,037","2,030","2,710"
2021년11월_여_40~49세,"42,570","2,689","3,419","2,205",956,"1,537","1,829","1,919","2,198","1,119","2,039","1,343","1,616",906,"1,847","1,649","3,736","1,531","2,850","2,720","4,462"
2021년11월_여_50~59세,"45,127","2,627","2,898","2,253","1,423","1,917","1,895","2,588","2,618","1,615","2,246","1,594","1,983","1,502","2,493","1,772","2,617","2,108","2,754","2,853","3,371"
2021년11월_여_60~69세,"36,460","2,083","2,282","1,625","1,294","1,735","1,591","2,229","2,190","1,544","1,927","1,296","1,755","1,500","1,940","1,594","2,250","1,649","1,964","2,117","1,895"
2021년11월_여_70~79세,"17,098",856,937,767,713,"1,022",848,"1,110",985,890,839,619,755,833,919,689,859,768,853,"1,063",773
2021년11월_여_80~89세,"8,789",452,404,335,358,484,392,562,529,574,383,263,456,350,592,329,383,419,449,627,448
2021년11월_여_90~99세,"1,686",102,94,52,70,110,67,82,111,86,77,50,77,74,126,61,79,92,98,107,71
2021년11월_여_100세 이상,65,5,6,1,3,3,2,4,7,2,2,1,4,1,6,2,5,3,0,5,3
